estimand,dataset,scenario,model,metric,n_comparisons,mean,std,min,max
regime,iscx_url2016_binary,s1_vs_s3,lr,rank_spearman,10,0.8193248536589545,0.030906464316039085,0.7811471410710138,0.8767507002801121
regime,iscx_url2016_binary,s1_vs_s3,lr,direction_agreement_all,10,0.8314285714285713,0.03144299813184602,0.7714285714285715,0.8857142857142857
regime,iscx_url2016_binary,s1_vs_s3,lr,direction_agreement_top20_union,10,0.9575942028985507,0.0350355104029414,0.9130434782608695,1.0
regime,iscx_url2016_binary,s1_vs_s3,rf,top10_jaccard,10,0.6888111888111889,0.12303262017260351,0.5384615384615384,0.8181818181818182
regime,iscx_url2016_binary,s1_vs_s3,rf,top15_jaccard,10,0.7561274509803921,0.05835930199507153,0.6666666666666666,0.875
regime,iscx_url2016_binary,s1_vs_s3,rf,top20_jaccard,10,0.7944664031620554,0.03818544597151372,0.7391304347826086,0.8181818181818182
regime,iscx_url2016_binary,s1_vs_s3,rf,rank_spearman,10,0.9110819832865467,0.012401774055668925,0.8907410001400757,0.9297373235087268
regime,iscx_url2016_binary,s1_vs_s3,rf,direction_agreement_all,10,0.8885714285714286,0.04557518519621102,0.8,0.9428571428571428
regime,iscx_url2016_binary,s1_vs_s3,rf,direction_agreement_top20_union,10,0.9865612648221346,0.02164510347859716,0.9545454545454546,1.0
regime,iscx_url2016_binary,s1_vs_s3,xgb,top10_jaccard,10,0.796969696969697,0.15255535190332561,0.6666666666666666,1.0
regime,iscx_url2016_binary,s1_vs_s3,xgb,top15_jaccard,10,0.7660345717234263,0.1531555521730381,0.5789473684210527,1.0
regime,iscx_url2016_binary,s1_vs_s3,xgb,top20_jaccard,10,0.8299642386598908,0.08525073043210402,0.7391304347826086,1.0
regime,iscx_url2016_binary,s1_vs_s3,xgb,rank_spearman,10,0.9495407198738353,0.012665648611204462,0.9329411038564959,0.9677334938950538
regime,iscx_url2016_binary,s1_vs_s3,xgb,direction_agreement_all,10,0.8885714285714286,0.03144299813184604,0.8285714285714286,0.9428571428571428
regime,iscx_url2016_binary,s1_vs_s3,xgb,direction_agreement_top20_union,10,0.9683418031244118,0.04315880126742874,0.9047619047619048,1.0
regime,iscx_url2016_binary,s2_vs_s3,lr,top10_jaccard,10,0.7424242424242424,0.07985549646889852,0.6666666666666666,0.8181818181818182
regime,iscx_url2016_binary,s2_vs_s3,lr,top15_jaccard,10,0.7267156862745099,0.07132919105470378,0.6666666666666666,0.875
regime,iscx_url2016_binary,s2_vs_s3,lr,top20_jaccard,10,0.7483530961791831,0.05617312939945364,0.6666666666666666,0.8181818181818182
regime,iscx_url2016_binary,s2_vs_s3,lr,rank_spearman,10,0.8999847697597249,0.02810171772069442,0.8666666666666667,0.950140056022409
regime,iscx_url2016_binary,s2_vs_s3,lr,direction_agreement_all,10,0.8914285714285712,0.03761603363453616,0.8285714285714286,0.9428571428571428
regime,iscx_url2016_binary,s2_vs_s3,lr,direction_agreement_top20_union,10,0.9343379446640316,0.023462718936629642,0.9090909090909091,0.9583333333333334
regime,iscx_url2016_binary,s2_vs_s3,rf,top10_jaccard,10,0.8454545454545455,0.14669087370147926,0.6666666666666666,1.0
regime,iscx_url2016_binary,s2_vs_s3,rf,top15_jaccard,10,0.8323529411764706,0.08045788800135034,0.7647058823529411,1.0
regime,iscx_url2016_binary,s2_vs_s3,rf,top20_jaccard,10,0.8218520609824959,0.08518269406922387,0.6666666666666666,0.9047619047619048
regime,iscx_url2016_binary,s2_vs_s3,rf,rank_spearman,10,0.9344094596337051,0.03343778172773459,0.8873634419488424,0.9708602230352823
regime,iscx_url2016_binary,s2_vs_s3,rf,direction_agreement_all,10,0.9142857142857143,0.04259177099999601,0.8571428571428571,0.9714285714285714
regime,iscx_url2016_binary,s2_vs_s3,rf,direction_agreement_top20_union,10,0.9871212121212121,0.028581128923072553,0.9166666666666666,1.0
regime,iscx_url2016_binary,s2_vs_s3,xgb,top10_jaccard,10,0.7909090909090909,0.10246428002356171,0.6666666666666666,1.0
regime,iscx_url2016_binary,s2_vs_s3,xgb,top15_jaccard,10,0.7708849329205366,0.11118763961992144,0.5789473684210527,1.0
regime,iscx_url2016_binary,s2_vs_s3,xgb,top20_jaccard,10,0.8812723508375683,0.08336340534582183,0.7391304347826086,1.0
regime,iscx_url2016_binary,s2_vs_s3,xgb,rank_spearman,10,0.9587577044830798,0.021941704346539567,0.9248563834942843,0.9790543123386051
regime,iscx_url2016_binary,s2_vs_s3,xgb,direction_agreement_all,10,0.8828571428571428,0.07432233529572063,0.7428571428571429,0.9714285714285714
regime,iscx_url2016_binary,s2_vs_s3,xgb,direction_agreement_top20_union,10,0.9536203651421042,0.044001029591918234,0.8571428571428571,1.0
regime,phiusiil,s0_vs_s1,lr,top10_jaccard,10,0.787878787878788,0.0638843971751188,0.6666666666666666,0.8181818181818182
regime,phiusiil,s0_vs_s1,lr,top15_jaccard,10,0.8002450980392158,0.08654926602585027,0.6666666666666666,0.875
regime,phiusiil,s0_vs_s1,lr,top20_jaccard,10,0.9056277056277056,0.04289380953186545,0.8181818181818182,1.0
regime,phiusiil,s0_vs_s1,lr,rank_spearman,10,0.9508963585434174,0.03744805764308566,0.8537815126050421,0.9823529411764705
regime,phiusiil,s0_vs_s1,lr,direction_agreement_all,10,0.9485714285714286,0.0376160336345362,0.8857142857142857,1.0
regime,phiusiil,s0_vs_s1,lr,direction_agreement_top20_union,10,0.980952380952381,0.024590370452110606,0.9523809523809523,1.0
regime,phiusiil,s0_vs_s1,rf,top10_jaccard,10,0.8757575757575757,0.1164467295915523,0.6666666666666666,1.0
regime,phiusiil,s0_vs_s1,rf,top15_jaccard,10,0.875,0.0,0.875,0.875
regime,phiusiil,s0_vs_s1,rf,top20_jaccard,10,0.8883116883116884,0.0566201110213565,0.8181818181818182,1.0
regime,phiusiil,s0_vs_s1,rf,rank_spearman,10,0.9889658700592749,0.0032125892294056014,0.9851457399103138,0.9941856611841358
regime,phiusiil,s0_vs_s1,rf,direction_agreement_all,10,0.9085714285714286,0.05003400204405217,0.8285714285714286,0.9714285714285714
regime,phiusiil,s0_vs_s1,rf,direction_agreement_top20_union,10,0.9246320346320347,0.04521982964236974,0.8571428571428571,1.0
regime,phiusiil,s0_vs_s1,xgb,top10_jaccard,10,0.806060606060606,0.09279744709378467,0.6666666666666666,1.0
regime,phiusiil,s0_vs_s1,xgb,top15_jaccard,10,0.8779411764705882,0.07852323052219437,0.7647058823529411,1.0
regime,phiusiil,s0_vs_s1,xgb,top20_jaccard,10,0.9238095238095239,0.04015590679578895,0.9047619047619048,1.0
regime,phiusiil,s0_vs_s1,xgb,rank_spearman,10,0.9882865616322147,0.003023676677499946,0.9833830186204359,0.9921965317919077
regime,phiusiil,s0_vs_s1,xgb,direction_agreement_all,10,0.9571428571428571,0.02776643759450144,0.9142857142857143,1.0
regime,phiusiil,s0_vs_s1,xgb,direction_agreement_top20_union,10,0.9807142857142856,0.03353021974548331,0.9047619047619048,1.0
regime,phiusiil,s0_vs_s2,lr,top10_jaccard,10,0.7727272727272727,0.07318877144540124,0.6666666666666666,0.8181818181818182
regime,phiusiil,s0_vs_s2,lr,top15_jaccard,10,0.6709881320949432,0.09184028455832602,0.5789473684210527,0.875
regime,phiusiil,s0_vs_s2,lr,top20_jaccard,10,0.7800677583286278,0.0674311350896142,0.6666666666666666,0.9047619047619048
regime,phiusiil,s0_vs_s2,lr,rank_spearman,10,0.8897478991596639,0.033186992908543926,0.8282913165266107,0.9431372549019609
regime,phiusiil,s0_vs_s2,lr,direction_agreement_all,10,0.9114285714285714,0.04353954076442844,0.8571428571428571,0.9714285714285714
regime,phiusiil,s0_vs_s2,lr,direction_agreement_top20_union,10,0.9780467720685113,0.02316515267579184,0.9545454545454546,1.0
regime,phiusiil,s0_vs_s2,rf,top10_jaccard,10,0.6888111888111889,0.12303262017260351,0.5384615384615384,0.8181818181818182
regime,phiusiil,s0_vs_s2,rf,top15_jaccard,10,0.9,0.05270462766947299,0.875,1.0
regime,phiusiil,s0_vs_s2,rf,top20_jaccard,10,0.8787878787878789,0.04182215511165781,0.8181818181818182,0.9047619047619048
regime,phiusiil,s0_vs_s2,rf,rank_spearman,10,0.9815848224520065,0.005218252276503145,0.9742225095219846,0.9918745135771715
regime,phiusiil,s0_vs_s2,rf,direction_agreement_all,10,0.8371428571428572,0.05225092085464836,0.7714285714285715,0.9428571428571428
regime,phiusiil,s0_vs_s2,rf,direction_agreement_top20_union,10,0.8636363636363636,0.05693001888767346,0.8095238095238095,0.9523809523809523
regime,phiusiil,s0_vs_s2,xgb,top10_jaccard,10,0.8757575757575757,0.1164467295915523,0.6666666666666666,1.0
regime,phiusiil,s0_vs_s2,xgb,top15_jaccard,10,0.9014705882352942,0.07603571673329898,0.7647058823529411,1.0
regime,phiusiil,s0_vs_s2,xgb,top20_jaccard,10,0.9064935064935066,0.06064727520491172,0.8181818181818182,1.0
regime,phiusiil,s0_vs_s2,xgb,rank_spearman,10,0.9846568682081518,0.006289299585922036,0.9718679949831943,0.9927745664739885
regime,phiusiil,s0_vs_s2,xgb,direction_agreement_all,10,0.9514285714285714,0.019284244506015805,0.9142857142857143,0.9714285714285714
regime,phiusiil,s0_vs_s2,xgb,direction_agreement_top20_union,10,0.9432683982683983,0.0295460403735658,0.9047619047619048,1.0
regime,phiusiil,s0_vs_s3,lr,top10_jaccard,10,0.8144522144522144,0.157477184041696,0.5384615384615384,1.0
regime,phiusiil,s0_vs_s3,lr,top15_jaccard,10,0.7990196078431372,0.07187685440497639,0.6666666666666666,0.875
regime,phiusiil,s0_vs_s3,lr,top20_jaccard,10,0.8961038961038963,0.02737902736076517,0.8181818181818182,0.9047619047619048
regime,phiusiil,s0_vs_s3,lr,rank_spearman,10,0.9467226890756303,0.01943088527546126,0.9056022408963587,0.9731092436974791
regime,phiusiil,s0_vs_s3,lr,direction_agreement_all,10,0.9199999999999999,0.0722806322324201,0.7428571428571429,0.9714285714285714
regime,phiusiil,s0_vs_s3,lr,direction_agreement_top20_union,10,0.9761904761904763,0.06044264369733261,0.8095238095238095,1.0
regime,phiusiil,s0_vs_s3,rf,top10_jaccard,10,0.6538461538461539,0.040542021284209986,0.5384615384615384,0.6666666666666666
regime,phiusiil,s0_vs_s3,rf,top15_jaccard,10,0.9389705882352942,0.08497871027227137,0.7647058823529411,1.0
regime,phiusiil,s0_vs_s3,rf,top20_jaccard,10,0.8874458874458876,0.03650536981435357,0.8181818181818182,0.9047619047619048
regime,phiusiil,s0_vs_s3,rf,rank_spearman,10,0.9734469993053295,0.0064073340758309515,0.9650438041482987,0.984585201793722
regime,phiusiil,s0_vs_s3,rf,direction_agreement_all,10,0.8771428571428572,0.0841659089344217,0.6857142857142857,1.0
regime,phiusiil,s0_vs_s3,rf,direction_agreement_top20_union,10,0.9004329004329005,0.07291799130229519,0.8095238095238095,1.0
regime,phiusiil,s0_vs_s3,xgb,top10_jaccard,10,0.7727272727272727,0.07318877144540124,0.6666666666666666,0.8181818181818182
regime,phiusiil,s0_vs_s3,xgb,top15_jaccard,10,0.8904411764705882,0.08744540231044998,0.7647058823529411,1.0
regime,phiusiil,s0_vs_s3,xgb,top20_jaccard,10,0.8196875588179937,0.055244700771963355,0.7391304347826086,0.9047619047619048
regime,phiusiil,s0_vs_s3,xgb,rank_spearman,10,0.9757116025122654,0.007862461679088493,0.9589135933912974,0.9852601156069366
regime,phiusiil,s0_vs_s3,xgb,direction_agreement_all,10,0.9657142857142856,0.02253744679276045,0.9142857142857143,1.0
regime,phiusiil,s0_vs_s3,xgb,direction_agreement_top20_union,10,0.9677300959909655,0.03164579612046551,0.9047619047619048,1.0
regime,phiusiil,s1_vs_s2,lr,top10_jaccard,10,0.7326340326340326,0.13034196718992636,0.5384615384615384,1.0
regime,phiusiil,s1_vs_s2,lr,top15_jaccard,10,0.6748065015479876,0.12239530806921578,0.5,0.875
regime,phiusiil,s1_vs_s2,lr,top20_jaccard,10,0.756258234519104,0.06015245908920139,0.6666666666666666,0.8181818181818182
regime,phiusiil,s1_vs_s2,lr,rank_spearman,10,0.8735854341736695,0.0397011106103063,0.7823529411764707,0.9252100840336134
regime,phiusiil,s1_vs_s2,lr,direction_agreement_all,10,0.9228571428571429,0.04051818549749077,0.8571428571428571,0.9714285714285714
regime,phiusiil,s1_vs_s2,lr,direction_agreement_top20_union,10,0.9823945981554678,0.022752777469616858,0.9545454545454546,1.0
regime,phiusiil,s1_vs_s2,rf,top10_jaccard,10,0.7296037296037297,0.1008904916123042,0.5384615384615384,0.8181818181818182
regime,phiusiil,s1_vs_s2,rf,top15_jaccard,10,0.8558823529411764,0.09204728571018725,0.7647058823529411,1.0
regime,phiusiil,s1_vs_s2,rf,top20_jaccard,10,0.8441558441558442,0.04182215511165781,0.8181818181818182,0.9047619047619048
regime,phiusiil,s1_vs_s2,rf,rank_spearman,10,0.9782592743893904,0.004043839442752494,0.9733174615926976,0.9840980952871153
regime,phiusiil,s1_vs_s2,rf,direction_agreement_all,10,0.8714285714285713,0.045175395145262545,0.8285714285714286,0.9714285714285714
regime,phiusiil,s1_vs_s2,rf,direction_agreement_top20_union,10,0.8759740259740258,0.053147233925945024,0.8181818181818182,1.0
regime,phiusiil,s1_vs_s2,xgb,top10_jaccard,10,0.787878787878788,0.0638843971751188,0.6666666666666666,0.8181818181818182
regime,phiusiil,s1_vs_s2,xgb,top15_jaccard,10,0.8764705882352942,0.05554594303613842,0.7647058823529411,1.0
regime,phiusiil,s1_vs_s2,xgb,top20_jaccard,10,0.870995670995671,0.06249379197443665,0.8181818181818182,1.0
regime,phiusiil,s1_vs_s2,xgb,rank_spearman,10,0.9809742180081201,0.004646475241054555,0.9747467508925047,0.9874132768934705
regime,phiusiil,s1_vs_s2,xgb,direction_agreement_all,10,0.9257142857142858,0.030713362850661157,0.8857142857142857,0.9714285714285714
regime,phiusiil,s1_vs_s2,xgb,direction_agreement_top20_union,10,0.9346103896103897,0.023909547650522715,0.9047619047619048,0.9545454545454546
regime,phiusiil,s1_vs_s3,lr,top10_jaccard,10,0.734965034965035,0.1449769768464173,0.5384615384615384,1.0
regime,phiusiil,s1_vs_s3,lr,top15_jaccard,10,0.7659313725490196,0.04917255550916393,0.6666666666666666,0.875
regime,phiusiil,s1_vs_s3,lr,top20_jaccard,10,0.8961038961038963,0.02737902736076517,0.8181818181818182,0.9047619047619048
regime,phiusiil,s1_vs_s3,lr,rank_spearman,10,0.9377591036414566,0.027239542169968663,0.8857142857142857,0.9680672268907564
regime,phiusiil,s1_vs_s3,lr,direction_agreement_all,10,0.9142857142857143,0.061721339984836754,0.7714285714285715,0.9714285714285714
regime,phiusiil,s1_vs_s3,lr,direction_agreement_top20_union,10,0.9714285714285715,0.046004370622823636,0.8571428571428571,1.0
regime,phiusiil,s1_vs_s3,rf,top10_jaccard,10,0.696969696969697,0.0638843971751188,0.6666666666666666,0.8181818181818182
regime,phiusiil,s1_vs_s3,rf,top15_jaccard,10,0.8889705882352942,0.06787490047559053,0.7647058823529411,1.0
regime,phiusiil,s1_vs_s3,rf,top20_jaccard,10,0.8883116883116884,0.0566201110213565,0.8181818181818182,1.0
regime,phiusiil,s1_vs_s3,rf,rank_spearman,10,0.9696586181302201,0.005310548246017182,0.9608406516912068,0.9756917903729315
regime,phiusiil,s1_vs_s3,rf,direction_agreement_all,10,0.8542857142857143,0.0790533560740843,0.6857142857142857,0.9714285714285714
regime,phiusiil,s1_vs_s3,rf,direction_agreement_top20_union,10,0.8824458874458874,0.039543564855558086,0.8571428571428571,0.9523809523809523
regime,phiusiil,s1_vs_s3,xgb,top10_jaccard,10,0.7757575757575759,0.1089786178526156,0.6666666666666666,1.0
regime,phiusiil,s1_vs_s3,xgb,top15_jaccard,10,0.8654411764705883,0.06586254516661716,0.7647058823529411,1.0
regime,phiusiil,s1_vs_s3,xgb,top20_jaccard,10,0.8528138528138529,0.04470976445838286,0.8181818181818182,0.9047619047619048
regime,phiusiil,s1_vs_s3,xgb,rank_spearman,10,0.9775741167866823,0.006528861762822753,0.9702312138728325,0.9925448028673833
regime,phiusiil,s1_vs_s3,xgb,direction_agreement_all,10,0.9457142857142857,0.03676239822022626,0.8857142857142857,1.0
regime,phiusiil,s1_vs_s3,xgb,direction_agreement_top20_union,10,0.9489177489177489,0.04023878801254459,0.8636363636363636,1.0
regime,phiusiil,s2_vs_s3,lr,top10_jaccard,10,0.696003996003996,0.1702734068753462,0.42857142857142855,1.0
regime,phiusiil,s2_vs_s3,lr,top15_jaccard,10,0.5823308270676693,0.07587647724810698,0.42857142857142855,0.6666666666666666
regime,phiusiil,s2_vs_s3,lr,top20_jaccard,10,0.7337812911725955,0.06396212823348495,0.6,0.8181818181818182
regime,phiusiil,s2_vs_s3,lr,rank_spearman,10,0.8218767507002802,0.05646779847025862,0.7238095238095239,0.9274509803921569
regime,phiusiil,s2_vs_s3,lr,direction_agreement_all,10,0.8714285714285716,0.059093684028527875,0.7142857142857143,0.9142857142857143
regime,phiusiil,s2_vs_s3,lr,direction_agreement_top20_union,10,0.9573985507246379,0.06751705451220083,0.782608695652174,1.0
regime,phiusiil,s2_vs_s3,rf,top10_jaccard,10,0.806060606060606,0.09279744709378468,0.6666666666666666,1.0
regime,phiusiil,s2_vs_s3,rf,top15_jaccard,10,0.925,0.06454972243679027,0.875,1.0
regime,phiusiil,s2_vs_s3,rf,top20_jaccard,10,0.8528138528138529,0.04470976445838286,0.8181818181818182,0.9047619047619048
regime,phiusiil,s2_vs_s3,rf,rank_spearman,10,0.9752248901947509,0.004482362023286688,0.969255552485461,0.9840980952871152
regime,phiusiil,s2_vs_s3,rf,direction_agreement_all,10,0.82,0.06741081283499575,0.6571428571428571,0.8857142857142857
regime,phiusiil,s2_vs_s3,rf,direction_agreement_top20_union,10,0.866017316017316,0.03964250899704086,0.8181818181818182,0.9523809523809523
regime,phiusiil,s2_vs_s3,xgb,top10_jaccard,10,0.7878787878787878,0.0638843971751188,0.6666666666666666,0.8181818181818182
regime,phiusiil,s2_vs_s3,xgb,top15_jaccard,10,0.8764705882352942,0.05554594303613842,0.7647058823529411,1.0
regime,phiusiil,s2_vs_s3,xgb,top20_jaccard,10,0.8196875588179937,0.05524470077196336,0.7391304347826086,0.9047619047619048
regime,phiusiil,s2_vs_s3,xgb,rank_spearman,10,0.973646945343644,0.010478347085020519,0.9552023121387284,0.989884393063584
regime,phiusiil,s2_vs_s3,xgb,direction_agreement_all,10,0.9342857142857144,0.03026714015632516,0.8857142857142857,0.9714285714285714
regime,phiusiil,s2_vs_s3,xgb,direction_agreement_top20_union,10,0.9135798983625071,0.03359052682007046,0.8636363636363636,0.9565217391304348
seed,iscx_url2016_binary,s0,lr,top10_jaccard,45,1.0,0.0,1.0,1.0
seed,iscx_url2016_binary,s0,lr,top15_jaccard,45,1.0,0.0,1.0,1.0
seed,iscx_url2016_binary,s0,lr,top20_jaccard,45,1.0,0.0,1.0,1.0
seed,iscx_url2016_binary,s0,lr,rank_spearman,45,1.0,0.0,1.0,1.0
seed,iscx_url2016_binary,s0,lr,direction_agreement_all,45,1.0,0.0,1.0,1.0
seed,iscx_url2016_binary,s0,lr,direction_agreement_top20_union,45,1.0,0.0,1.0,1.0
seed,iscx_url2016_binary,s0,rf,top10_jaccard,45,0.9353535353535354,0.08801642114695692,0.8181818181818182,1.0
seed,iscx_url2016_binary,s0,rf,top15_jaccard,45,0.975,0.05056498968474315,0.875,1.0
seed,iscx_url2016_binary,s0,rf,top20_jaccard,45,0.964021164021164,0.0466962044910381,0.9047619047619048,1.0
seed,iscx_url2016_binary,s0,rf,rank_spearman,45,0.9900840336134453,0.004060263375755207,0.9778711484593837,0.9955182072829132
seed,iscx_url2016_binary,s0,rf,direction_agreement_all,45,0.984126984126984,0.014357683075131607,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,direction_agreement_top20_union,45,1.0,0.0,1.0,1.0
seed,iscx_url2016_binary,s0,xgb,top10_jaccard,45,0.9313131313131315,0.0891472994828909,0.8181818181818182,1.0
seed,iscx_url2016_binary,s0,xgb,top15_jaccard,45,0.8818627450980393,0.05646595764214191,0.7647058823529411,1.0
seed,iscx_url2016_binary,s0,xgb,top20_jaccard,45,0.9041847041847043,0.05296782093596616,0.8181818181818182,1.0
seed,iscx_url2016_binary,s0,xgb,rank_spearman,45,0.9866361874524862,0.005003595307363266,0.9663394109396917,0.9957924263674616
seed,iscx_url2016_binary,s0,xgb,direction_agreement_all,45,0.9434920634920633,0.03251309933750089,0.8571428571428571,1.0
seed,iscx_url2016_binary,s0,xgb,direction_agreement_top20_union,45,0.9607647907647905,0.034329075048078216,0.9,1.0
seed,iscx_url2016_binary,s3,lr,top10_jaccard,45,1.0,0.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,top15_jaccard,45,1.0,0.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,top20_jaccard,45,1.0,0.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,rank_spearman,45,1.0,0.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,direction_agreement_all,45,1.0,0.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,direction_agreement_top20_union,45,1.0,0.0,1.0,1.0
seed,iscx_url2016_binary,s3,rf,top10_jaccard,45,0.9313131313131314,0.0891472994828909,0.8181818181818182,1.0
seed,iscx_url2016_binary,s3,rf,top15_jaccard,45,0.9034313725490196,0.0631474019204157,0.7647058823529411,1.0
seed,iscx_url2016_binary,s3,rf,top20_jaccard,45,0.9303511303511303,0.046696204491038104,0.8181818181818182,1.0
seed,iscx_url2016_binary,s3,rf,rank_spearman,45,0.9880002412837191,0.004901636302259763,0.9722533632286996,0.9960762331838566
seed,iscx_url2016_binary,s3,rf,direction_agreement_all,45,0.9733333333333332,0.0261294053817336,0.9142857142857143,1.0
seed,iscx_url2016_binary,s3,rf,direction_agreement_top20_union,45,1.0,0.0,1.0,1.0
seed,iscx_url2016_binary,s3,xgb,top10_jaccard,45,0.7730639730639732,0.09508811169989953,0.6666666666666666,1.0
seed,iscx_url2016_binary,s3,xgb,top15_jaccard,45,0.8696078431372549,0.06774362440387575,0.7647058823529411,1.0
seed,iscx_url2016_binary,s3,xgb,top20_jaccard,45,0.916883116883117,0.06239011305147468,0.8181818181818182,1.0
seed,iscx_url2016_binary,s3,xgb,rank_spearman,45,0.9856819472765497,0.0049940195179004375,0.9730829404022779,0.9929932735426009
seed,iscx_url2016_binary,s3,xgb,direction_agreement_all,45,0.9155555555555551,0.04794692317307319,0.8,1.0
seed,iscx_url2016_binary,s3,xgb,direction_agreement_top20_union,45,0.9459259259259258,0.040168027657806415,0.8571428571428571,1.0
seed,phiusiil,s0,lr,top10_jaccard,45,1.0,0.0,1.0,1.0
seed,phiusiil,s0,lr,top15_jaccard,45,1.0,0.0,1.0,1.0
seed,phiusiil,s0,lr,top20_jaccard,45,1.0,0.0,1.0,1.0
seed,phiusiil,s0,lr,rank_spearman,45,1.0,0.0,1.0,1.0
seed,phiusiil,s0,lr,direction_agreement_all,45,1.0,0.0,1.0,1.0
seed,phiusiil,s0,lr,direction_agreement_top20_union,45,1.0,0.0,1.0,1.0
seed,phiusiil,s0,rf,top10_jaccard,45,0.8505050505050507,0.07029923044732375,0.8181818181818182,1.0
seed,phiusiil,s0,rf,top15_jaccard,45,0.9058823529411765,0.05968618784265271,0.7647058823529411,1.0
seed,phiusiil,s0,rf,top20_jaccard,45,0.9620971620971621,0.05079693023651786,0.8181818181818182,1.0
seed,phiusiil,s0,rf,rank_spearman,45,0.9904594380585692,0.003415116244290656,0.9832574647956969,0.9971973094170403
seed,phiusiil,s0,rf,direction_agreement_all,45,0.9790476190476188,0.017654696590094998,0.9428571428571428,1.0
seed,phiusiil,s0,rf,direction_agreement_top20_union,45,1.0,0.0,1.0,1.0
seed,phiusiil,s0,xgb,top10_jaccard,45,0.8760942760942763,0.09815524889246417,0.6666666666666666,1.0
seed,phiusiil,s0,xgb,top15_jaccard,45,0.8957516339869281,0.06761451657263312,0.7647058823529411,1.0
seed,phiusiil,s0,xgb,top20_jaccard,45,0.9045695045695046,0.05965661229464649,0.8181818181818182,1.0
seed,phiusiil,s0,xgb,rank_spearman,45,0.989096679649606,0.004311222605931669,0.9782012579836772,0.9971098265895956
seed,phiusiil,s0,xgb,direction_agreement_all,45,0.9771428571428569,0.01887366454502333,0.9428571428571428,1.0
seed,phiusiil,s0,xgb,direction_agreement_top20_union,45,0.9903655603655604,0.019497654267460342,0.95,1.0
seed,phiusiil,s3,lr,top10_jaccard,45,1.0,0.0,1.0,1.0
seed,phiusiil,s3,lr,top15_jaccard,45,1.0,0.0,1.0,1.0
seed,phiusiil,s3,lr,top20_jaccard,45,1.0,0.0,1.0,1.0
seed,phiusiil,s3,lr,rank_spearman,45,1.0,0.0,1.0,1.0
seed,phiusiil,s3,lr,direction_agreement_all,45,1.0,0.0,1.0,1.0
seed,phiusiil,s3,lr,direction_agreement_top20_union,45,1.0,0.0,1.0,1.0
seed,phiusiil,s3,rf,top10_jaccard,45,0.8585858585858588,0.07644317865295651,0.8181818181818182,1.0
seed,phiusiil,s3,rf,top15_jaccard,45,0.9138888888888889,0.05852242080923975,0.875,1.0
seed,phiusiil,s3,rf,top20_jaccard,45,1.0,0.0,1.0,1.0
seed,phiusiil,s3,rf,rank_spearman,45,0.9916635279163208,0.0035497562533922528,0.9803811659192825,0.9974775784753364
seed,phiusiil,s3,rf,direction_agreement_all,45,0.9517460317460318,0.021812340316066606,0.9142857142857143,1.0
seed,phiusiil,s3,rf,direction_agreement_top20_union,45,0.9555555555555557,0.03408249054303634,0.9,1.0
seed,phiusiil,s3,xgb,top10_jaccard,45,0.8707070707070709,0.0833395940548277,0.8181818181818182,1.0
seed,phiusiil,s3,xgb,top15_jaccard,45,0.9416666666666667,0.06306562238868912,0.875,1.0
seed,phiusiil,s3,xgb,top20_jaccard,45,0.9259259259259258,0.04004166500869152,0.9047619047619048,1.0
seed,phiusiil,s3,xgb,rank_spearman,45,0.9881621235954989,0.004564740611587227,0.9730194973469185,0.9953757225433528
seed,phiusiil,s3,xgb,direction_agreement_all,45,0.9625396825396823,0.034362588181069145,0.8857142857142857,1.0
seed,phiusiil,s3,xgb,direction_agreement_top20_union,45,0.9796296296296296,0.029839964971010432,0.9047619047619048,1.0
source,iscx_url2016_binary,s3_internal_vs_external,lr,top10_jaccard,10,0.793939393939394,0.12998551872440742,0.6666666666666666,1.0
source,iscx_url2016_binary,s3_internal_vs_external,lr,top15_jaccard,10,0.7191692466460268,0.09784250236427428,0.5789473684210527,0.875
source,iscx_url2016_binary,s3_internal_vs_external,lr,top20_jaccard,10,0.844908714473932,0.056852926175152405,0.7391304347826086,0.9047619047619048
source,iscx_url2016_binary,s3_internal_vs_external,lr,rank_spearman,10,0.8918690943828672,0.020127196501773168,0.8551820728291318,0.9263305322128852
source,iscx_url2016_binary,s3_internal_vs_external,lr,direction_agreement_all,10,0.9,0.02020305089104422,0.8857142857142857,0.9428571428571428
source,iscx_url2016_binary,s3_internal_vs_external,lr,direction_agreement_top20_union,10,0.9216073781291174,0.02238919114129555,0.9047619047619048,0.9545454545454546
source,iscx_url2016_binary,s3_internal_vs_external,rf,top10_jaccard,10,0.6025641025641025,0.06757003547368332,0.5384615384615384,0.6666666666666666
source,iscx_url2016_binary,s3_internal_vs_external,rf,top15_jaccard,10,0.7879901960784312,0.06723464080561375,0.6666666666666666,0.875
source,iscx_url2016_binary,s3_internal_vs_external,rf,top20_jaccard,10,0.8377564464520987,0.07630076444488634,0.7391304347826086,0.9047619047619048
source,iscx_url2016_binary,s3_internal_vs_external,rf,rank_spearman,10,0.941397483004051,0.02198609160461336,0.8946188340807175,0.9644058295964126
