estimand,dataset,scenario,model,run_id,cohort,cohort_size,fit_seconds,setup_seconds,explain_seconds,seconds_per_sample
partition,phiusiil,s2,lr,r07,internal,200,7.033585500000072,0.0013883999999961816,0.011748799999850235,5.8743999999251174e-05
partition,phiusiil,s2,lr,r08,internal,200,13.645611800000097,0.0014158999999835942,0.012267100000144637,6.133550000072319e-05
partition,phiusiil,s2,lr,r09,internal,200,7.031890100000055,0.0014300999998795305,0.008530600000085542,4.265300000042771e-05
partition,phiusiil,s2,rf,r00,internal,200,0.45379030000003695,0.08392000000003463,30.426701299999877,0.15213350649999938
partition,phiusiil,s2,rf,r01,internal,200,35.290612999999894,0.11700770000015837,29.551542299999937,0.1477577114999997
partition,phiusiil,s2,rf,r02,internal,200,40.576176599999826,0.2380900999999085,37.88331870000002,0.1894165935000001
partition,phiusiil,s2,rf,r03,internal,200,37.290907800000014,0.36794480000003205,32.6519088,0.163259544
partition,phiusiil,s2,rf,r04,internal,200,30.687078300000167,0.07288519999997334,33.00669779999998,0.16503348899999992
partition,phiusiil,s2,rf,r05,internal,200,33.18522169999983,0.1027292999999645,34.57257249999998,0.17286286249999988
partition,phiusiil,s2,rf,r06,internal,200,21.457962899999984,0.07709599999998318,29.45407729999988,0.1472703864999994
partition,phiusiil,s2,rf,r07,internal,200,29.896689899999956,0.08233150000000933,32.120587000000114,0.16060293500000056
partition,phiusiil,s2,rf,r08,internal,200,34.33548089999999,0.06359049999991839,30.358519699999988,0.15179259849999993
partition,phiusiil,s2,rf,r09,internal,200,33.446123700000044,0.1894643000000542,32.392205099999956,0.16196102549999977
partition,phiusiil,s2,xgb,r00,internal,200,0.07914299999993091,0.15377810000018144,0.07605110000008608,0.0003802555000004304
partition,phiusiil,s2,xgb,r01,internal,200,5.239251499999909,0.07937569999990046,0.05037219999985609,0.00025186099999928045
partition,phiusiil,s2,xgb,r02,internal,200,6.431106899999804,0.07117300000004434,0.036935300000095594,0.00018467650000047797
partition,phiusiil,s2,xgb,r03,internal,200,6.131127299999889,0.0772848999999951,0.03338930000018081,0.00016694650000090405
partition,phiusiil,s2,xgb,r04,internal,200,6.44162110000002,0.07739919999994527,0.04313729999989846,0.0002156864999994923
partition,phiusiil,s2,xgb,r05,internal,200,4.925217500000144,0.06443019999983335,0.033318400000098336,0.00016659200000049168
partition,phiusiil,s2,xgb,r06,internal,200,6.976388000000043,0.08703960000002553,0.037195299999893905,0.00018597649999946953
partition,phiusiil,s2,xgb,r07,internal,200,2.8404213000001164,0.05515249999984917,0.03718400000002475,0.00018592000000012377
partition,phiusiil,s2,xgb,r08,internal,200,2.2231418000001213,0.05166959999996834,0.026839800000061587,0.00013419900000030793
partition,phiusiil,s2,xgb,r09,internal,200,3.911340399999972,0.09038609999993241,0.043437999999923704,0.00021718999999961852
partition,phiusiil,s3,lr,r00,external_common,200,0.007844400000067253,0.00294779999990169,0.01009169999997539,5.045849999987695e-05
partition,phiusiil,s3,lr,r00,internal,200,0.007844400000067253,0.00294779999990169,0.008542300000044634,4.271150000022317e-05
partition,phiusiil,s3,lr,r01,external_common,200,8.621670700000095,0.0027660000000651053,0.011114399999996749,5.5571999999983746e-05
partition,phiusiil,s3,lr,r01,internal,200,8.621670700000095,0.0027660000000651053,0.009460600000011254,4.7303000000056274e-05
partition,phiusiil,s3,lr,r02,external_common,200,9.499992999999904,0.004020699999955468,0.008008199999949284,4.004099999974642e-05
partition,phiusiil,s3,lr,r02,internal,200,9.499992999999904,0.004020699999955468,0.009292899999991278,4.646449999995639e-05
partition,phiusiil,s3,lr,r03,external_common,200,7.668174200000067,0.0025595000001885637,0.008903899999950227,4.4519499999751135e-05
partition,phiusiil,s3,lr,r03,internal,200,7.668174200000067,0.0025595000001885637,0.006410499999901731,3.205249999950865e-05
partition,phiusiil,s3,lr,r04,external_common,200,8.38481569999999,0.0018506999999772233,0.004939499999863983,2.4697499999319916e-05
partition,phiusiil,s3,lr,r04,internal,200,8.38481569999999,0.0018506999999772233,0.006625099999837403,3.312549999918701e-05
partition,phiusiil,s3,lr,r05,external_common,200,6.795567699999992,0.0020205999999234336,0.0058016000000407075,2.9008000000203536e-05
partition,phiusiil,s3,lr,r05,internal,200,6.795567699999992,0.0020205999999234336,0.0049619999999777065,2.4809999999888532e-05
partition,phiusiil,s3,lr,r06,external_common,200,5.0018230000000585,0.0010843000000022585,0.005595500000026732,2.797750000013366e-05
partition,phiusiil,s3,lr,r06,internal,200,5.0018230000000585,0.0010843000000022585,0.00788509999983944,3.94254999991972e-05
partition,phiusiil,s3,lr,r07,external_common,200,5.333944299999985,0.002508300000044983,0.0060283000000254106,3.0141500000127054e-05
partition,phiusiil,s3,lr,r07,internal,200,5.333944299999985,0.002508300000044983,0.006544699999949444,3.272349999974722e-05
partition,phiusiil,s3,lr,r08,external_common,200,4.744672400000127,0.002240600000050108,0.005025299999942945,2.5126499999714723e-05
partition,phiusiil,s3,lr,r08,internal,200,4.744672400000127,0.002240600000050108,0.005559199999879638,2.779599999939819e-05
partition,phiusiil,s3,lr,r09,external_common,200,6.660618599999907,0.0026692999999795575,0.016118099999857805,8.059049999928903e-05
partition,phiusiil,s3,lr,r09,internal,200,6.660618599999907,0.0026692999999795575,0.005216500000187807,2.6082500000939034e-05
partition,phiusiil,s3,rf,r00,external_common,200,0.3662094999999681,0.09239359999992303,36.93675209999992,0.1846837604999996
partition,phiusiil,s3,rf,r00,internal,200,0.3662094999999681,0.09239359999992303,37.63897399999996,0.18819486999999982
partition,phiusiil,s3,rf,r01,external_common,200,24.030050400000164,0.10901029999990897,32.520957799999906,0.16260478899999953
partition,phiusiil,s3,rf,r01,internal,200,24.030050400000164,0.10901029999990897,43.500153700000055,0.21750076850000027
partition,phiusiil,s3,rf,r02,external_common,200,10.811803600000076,0.04090089999999691,31.597453699999733,0.15798726849999867
partition,phiusiil,s3,rf,r02,internal,200,10.811803600000076,0.04090089999999691,34.81617580000011,0.17408087900000055
partition,phiusiil,s3,rf,r03,external_common,200,10.17424600000004,0.04252390000010564,31.310596099999657,0.15655298049999827
partition,phiusiil,s3,rf,r03,internal,200,10.17424600000004,0.04252390000010564,33.99008739999999,0.16995043699999995
partition,phiusiil,s3,rf,r04,external_common,200,9.921008799999981,0.04103079999958936,36.00249150000036,0.1800124575000018
partition,phiusiil,s3,rf,r04,internal,200,9.921008799999981,0.04103079999958936,34.64919289999989,0.17324596449999943
partition,phiusiil,s3,rf,r05,external_common,200,22.12965579999991,0.10782909999988988,39.31890949999979,0.19659454749999894
partition,phiusiil,s3,rf,r05,internal,200,22.12965579999991,0.10782909999988988,45.96970670000019,0.22984853350000095
partition,phiusiil,s3,rf,r06,external_common,200,15.95400410000002,0.05032920000030572,34.586887399999796,0.17293443699999897
partition,phiusiil,s3,rf,r06,internal,200,15.95400410000002,0.05032920000030572,42.163953499999934,0.21081976749999967
partition,phiusiil,s3,rf,r07,external_common,200,11.143665600000077,0.07735670000010941,33.95592940000006,0.16977964700000028
partition,phiusiil,s3,rf,r07,internal,200,11.143665600000077,0.07735670000010941,37.0072169,0.1850360845
partition,phiusiil,s3,rf,r08,external_common,200,10.690308699999605,0.04107380000004923,34.162074900000334,0.17081037450000167
partition,phiusiil,s3,rf,r08,internal,200,10.690308699999605,0.04107380000004923,36.47415789999968,0.1823707894999984
partition,phiusiil,s3,rf,r09,external_common,200,12.3772941000002,0.054721299999982875,35.07422309999993,0.17537111549999962
partition,phiusiil,s3,rf,r09,internal,200,12.3772941000002,0.054721299999982875,38.11219260000007,0.19056096300000036
partition,phiusiil,s3,xgb,r00,external_common,200,0.06446189999996932,0.09642910000002303,0.037865200000396726,0.00018932600000198363
partition,phiusiil,s3,xgb,r00,internal,200,0.06446189999996932,0.09642910000002303,0.04367920000004233,0.00021839600000021165
partition,phiusiil,s3,xgb,r01,external_common,200,2.5697197999998025,0.052348999999594525,0.028950000000349974,0.00014475000000174987
partition,phiusiil,s3,xgb,r01,internal,200,2.5697197999998025,0.052348999999594525,0.02736189999995986,0.0001368094999997993
partition,phiusiil,s3,xgb,r02,external_common,200,2.1381923999997525,0.05303630000025805,0.028586100000211445,0.00014293050000105723
partition,phiusiil,s3,xgb,r02,internal,200,2.1381923999997525,0.05303630000025805,0.0300611999996363,0.0001503059999981815
partition,phiusiil,s3,xgb,r03,external_common,200,2.1862277999998696,0.07793309999988196,0.0390612000001056,0.000195306000000528
partition,phiusiil,s3,xgb,r03,internal,200,2.1862277999998696,0.07793309999988196,0.06282359999977416,0.0003141179999988708
partition,phiusiil,s3,xgb,r04,external_common,200,2.6803399999998874,0.056066500000270025,0.045284499999979744,0.0002264224999998987
partition,phiusiil,s3,xgb,r04,internal,200,2.6803399999998874,0.056066500000270025,0.03259799999977986,0.0001629899999988993
partition,phiusiil,s3,xgb,r05,external_common,200,2.0426285999997162,0.058729200000016135,0.11635979999982737,0.0005817989999991369
partition,phiusiil,s3,xgb,r05,internal,200,2.0426285999997162,0.058729200000016135,0.0420323999996981,0.0002101619999984905
partition,phiusiil,s3,xgb,r06,external_common,200,8.819992300000195,0.07524680000005901,0.049842399999761255,0.00024921199999880625
partition,phiusiil,s3,xgb,r06,internal,200,8.819992300000195,0.07524680000005901,0.04893049999964205,0.00024465249999821025
partition,phiusiil,s3,xgb,r07,external_common,200,5.656161599999905,0.10153179999997519,0.03305790000013076,0.00016528950000065378
partition,phiusiil,s3,xgb,r07,internal,200,5.656161599999905,0.10153179999997519,0.04351730000007592,0.00021758650000037961
partition,phiusiil,s3,xgb,r08,external_common,200,5.496462300000076,0.11870950000002267,0.04039360000024317,0.00020196800000121584
partition,phiusiil,s3,xgb,r08,internal,200,5.496462300000076,0.11870950000002267,0.05574579999984053,0.00027872899999920264
partition,phiusiil,s3,xgb,r09,external_common,200,5.287719999999808,0.07048359999998866,0.04197829999975511,0.00020989149999877554
partition,phiusiil,s3,xgb,r09,internal,200,5.287719999999808,0.07048359999998866,0.04068969999980254,0.00020344849999901271
seed,iscx_url2016_binary,s0,lr,r00,internal,200,0.002372300000160976,0.0011232000001655251,0.00917499999991378,4.58749999995689e-05
seed,iscx_url2016_binary,s0,lr,r01,internal,200,0.15407729999992625,0.001315099999828817,0.007963100000097256,3.9815500000486284e-05
seed,iscx_url2016_binary,s0,lr,r02,internal,200,0.12022799999999734,0.0011151999999583495,0.006640500000003158,3.320250000001579e-05
seed,iscx_url2016_binary,s0,lr,r03,internal,200,0.11533409999992728,0.0008252000000084081,0.009176000000024942,4.588000000012471e-05
seed,iscx_url2016_binary,s0,lr,r04,internal,200,0.1302350999999362,0.00089309999998477,0.005729900000005728,2.8649500000028637e-05
seed,iscx_url2016_binary,s0,lr,r05,internal,200,0.14652840000007927,0.0010323000001335458,0.00607769999987795,3.0388499999389752e-05
seed,iscx_url2016_binary,s0,lr,r06,internal,200,0.12830070000018168,0.0009568999998919026,0.006450200000017503,3.2251000000087515e-05
seed,iscx_url2016_binary,s0,lr,r07,internal,200,0.10438909999993484,0.0007186000000274362,0.004875900000115507,2.4379500000577537e-05
seed,iscx_url2016_binary,s0,lr,r08,internal,200,0.11238570000000436,0.0009158000000297761,0.005003800000167757,2.501900000083879e-05
seed,iscx_url2016_binary,s0,lr,r09,internal,200,0.157068499999923,0.0012084999998478452,0.006544699999949444,3.272349999974722e-05
seed,iscx_url2016_binary,s0,rf,r00,internal,200,0.0849898999999823,0.019831600000088656,3.544427799999994,0.01772213899999997
seed,iscx_url2016_binary,s0,rf,r01,internal,200,1.398563299999978,0.013766700000132914,3.5851606999999603,0.017925803499999803
seed,iscx_url2016_binary,s0,rf,r02,internal,200,1.569588500000009,0.016902799999797935,3.9725509999998394,0.019862754999999198
seed,iscx_url2016_binary,s0,rf,r03,internal,200,1.5769975999999133,0.016951100000142105,3.272273000000041,0.016361365000000204
seed,iscx_url2016_binary,s0,rf,r04,internal,200,1.4812062999999398,0.0101548999998613,3.225388900000098,0.01612694450000049
seed,iscx_url2016_binary,s0,rf,r05,internal,200,1.4676710999999614,0.01445689999991373,3.482700300000033,0.017413501500000164
seed,iscx_url2016_binary,s0,rf,r06,internal,200,1.6061284999998406,0.016307500000039,3.61331569999993,0.01806657849999965
seed,iscx_url2016_binary,s0,rf,r07,internal,200,1.3601753999998891,0.011782799999991767,3.4481762000000344,0.017240881000000173
seed,iscx_url2016_binary,s0,rf,r08,internal,200,1.4425381000000925,0.012365300000055868,3.6842710999999326,0.018421355499999664
seed,iscx_url2016_binary,s0,rf,r09,internal,200,1.4046568999999636,0.013196900000139067,3.323759099999961,0.016618795499999804
seed,iscx_url2016_binary,s0,xgb,r00,internal,200,0.009002000000009502,0.04171590000009928,0.025503000000071552,0.00012751500000035776
seed,iscx_url2016_binary,s0,xgb,r01,internal,200,0.7737173000000439,0.047169899999971676,0.026883300000008603,0.00013441650000004302
seed,iscx_url2016_binary,s0,xgb,r02,internal,200,0.4636316999999508,0.04605509999987589,0.03220329999999194,0.0001610164999999597
seed,iscx_url2016_binary,s0,xgb,r03,internal,200,0.7396367999999711,0.04617720000010195,0.04284980000011274,0.0002142490000005637
seed,iscx_url2016_binary,s0,xgb,r04,internal,200,0.752994899999976,0.04224279999993996,0.02907140000002073,0.00014535700000010366
seed,iscx_url2016_binary,s0,xgb,r05,internal,200,0.6231921999999486,0.05238340000005337,0.03764769999997952,0.0001882384999998976
seed,iscx_url2016_binary,s0,xgb,r06,internal,200,0.8142737999999099,0.05353999999988446,0.03275220000000445,0.00016376100000002226
seed,iscx_url2016_binary,s0,xgb,r07,internal,200,0.9559377000000495,0.046133499999996275,0.037726500000189844,0.00018863250000094922
seed,iscx_url2016_binary,s0,xgb,r08,internal,200,0.9691230999999334,0.04755070000010164,0.03292939999982991,0.00016464699999914955
seed,iscx_url2016_binary,s0,xgb,r09,internal,200,0.8000190999998722,0.05002759999979389,0.04074420000006285,0.00020372100000031423
seed,iscx_url2016_binary,s3,lr,r00,internal,200,0.003010800000083691,0.0014962999998715532,0.013333300000113013,6.666650000056507e-05
seed,iscx_url2016_binary,s3,lr,r01,internal,200,0.3554151999999249,0.0009270999998989282,0.005095199999914257,2.5475999999571288e-05
seed,iscx_url2016_binary,s3,lr,r02,internal,200,0.17851250000012442,0.0007804999997915729,0.004771900000150708,2.385950000075354e-05
seed,iscx_url2016_binary,s3,lr,r03,internal,200,0.14928820000000087,0.0009356999998999527,0.006938300000001618,3.469150000000809e-05
seed,iscx_url2016_binary,s3,lr,r04,internal,200,0.15224479999983487,0.0007190999999693304,0.005835700000034194,2.917850000017097e-05
seed,iscx_url2016_binary,s3,lr,r05,internal,200,0.16171670000017002,0.0007186999998793908,0.005663300000151139,2.8316500000755695e-05
seed,iscx_url2016_binary,s3,lr,r06,internal,200,0.13673420000009173,0.0009833999999955267,0.005547599999999875,2.7737999999999374e-05
seed,iscx_url2016_binary,s3,lr,r07,internal,200,0.14624619999995048,0.001420400000142763,0.007186300000057599,3.5931500000288e-05
seed,iscx_url2016_binary,s3,lr,r08,internal,200,0.11544419999995625,0.001226000000087879,0.004625199999964025,2.3125999999820123e-05
seed,iscx_url2016_binary,s3,lr,r09,internal,200,0.22419110000009823,0.00121820000003936,0.012306600000101753,6.153300000050877e-05
seed,iscx_url2016_binary,s3,rf,r00,internal,200,0.11582419999990634,0.016761999999971522,3.8560156999999435,0.019280078499999718
seed,iscx_url2016_binary,s3,rf,r01,internal,200,2.0117067999999563,0.01479990000007092,4.459293399999979,0.022296466999999893
seed,iscx_url2016_binary,s3,rf,r02,internal,200,2.5690364000001864,0.02049130000000332,4.006456200000002,0.020032281000000013
seed,iscx_url2016_binary,s3,rf,r03,internal,200,2.202048599999898,0.018025900000111506,4.043800200000078,0.02021900100000039
seed,iscx_url2016_binary,s3,rf,r04,internal,200,2.29427429999987,0.016142299999955867,3.6960891000001084,0.018480445500000543
seed,iscx_url2016_binary,s3,rf,r05,internal,200,1.9181519000001117,0.01327409999998963,3.670483000000104,0.01835241500000052
seed,iscx_url2016_binary,s3,rf,r06,internal,200,2.36050350000005,0.016687600000068414,3.6583780000000843,0.01829189000000042
seed,iscx_url2016_binary,s3,rf,r07,internal,200,2.230539800000088,0.009871999999859327,3.421177700000044,0.017105888500000218
seed,iscx_url2016_binary,s3,rf,r08,internal,200,2.4627459999999246,0.010923800000000483,3.3758834000000206,0.016879417000000105
seed,iscx_url2016_binary,s3,rf,r09,internal,200,1.6727556999999251,0.010823399999935646,3.478162399999974,0.01739081199999987
seed,iscx_url2016_binary,s3,xgb,r00,internal,200,0.00967809999997371,0.03952830000002905,0.02585300000009738,0.0001292650000004869
seed,iscx_url2016_binary,s3,xgb,r01,internal,200,0.39876619999995455,0.04180299999984527,0.029081899999937377,0.00014540949999968688
seed,iscx_url2016_binary,s3,xgb,r02,internal,200,0.41879020000010314,0.04187000000001717,0.027280199999950128,0.00013640099999975063
seed,iscx_url2016_binary,s3,xgb,r03,internal,200,0.3629284999999527,0.03552910000007614,0.027074000000084197,0.000135370000000421
seed,iscx_url2016_binary,s3,xgb,r04,internal,200,0.3592373999999836,0.03914629999985664,0.02753020000000106,0.00013765100000000529
seed,iscx_url2016_binary,s3,xgb,r05,internal,200,0.34617950000006203,0.03702870000006442,0.02488949999997203,0.00012444749999986017
seed,iscx_url2016_binary,s3,xgb,r06,internal,200,0.4486991000001126,0.03516229999991083,0.026624800000035975,0.00013312400000017988
seed,iscx_url2016_binary,s3,xgb,r07,internal,200,0.3801667999998699,0.04634140000007392,0.03532380000001467,0.00017661900000007336
seed,iscx_url2016_binary,s3,xgb,r08,internal,200,0.5472615999999562,0.039726299999983894,0.02737089999982345,0.00013685449999911725
seed,iscx_url2016_binary,s3,xgb,r09,internal,200,0.37346769999999196,0.03338589999998476,0.02636579999989408,0.0001318289999994704
seed,phiusiil,s0,lr,r00,internal,200,0.002577399999999841,0.004607899999999887,0.006823300000000643,3.4116500000003216e-05
seed,phiusiil,s0,lr,r01,internal,200,3.6356691000000003,0.0008183999999999969,0.008263099999998857,4.131549999999429e-05
seed,phiusiil,s0,lr,r02,internal,200,3.8497292000000005,0.001314199999999488,0.004564099999999627,2.2820499999998133e-05
seed,phiusiil,s0,lr,r03,internal,200,3.6001563,0.0006801999999979103,0.004913400000003065,2.4567000000015325e-05
seed,phiusiil,s0,lr,r04,internal,200,3.7074619999999996,0.0007124999999987836,0.004634999999996836,2.3174999999984182e-05
seed,phiusiil,s0,lr,r05,internal,200,3.685485100000001,0.0007428999999987695,0.0047867999999979816,2.393399999998991e-05
seed,phiusiil,s0,lr,r06,internal,200,3.6720293999999996,0.0007350999999999885,0.004419300000002124,2.2096500000010623e-05
seed,phiusiil,s0,lr,r07,internal,200,3.6808911,0.0007697999999933813,0.004674300000004905,2.3371500000024525e-05
seed,phiusiil,s0,lr,r08,internal,200,3.6649116999999976,0.0015193999999993935,0.004312299999995162,2.156149999997581e-05
seed,phiusiil,s0,lr,r09,internal,200,3.6227864999999966,0.0007641999999989935,0.004720499999997685,2.3602499999988426e-05
seed,phiusiil,s0,rf,r00,internal,200,0.6789365000000007,0.1662965000000014,45.9777573,0.2298887865
seed,phiusiil,s0,rf,r01,internal,200,9.980469499999998,0.047758000000001744,38.15165929999999,0.19075829649999995
seed,phiusiil,s0,rf,r02,internal,200,11.5817543,0.06254360000001213,39.3758081,0.1968790405
seed,phiusiil,s0,rf,r03,internal,200,11.76456379999999,0.052230199999996785,40.67683020000001,0.20338415100000007
seed,phiusiil,s0,rf,r04,internal,200,11.716923400000013,0.04735690000001114,39.59619549999999,0.19798097749999996
seed,phiusiil,s0,rf,r05,internal,200,12.401749699999982,0.06416150000001153,41.09844820000001,0.20549224100000005
seed,phiusiil,s0,rf,r06,internal,200,11.774397300000032,0.05929079999998521,40.48734430000002,0.20243672150000008
seed,phiusiil,s0,rf,r07,internal,200,11.050475600000027,0.049688300000013896,39.85830729999998,0.1992915364999999
seed,phiusiil,s0,rf,r08,internal,200,11.458453200000008,0.05625320000001466,38.36237510000001,0.19181187550000003
seed,phiusiil,s0,rf,r09,internal,200,10.200670899999977,0.051589700000022276,39.08086689999999,0.19540433449999994
seed,phiusiil,s0,xgb,r00,internal,200,0.40171030000000485,0.10683389999999804,0.10132340000000539,0.000506617000000027
seed,phiusiil,s0,xgb,r01,internal,200,1.6253468000001021,0.03830840000000535,0.02883970000004865,0.00014419850000024325
seed,phiusiil,s0,xgb,r02,internal,200,1.396931699999982,0.049572299999908864,0.02619249999997919,0.00013096249999989596
seed,phiusiil,s0,xgb,r03,internal,200,1.5004837999999836,0.045975099999964186,0.025708300000019335,0.00012854150000009667
seed,phiusiil,s0,xgb,r04,internal,200,1.4985014999999748,0.04521269999997912,0.025986800000055155,0.00012993400000027577
seed,phiusiil,s0,xgb,r05,internal,200,2.6839524000000665,0.045195599999942715,0.03070649999995112,0.0001535324999997556
seed,phiusiil,s0,xgb,r06,internal,200,2.2441036999999824,0.047058400000082656,0.031198499999959495,0.00015599249999979749
seed,phiusiil,s0,xgb,r07,internal,200,1.9369424999999865,0.05764599999997699,0.040556000000037784,0.00020278000000018893
seed,phiusiil,s0,xgb,r08,internal,200,10.832088099999964,0.08661630000005971,0.05553480000003219,0.00027767400000016095
seed,phiusiil,s0,xgb,r09,internal,200,8.390364200000022,0.10151350000001003,0.07025190000001658,0.0003512595000000829
seed,phiusiil,s3,lr,r00,internal,200,0.008940199999983633,0.0034474999999929423,0.010042399999974805,5.021199999987402e-05
seed,phiusiil,s3,lr,r01,internal,200,13.1808635000001,0.002117399999974623,0.01608140000007552,8.040700000037759e-05
seed,phiusiil,s3,lr,r02,internal,200,9.517778999999905,0.0015016000000969143,0.006480999999894266,3.240499999947133e-05
seed,phiusiil,s3,lr,r03,internal,200,7.580399199999988,0.0008811999999807085,0.006554299999947943,3.277149999973972e-05
seed,phiusiil,s3,lr,r04,internal,200,8.06750169999998,0.0016395999999758715,0.005474600000070495,2.7373000000352478e-05
seed,phiusiil,s3,lr,r05,internal,200,7.922350999999935,0.0014072000000169282,0.006201099999998405,3.1005499999992024e-05
seed,phiusiil,s3,lr,r06,internal,200,7.758849199999986,0.0014098999999987427,0.00504640000008294,2.52320000004147e-05
seed,phiusiil,s3,lr,r07,internal,200,7.119433299999969,0.0012484999999742286,0.005003699999974742,2.5018499999873712e-05
seed,phiusiil,s3,lr,r08,internal,200,7.038936699999908,0.0015472000000045227,0.007168200000023717,3.584100000011858e-05
seed,phiusiil,s3,lr,r09,internal,200,6.494630500000085,0.0014151999999967302,0.0052059999999301,2.60299999996505e-05
seed,phiusiil,s3,rf,r00,internal,200,0.3748041999999714,0.08328030000006947,36.54118540000002,0.1827059270000001
seed,phiusiil,s3,rf,r01,internal,200,15.057089000000019,0.054774000000065826,54.12532060000001,0.270626603
seed,phiusiil,s3,rf,r02,internal,200,32.97903540000004,0.23949879999997847,58.409287099999915,0.2920464354999996
seed,phiusiil,s3,rf,r03,internal,200,32.952994200000035,0.2009354000000485,38.85675759999992,0.19428378799999962
seed,phiusiil,s3,rf,r04,internal,200,11.80289730000004,0.04311870000003637,39.87305049999998,0.1993652524999999
seed,phiusiil,s3,rf,r05,internal,200,14.185307200000011,0.047461699999985285,38.75132759999997,0.19375663799999984
seed,phiusiil,s3,rf,r06,internal,200,10.485614400000031,0.04012009999996735,37.247839099999965,0.18623919549999982
seed,phiusiil,s3,rf,r07,internal,200,11.756245900000067,0.041106700000000274,43.23383620000004,0.2161691810000002
seed,phiusiil,s3,rf,r08,internal,200,27.620225199999823,0.14293099999986225,51.43482919999997,0.2571741459999998
seed,phiusiil,s3,rf,r09,internal,200,27.579689500000086,0.061144999999896754,41.61779610000008,0.20808898050000038
seed,phiusiil,s3,xgb,r00,internal,200,0.01129199999991215,0.04947179999999207,0.033932199999981094,0.00016966099999990547
seed,phiusiil,s3,xgb,r01,internal,200,1.675880300000017,0.04389680000008411,0.029761500000176966,0.00014880750000088484
seed,phiusiil,s3,xgb,r02,internal,200,1.9300393999999415,0.054357600000003004,0.032284300000128496,0.00016142150000064248
seed,phiusiil,s3,xgb,r03,internal,200,2.437472800000023,0.04835559999992256,0.029585800000177187,0.00014792900000088594
seed,phiusiil,s3,xgb,r04,internal,200,1.3747266000000309,0.05401340000003074,0.027687399999877016,0.00013843699999938508
seed,phiusiil,s3,xgb,r05,internal,200,1.5654480000000603,0.044354100000191465,0.03252470000006724,0.0001626235000003362
seed,phiusiil,s3,xgb,r06,internal,200,1.9483069000000341,0.04785289999995257,0.04710179999983666,0.00023550899999918328
seed,phiusiil,s3,xgb,r07,internal,200,1.620308199999954,0.055507299999817405,0.0486894000000575,0.00024344700000028752
seed,phiusiil,s3,xgb,r08,internal,200,1.8600738000000092,0.049679299999979776,0.03391729999998461,0.00016958649999992303
seed,phiusiil,s3,xgb,r09,internal,200,1.9188358999999764,0.0528686000000107,0.02723739999987629,0.00013618699999938145
