estimand,dataset,scenario,model,left_run,right_run,comparison,top10_jaccard,top15_jaccard,top20_jaccard,rank_spearman,direction_agreement_all,direction_agreement_top20_union
partition,iscx_url2016_binary,s0,lr,r04,r09,r04_vs_r09,0.8181818181818182,0.875,0.7391304347826086,0.9394957983193277,0.8285714285714286,0.9130434782608695
partition,iscx_url2016_binary,s0,lr,r05,r06,r05_vs_r06,1.0,0.875,0.7391304347826086,0.9282913165266107,0.9428571428571428,1.0
partition,iscx_url2016_binary,s0,lr,r05,r07,r05_vs_r07,1.0,0.875,0.8181818181818182,0.953501400560224,0.9142857142857143,1.0
partition,iscx_url2016_binary,s0,lr,r05,r08,r05_vs_r08,1.0,0.875,0.7391304347826086,0.9176470588235294,0.8857142857142857,0.9565217391304348
partition,iscx_url2016_binary,s0,lr,r05,r09,r05_vs_r09,0.8181818181818182,0.875,0.7391304347826086,0.9274509803921569,0.8571428571428571,0.9130434782608695
partition,iscx_url2016_binary,s0,lr,r06,r07,r06_vs_r07,1.0,1.0,0.9047619047619048,0.9747899159663865,0.8571428571428571,1.0
partition,iscx_url2016_binary,s0,lr,r06,r08,r06_vs_r08,1.0,1.0,0.9047619047619048,0.9817927170868348,0.9428571428571428,1.0
partition,iscx_url2016_binary,s0,lr,r06,r09,r06_vs_r09,0.8181818181818182,0.875,0.9047619047619048,0.9767507002801121,0.8571428571428571,1.0
partition,iscx_url2016_binary,s0,lr,r07,r08,r07_vs_r08,1.0,1.0,0.9047619047619048,0.9767507002801121,0.8,1.0
partition,iscx_url2016_binary,s0,lr,r07,r09,r07_vs_r09,0.8181818181818182,0.875,0.9047619047619048,0.9719887955182074,0.8285714285714286,1.0
partition,iscx_url2016_binary,s0,lr,r08,r09,r08_vs_r09,0.8181818181818182,0.875,0.9047619047619048,0.9711484593837536,0.9142857142857143,1.0
partition,iscx_url2016_binary,s0,rf,r00,r01,r00_vs_r01,1.0,1.0,1.0,0.9899159663865545,0.8857142857142857,0.95
partition,iscx_url2016_binary,s0,rf,r00,r02,r00_vs_r02,0.8181818181818182,0.875,1.0,0.9767507002801121,0.9428571428571428,1.0
partition,iscx_url2016_binary,s0,rf,r00,r03,r00_vs_r03,0.8181818181818182,1.0,1.0,0.973669467787115,0.9142857142857143,1.0
partition,iscx_url2016_binary,s0,rf,r00,r04,r00_vs_r04,0.8181818181818182,1.0,1.0,0.9803921568627451,0.9714285714285714,1.0
partition,iscx_url2016_binary,s0,rf,r00,r05,r00_vs_r05,1.0,0.875,1.0,0.9806722689075631,0.9428571428571428,1.0
partition,iscx_url2016_binary,s0,rf,r00,r06,r00_vs_r06,1.0,0.875,1.0,0.9840336134453783,0.9142857142857143,0.95
partition,iscx_url2016_binary,s0,rf,r00,r07,r00_vs_r07,0.8181818181818182,0.875,1.0,0.9803921568627451,0.9142857142857143,1.0
partition,iscx_url2016_binary,s0,rf,r00,r08,r00_vs_r08,1.0,0.875,1.0,0.9717086834733893,0.9428571428571428,1.0
partition,iscx_url2016_binary,s0,rf,r00,r09,r00_vs_r09,0.8181818181818182,0.875,1.0,0.9848739495798319,0.8857142857142857,1.0
partition,iscx_url2016_binary,s0,rf,r01,r02,r01_vs_r02,0.8181818181818182,0.875,1.0,0.9745098039215688,0.8857142857142857,0.95
partition,iscx_url2016_binary,s0,rf,r01,r03,r01_vs_r03,0.8181818181818182,1.0,1.0,0.9742296918767508,0.9142857142857143,0.95
partition,iscx_url2016_binary,s0,rf,r01,r04,r01_vs_r04,0.8181818181818182,1.0,1.0,0.9759103641456583,0.9142857142857143,0.95
partition,iscx_url2016_binary,s0,rf,r01,r05,r01_vs_r05,1.0,0.875,1.0,0.9787114845938377,0.9428571428571428,0.95
partition,iscx_url2016_binary,s0,rf,r01,r06,r01_vs_r06,1.0,0.875,1.0,0.9837535014005604,0.9714285714285714,1.0
partition,iscx_url2016_binary,s0,rf,r01,r07,r01_vs_r07,0.8181818181818182,0.875,1.0,0.9815126050420169,0.9142857142857143,0.95
partition,iscx_url2016_binary,s0,rf,r01,r08,r01_vs_r08,1.0,0.875,1.0,0.9663865546218489,0.8857142857142857,0.95
partition,iscx_url2016_binary,s0,rf,r01,r09,r01_vs_r09,0.8181818181818182,0.875,1.0,0.9812324929971991,0.9428571428571428,0.95
partition,iscx_url2016_binary,s0,rf,r02,r03,r02_vs_r03,0.6666666666666666,0.875,1.0,0.9899159663865545,0.9714285714285714,1.0
partition,iscx_url2016_binary,s0,rf,r02,r04,r02_vs_r04,0.8181818181818182,0.875,1.0,0.9890756302521008,0.9142857142857143,1.0
partition,iscx_url2016_binary,s0,rf,r02,r05,r02_vs_r05,0.8181818181818182,0.875,1.0,0.9910364145658265,0.9428571428571428,1.0
partition,iscx_url2016_binary,s0,rf,r02,r06,r02_vs_r06,0.8181818181818182,0.875,1.0,0.9899159663865545,0.9142857142857143,0.95
partition,iscx_url2016_binary,s0,rf,r02,r07,r02_vs_r07,0.8181818181818182,1.0,1.0,0.9890756302521008,0.9142857142857143,1.0
partition,iscx_url2016_binary,s0,rf,r02,r08,r02_vs_r08,0.8181818181818182,1.0,1.0,0.9879551820728292,1.0,1.0
partition,iscx_url2016_binary,s0,rf,r02,r09,r02_vs_r09,0.8181818181818182,0.875,1.0,0.9865546218487397,0.9428571428571428,1.0
partition,iscx_url2016_binary,s0,rf,r03,r04,r03_vs_r04,0.8181818181818182,1.0,1.0,0.9941176470588236,0.9428571428571428,1.0
partition,iscx_url2016_binary,s0,rf,r03,r05,r03_vs_r05,0.8181818181818182,0.875,1.0,0.9943977591036416,0.9142857142857143,1.0
partition,iscx_url2016_binary,s0,rf,r03,r06,r03_vs_r06,0.8181818181818182,0.875,1.0,0.9862745098039217,0.8857142857142857,0.95
partition,iscx_url2016_binary,s0,rf,r03,r07,r03_vs_r07,0.8181818181818182,0.875,1.0,0.9913165266106445,0.9428571428571428,1.0
partition,iscx_url2016_binary,s0,rf,r03,r08,r03_vs_r08,0.8181818181818182,0.875,1.0,0.9854341736694678,0.9714285714285714,1.0
partition,iscx_url2016_binary,s0,rf,r03,r09,r03_vs_r09,0.8181818181818182,0.875,1.0,0.9854341736694678,0.9714285714285714,1.0
partition,iscx_url2016_binary,s0,rf,r04,r05,r04_vs_r05,0.8181818181818182,0.875,1.0,0.9974789915966387,0.9142857142857143,1.0
partition,iscx_url2016_binary,s0,rf,r04,r06,r04_vs_r06,0.8181818181818182,0.875,1.0,0.9868347338935575,0.8857142857142857,0.95
partition,iscx_url2016_binary,s0,rf,r04,r07,r04_vs_r07,0.6666666666666666,0.875,1.0,0.9910364145658265,0.9428571428571428,1.0
partition,iscx_url2016_binary,s0,rf,r04,r08,r04_vs_r08,0.8181818181818182,0.875,1.0,0.9871148459383754,0.9142857142857143,1.0
partition,iscx_url2016_binary,s0,rf,r04,r09,r04_vs_r09,0.6666666666666666,0.875,1.0,0.9876750700280112,0.9142857142857143,1.0
partition,iscx_url2016_binary,s0,rf,r05,r06,r05_vs_r06,1.0,1.0,1.0,0.9910364145658265,0.9714285714285714,0.95
partition,iscx_url2016_binary,s0,rf,r05,r07,r05_vs_r07,0.8181818181818182,0.875,1.0,0.9943977591036416,0.9142857142857143,1.0
partition,iscx_url2016_binary,s0,rf,r05,r08,r05_vs_r08,1.0,0.875,1.0,0.9918767507002803,0.9428571428571428,1.0
partition,iscx_url2016_binary,s0,rf,r05,r09,r05_vs_r09,0.8181818181818182,1.0,1.0,0.9915966386554622,0.9428571428571428,1.0
partition,iscx_url2016_binary,s0,rf,r06,r07,r06_vs_r07,0.8181818181818182,0.875,1.0,0.9932773109243699,0.8857142857142857,0.95
partition,iscx_url2016_binary,s0,rf,r06,r08,r06_vs_r08,1.0,0.875,1.0,0.9837535014005604,0.9142857142857143,0.95
partition,iscx_url2016_binary,s0,rf,r06,r09,r06_vs_r09,0.8181818181818182,1.0,1.0,0.9826330532212886,0.9142857142857143,0.95
partition,iscx_url2016_binary,s0,rf,r07,r08,r07_vs_r08,0.8181818181818182,1.0,1.0,0.9907563025210085,0.9142857142857143,1.0
partition,iscx_url2016_binary,s0,rf,r07,r09,r07_vs_r09,1.0,0.875,1.0,0.9896358543417367,0.9142857142857143,1.0
partition,iscx_url2016_binary,s0,rf,r08,r09,r08_vs_r09,0.8181818181818182,0.875,1.0,0.9879551820728292,0.9428571428571428,1.0
partition,iscx_url2016_binary,s0,xgb,r00,r01,r00_vs_r01,0.8181818181818182,0.875,0.8181818181818182,0.9691364128482216,0.7714285714285715,0.8636363636363636
partition,iscx_url2016_binary,s0,xgb,r00,r02,r00_vs_r02,0.8181818181818182,0.7647058823529411,0.9047619047619048,0.9678598874385981,0.9142857142857143,0.9047619047619048
partition,iscx_url2016_binary,s0,xgb,r00,r03,r00_vs_r03,0.8181818181818182,0.875,0.9047619047619048,0.9677334938950538,0.8857142857142857,0.9523809523809523
partition,iscx_url2016_binary,s0,xgb,r00,r04,r00_vs_r04,0.6666666666666666,0.875,0.8181818181818182,0.973876404494382,0.8571428571428571,0.9090909090909091
partition,iscx_url2016_binary,s0,xgb,r00,r05,r00_vs_r05,0.8181818181818182,0.875,0.9047619047619048,0.9754388366731812,0.8,0.8571428571428571
partition,iscx_url2016_binary,s0,xgb,r00,r06,r00_vs_r06,0.8181818181818182,0.7647058823529411,0.9047619047619048,0.9657694073606191,0.7714285714285715,0.8571428571428571
partition,iscx_url2016_binary,s0,xgb,r00,r07,r00_vs_r07,0.8181818181818182,0.875,0.8181818181818182,0.9760002403201874,0.8285714285714286,0.8636363636363636
partition,iscx_url2016_binary,s0,xgb,r00,r08,r00_vs_r08,0.6666666666666666,0.7647058823529411,0.9047619047619048,0.9726318184381504,0.8857142857142857,0.9047619047619048
partition,iscx_url2016_binary,s0,xgb,r00,r09,r00_vs_r09,0.8181818181818182,0.875,0.9047619047619048,0.974877433026175,0.8571428571428571,0.9047619047619048
partition,iscx_url2016_binary,s0,xgb,r01,r02,r01_vs_r02,1.0,0.7647058823529411,0.7391304347826086,0.963129203366035,0.8571428571428571,0.9130434782608695
partition,iscx_url2016_binary,s0,xgb,r01,r03,r01_vs_r03,1.0,0.7647058823529411,0.7391304347826086,0.9621636771300448,0.8285714285714286,0.8695652173913043
partition,iscx_url2016_binary,s0,xgb,r01,r04,r01_vs_r04,0.8181818181818182,0.7647058823529411,0.8181818181818182,0.9638053208261845,0.9142857142857143,0.9090909090909091
partition,iscx_url2016_binary,s0,xgb,r01,r05,r01_vs_r05,1.0,0.875,0.7391304347826086,0.9667742338300112,0.8571428571428571,0.9130434782608695
partition,iscx_url2016_binary,s0,xgb,r01,r06,r01_vs_r06,1.0,0.7647058823529411,0.8181818181818182,0.9694506726457399,0.8857142857142857,1.0
partition,iscx_url2016_binary,s0,xgb,r01,r07,r01_vs_r07,1.0,0.7647058823529411,0.8181818181818182,0.9646713316392557,0.8857142857142857,0.9545454545454546
partition,iscx_url2016_binary,s0,xgb,r01,r08,r01_vs_r08,0.8181818181818182,0.875,0.8181818181818182,0.975746616510568,0.7714285714285715,0.9545454545454546
partition,iscx_url2016_binary,s0,xgb,r01,r09,r01_vs_r09,1.0,1.0,0.7391304347826086,0.9642507512011046,0.8571428571428571,0.9130434782608695
partition,iscx_url2016_binary,s0,xgb,r02,r03,r02_vs_r03,1.0,0.875,1.0,0.9709800382115223,0.9142857142857143,0.95
partition,iscx_url2016_binary,s0,xgb,r02,r04,r02_vs_r04,0.8181818181818182,0.875,0.9047619047619048,0.9740353275556658,0.9428571428571428,1.0
partition,iscx_url2016_binary,s0,xgb,r02,r05,r02_vs_r05,1.0,0.875,1.0,0.9803646563814868,0.8857142857142857,0.95
partition,iscx_url2016_binary,s0,xgb,r02,r06,r02_vs_r06,1.0,0.7647058823529411,0.8181818181818182,0.9507921771802692,0.8,0.9090909090909091
partition,iscx_url2016_binary,s0,xgb,r02,r07,r02_vs_r07,1.0,0.7647058823529411,0.9047619047619048,0.959537166900421,0.8571428571428571,0.9523809523809523
partition,iscx_url2016_binary,s0,xgb,r02,r08,r02_vs_r08,0.8181818181818182,0.7647058823529411,0.9047619047619048,0.9837307152875178,0.9142857142857143,1.0
partition,iscx_url2016_binary,s0,xgb,r02,r09,r02_vs_r09,1.0,0.7647058823529411,1.0,0.9786816269284714,0.9428571428571428,1.0
partition,iscx_url2016_binary,s0,xgb,r03,r04,r03_vs_r04,0.8181818181818182,1.0,0.9047619047619048,0.9767121751953269,0.9142857142857143,0.9523809523809523
partition,iscx_url2016_binary,s0,xgb,r03,r05,r03_vs_r05,1.0,0.875,1.0,0.979111260015777,0.8,0.9
partition,iscx_url2016_binary,s0,xgb,r03,r06,r03_vs_r06,1.0,0.7647058823529411,0.8181818181818182,0.9604820627802692,0.8285714285714286,0.8636363636363636
partition,iscx_url2016_binary,s0,xgb,r03,r07,r03_vs_r07,1.0,0.875,0.9047619047619048,0.9699986838558364,0.8857142857142857,0.9047619047619048
partition,iscx_url2016_binary,s0,xgb,r03,r08,r03_vs_r08,0.8181818181818182,0.7647058823529411,0.9047619047619048,0.9723819730053593,0.8857142857142857,0.9523809523809523
partition,iscx_url2016_binary,s0,xgb,r03,r09,r03_vs_r09,1.0,0.7647058823529411,1.0,0.9864013209437295,0.9142857142857143,0.95
partition,iscx_url2016_binary,s0,xgb,r04,r05,r04_vs_r05,0.8181818181818182,0.875,0.9047619047619048,0.974877433026175,0.8857142857142857,0.9523809523809523
partition,iscx_url2016_binary,s0,xgb,r04,r06,r04_vs_r06,0.8181818181818182,0.7647058823529411,0.7391304347826086,0.9407974499942348,0.8,0.9130434782608695
partition,iscx_url2016_binary,s0,xgb,r04,r07,r04_vs_r07,0.8181818181818182,0.875,0.8181818181818182,0.9672984837915919,0.8571428571428571,0.9545454545454546
partition,iscx_url2016_binary,s0,xgb,r04,r08,r04_vs_r08,0.8181818181818182,0.7647058823529411,0.9047619047619048,0.9774037494377026,0.8571428571428571,1.0
partition,iscx_url2016_binary,s0,xgb,r04,r09,r04_vs_r09,0.8181818181818182,0.7647058823529411,0.9047619047619048,0.9804914694962364,0.9428571428571428,1.0
partition,iscx_url2016_binary,s0,xgb,r05,r06,r05_vs_r06,1.0,0.875,0.8181818181818182,0.9737839077991963,0.8,0.9090909090909091
partition,iscx_url2016_binary,s0,xgb,r05,r07,r05_vs_r07,1.0,0.875,0.9047619047619048,0.9662692847124826,0.8,0.9523809523809523
partition,iscx_url2016_binary,s0,xgb,r05,r08,r05_vs_r08,0.8181818181818182,0.875,0.9047619047619048,0.9730715287517534,0.8,0.9523809523809523
partition,iscx_url2016_binary,s0,xgb,r05,r09,r05_vs_r09,1.0,0.875,1.0,0.9851332398316973,0.8857142857142857,0.95
partition,iscx_url2016_binary,s0,xgb,r06,r07,r06_vs_r07,1.0,0.875,0.8181818181818182,0.9512127576184203,0.9428571428571428,0.9545454545454546
partition,iscx_url2016_binary,s0,xgb,r06,r08,r06_vs_r08,0.8181818181818182,0.875,0.8181818181818182,0.964531138159872,0.8285714285714286,0.9545454545454546
partition,iscx_url2016_binary,s0,xgb,r06,r09,r06_vs_r09,1.0,0.7647058823529411,0.8181818181818182,0.956960690273152,0.8571428571428571,0.9090909090909091
partition,iscx_url2016_binary,s0,xgb,r07,r08,r07_vs_r08,0.8181818181818182,0.875,0.8181818181818182,0.9598176718092569,0.8857142857142857,0.9545454545454546
partition,iscx_url2016_binary,s0,xgb,r07,r09,r07_vs_r09,1.0,0.7647058823529411,0.9047619047619048,0.9673913043478263,0.8571428571428571,0.9523809523809523
partition,iscx_url2016_binary,s0,xgb,r08,r09,r08_vs_r09,0.8181818181818182,0.875,0.9047619047619048,0.9809256661991587,0.8571428571428571,1.0
partition,iscx_url2016_binary,s1,lr,r00,r01,r00_vs_r01,0.8181818181818182,0.875,0.9047619047619048,0.969747899159664,0.9428571428571428,1.0
partition,iscx_url2016_binary,s1,lr,r00,r02,r00_vs_r02,1.0,0.875,0.8181818181818182,0.9467787114845939,0.9142857142857143,1.0
partition,iscx_url2016_binary,s1,lr,r00,r03,r00_vs_r03,0.8181818181818182,1.0,0.9047619047619048,0.9792717086834735,0.9714285714285714,1.0
partition,iscx_url2016_binary,s1,lr,r00,r04,r00_vs_r04,0.8181818181818182,0.875,0.8181818181818182,0.973669467787115,0.9142857142857143,1.0
partition,iscx_url2016_binary,s1,lr,r00,r05,r00_vs_r05,0.8181818181818182,0.875,0.9047619047619048,0.9742296918767508,0.9428571428571428,1.0
partition,iscx_url2016_binary,s1,lr,r00,r06,r00_vs_r06,0.8181818181818182,0.875,0.9047619047619048,0.9369003454588508,0.9142857142857143,1.0
partition,iscx_url2016_binary,s1,lr,r00,r07,r00_vs_r07,0.8181818181818182,0.875,0.8181818181818182,0.9526610644257704,0.9714285714285714,0.9545454545454546
partition,iscx_url2016_binary,s1,lr,r00,r08,r00_vs_r08,0.8181818181818182,0.7647058823529411,0.8181818181818182,0.8893557422969187,0.9428571428571428,1.0
partition,iscx_url2016_binary,s1,lr,r00,r09,r00_vs_r09,0.8181818181818182,0.875,0.9047619047619048,0.9764705882352942,0.9714285714285714,1.0
partition,iscx_url2016_binary,s1,lr,r01,r02,r01_vs_r02,0.8181818181818182,0.7647058823529411,0.8181818181818182,0.9571428571428572,0.9142857142857143,1.0
partition,iscx_url2016_binary,s1,lr,r01,r03,r01_vs_r03,1.0,0.875,0.9047619047619048,0.9630252100840336,0.9142857142857143,1.0
partition,iscx_url2016_binary,s1,lr,r01,r04,r01_vs_r04,1.0,0.7647058823529411,0.9047619047619048,0.9658263305322129,0.9142857142857143,1.0
partition,iscx_url2016_binary,s1,lr,r01,r05,r01_vs_r05,1.0,1.0,0.9047619047619048,0.9680672268907564,0.9428571428571428,1.0
partition,iscx_url2016_binary,s1,lr,r01,r06,r01_vs_r06,0.8181818181818182,0.7647058823529411,0.9047619047619048,0.9538483110442179,0.8571428571428571,1.0
partition,iscx_url2016_binary,s1,lr,r01,r07,r01_vs_r07,1.0,0.875,0.8181818181818182,0.9661064425770309,0.9142857142857143,0.9545454545454546
partition,iscx_url2016_binary,s1,lr,r01,r08,r01_vs_r08,1.0,0.875,0.8181818181818182,0.9358543417366947,0.9428571428571428,1.0
partition,iscx_url2016_binary,s1,lr,r01,r09,r01_vs_r09,0.8181818181818182,1.0,0.9047619047619048,0.961904761904762,0.9714285714285714,1.0
partition,iscx_url2016_binary,s1,lr,r02,r03,r02_vs_r03,0.8181818181818182,0.875,0.9047619047619048,0.9644257703081234,0.9428571428571428,1.0
partition,iscx_url2016_binary,s1,lr,r02,r04,r02_vs_r04,0.8181818181818182,1.0,0.9047619047619048,0.9422969187675071,0.8857142857142857,0.9523809523809523
partition,iscx_url2016_binary,s1,lr,r02,r05,r02_vs_r05,0.8181818181818182,0.7647058823529411,0.8181818181818182,0.9450980392156864,0.8571428571428571,0.9545454545454546
partition,iscx_url2016_binary,s1,lr,r02,r06,r02_vs_r06,0.8181818181818182,1.0,0.8181818181818182,0.9759787123870941,0.9428571428571428,1.0
partition,iscx_url2016_binary,s1,lr,r02,r07,r02_vs_r07,0.8181818181818182,0.875,0.9047619047619048,0.9571428571428572,0.9428571428571428,1.0
partition,iscx_url2016_binary,s1,lr,r02,r08,r02_vs_r08,0.8181818181818182,0.7647058823529411,0.8181818181818182,0.9478991596638656,0.9714285714285714,1.0
partition,iscx_url2016_binary,s1,lr,r02,r09,r02_vs_r09,0.8181818181818182,0.7647058823529411,0.8181818181818182,0.9703081232492997,0.8857142857142857,1.0
partition,iscx_url2016_binary,s1,lr,r03,r04,r03_vs_r04,1.0,0.875,0.9047619047619048,0.9669467787114847,0.9428571428571428,1.0
partition,iscx_url2016_binary,s1,lr,r03,r05,r03_vs_r05,1.0,0.875,0.9047619047619048,0.9848739495798319,0.9142857142857143,1.0
partition,iscx_url2016_binary,s1,lr,r03,r06,r03_vs_r06,0.8181818181818182,0.875,0.9047619047619048,0.9586105493078748,0.9428571428571428,1.0
partition,iscx_url2016_binary,s1,lr,r03,r07,r03_vs_r07,1.0,0.875,0.9047619047619048,0.9467787114845939,1.0,1.0
partition,iscx_url2016_binary,s1,lr,r03,r08,r03_vs_r08,1.0,0.7647058823529411,0.8181818181818182,0.919327731092437,0.9142857142857143,1.0
partition,iscx_url2016_binary,s1,lr,r03,r09,r03_vs_r09,0.8181818181818182,0.875,0.9047619047619048,0.9868347338935575,0.9428571428571428,1.0
partition,iscx_url2016_binary,s1,lr,r04,r05,r04_vs_r05,1.0,0.7647058823529411,0.8181818181818182,0.9574229691876752,0.9714285714285714,1.0
partition,iscx_url2016_binary,s1,lr,r04,r06,r04_vs_r06,0.8181818181818182,1.0,0.8181818181818182,0.9343791604957384,0.8857142857142857,1.0
partition,iscx_url2016_binary,s1,lr,r04,r07,r04_vs_r07,1.0,0.875,0.9047619047619048,0.9627450980392158,0.9428571428571428,1.0
partition,iscx_url2016_binary,s1,lr,r04,r08,r04_vs_r08,1.0,0.7647058823529411,0.7391304347826086,0.8960784313725492,0.8571428571428571,0.9565217391304348
partition,iscx_url2016_binary,s1,lr,r04,r09,r04_vs_r09,0.8181818181818182,0.7647058823529411,0.8181818181818182,0.9532212885154063,0.9428571428571428,1.0
partition,iscx_url2016_binary,s1,lr,r05,r06,r05_vs_r06,0.8181818181818182,0.7647058823529411,1.0,0.9516072577436736,0.8571428571428571,1.0
partition,iscx_url2016_binary,s1,lr,r05,r07,r05_vs_r07,1.0,0.875,0.8181818181818182,0.9411764705882355,0.9142857142857143,0.9545454545454546
partition,iscx_url2016_binary,s1,lr,r05,r08,r05_vs_r08,1.0,0.875,0.9047619047619048,0.9240896358543418,0.8857142857142857,0.9523809523809523
partition,iscx_url2016_binary,s1,lr,r05,r09,r05_vs_r09,0.8181818181818182,1.0,1.0,0.9873949579831932,0.9714285714285714,1.0
partition,iscx_url2016_binary,s1,lr,r06,r07,r06_vs_r07,0.8181818181818182,0.875,0.8181818181818182,0.9446039661794723,0.9428571428571428,1.0
partition,iscx_url2016_binary,s1,lr,r06,r08,r06_vs_r08,0.8181818181818182,0.7647058823529411,0.9047619047619048,0.9658939725346443,0.9142857142857143,1.0
partition,iscx_url2016_binary,s1,lr,r06,r09,r06_vs_r09,0.8181818181818182,0.7647058823529411,1.0,0.9664542358597804,0.8857142857142857,1.0
partition,iscx_url2016_binary,s1,lr,r07,r08,r07_vs_r08,1.0,0.7647058823529411,0.7391304347826086,0.919607843137255,0.9142857142857143,0.9565217391304348
partition,iscx_url2016_binary,s1,lr,r07,r09,r07_vs_r09,0.8181818181818182,0.875,0.8181818181818182,0.942577030812325,0.9428571428571428,0.9545454545454546
partition,iscx_url2016_binary,s1,lr,r08,r09,r08_vs_r09,0.8181818181818182,0.875,0.9047619047619048,0.9243697478991598,0.9142857142857143,1.0
partition,iscx_url2016_binary,s1,rf,r00,r01,r00_vs_r01,1.0,0.875,1.0,0.9887247030339406,0.8857142857142857,0.95
partition,iscx_url2016_binary,s1,rf,r00,r02,r00_vs_r02,1.0,0.875,0.9047619047619048,0.9890741000140076,0.9142857142857143,1.0
partition,iscx_url2016_binary,s1,rf,r00,r03,r00_vs_r03,0.6666666666666666,0.875,1.0,0.9848028597579878,0.9428571428571428,1.0
partition,iscx_url2016_binary,s1,rf,r00,r04,r00_vs_r04,0.8181818181818182,1.0,1.0,0.9921557641126207,1.0,1.0
partition,iscx_url2016_binary,s1,rf,r00,r05,r00_vs_r05,0.8181818181818182,1.0,1.0,0.9895650980216447,1.0,1.0
partition,iscx_url2016_binary,s1,rf,r00,r06,r00_vs_r06,0.8181818181818182,0.875,1.0,0.9923664146473251,0.9714285714285714,1.0
partition,iscx_url2016_binary,s1,rf,r00,r07,r00_vs_r07,1.0,0.875,0.9047619047619048,0.991526019659621,1.0,1.0
partition,iscx_url2016_binary,s1,rf,r00,r08,r00_vs_r08,1.0,0.875,0.9047619047619048,0.991806151322189,0.8571428571428571,1.0
partition,iscx_url2016_binary,s1,rf,r00,r09,r00_vs_r09,1.0,0.7647058823529411,0.9047619047619048,0.9853631230831239,0.9428571428571428,0.9523809523809523
partition,iscx_url2016_binary,s1,rf,r01,r02,r01_vs_r02,1.0,0.875,0.9047619047619048,0.9839624647702837,0.9428571428571428,0.9523809523809523
partition,iscx_url2016_binary,s1,rf,r01,r03,r01_vs_r03,0.6666666666666666,1.0,1.0,0.9773109243697479,0.8857142857142857,0.95
partition,iscx_url2016_binary,s1,rf,r01,r04,r01_vs_r04,0.8181818181818182,0.875,1.0,0.9817214114697393,0.8857142857142857,0.95
partition,iscx_url2016_binary,s1,rf,r01,r05,r01_vs_r05,0.8181818181818182,0.875,1.0,0.9843137254901961,0.8857142857142857,0.95
partition,iscx_url2016_binary,s1,rf,r01,r06,r01_vs_r06,0.8181818181818182,0.875,1.0,0.9826330532212886,0.8857142857142857,0.95
partition,iscx_url2016_binary,s1,rf,r01,r07,r01_vs_r07,1.0,1.0,0.9047619047619048,0.9918767507002803,0.8857142857142857,0.9523809523809523
partition,iscx_url2016_binary,s1,rf,r01,r08,r01_vs_r08,1.0,1.0,0.9047619047619048,0.9834733893557424,0.8857142857142857,0.9523809523809523
partition,iscx_url2016_binary,s1,rf,r01,r09,r01_vs_r09,1.0,0.875,0.9047619047619048,0.9896358543417367,0.9428571428571428,1.0
partition,iscx_url2016_binary,s1,rf,r02,r03,r02_vs_r03,0.6666666666666666,0.875,0.9047619047619048,0.9716366716172894,0.9142857142857143,1.0
partition,iscx_url2016_binary,s1,rf,r02,r04,r02_vs_r04,0.8181818181818182,0.875,0.9047619047619048,0.9848718307886258,0.9142857142857143,1.0
partition,iscx_url2016_binary,s1,rf,r02,r05,r02_vs_r05,0.8181818181818182,0.875,0.9047619047619048,0.9820015431323073,0.9142857142857143,1.0
partition,iscx_url2016_binary,s1,rf,r02,r06,r02_vs_r06,0.8181818181818182,1.0,0.9047619047619048,0.9766790415435143,0.9428571428571428,1.0
partition,iscx_url2016_binary,s1,rf,r02,r07,r02_vs_r07,1.0,0.875,0.8181818181818182,0.9783598315189226,0.9142857142857143,1.0
partition,iscx_url2016_binary,s1,rf,r02,r08,r02_vs_r08,1.0,0.875,0.8181818181818182,0.9772393048686503,0.9428571428571428,1.0
partition,iscx_url2016_binary,s1,rf,r02,r09,r02_vs_r09,1.0,0.875,0.8181818181818182,0.9719168032798575,0.9142857142857143,0.9545454545454546
partition,iscx_url2016_binary,s1,rf,r03,r04,r03_vs_r04,0.8181818181818182,0.875,1.0,0.9867637813959641,0.9428571428571428,1.0
partition,iscx_url2016_binary,s1,rf,r03,r05,r03_vs_r05,0.8181818181818182,0.875,1.0,0.9764705882352942,0.9428571428571428,1.0
partition,iscx_url2016_binary,s1,rf,r03,r06,r03_vs_r06,0.8181818181818182,0.875,1.0,0.9803921568627451,0.9142857142857143,1.0
partition,iscx_url2016_binary,s1,rf,r03,r07,r03_vs_r07,0.6666666666666666,1.0,0.9047619047619048,0.9840336134453783,0.9428571428571428,1.0
partition,iscx_url2016_binary,s1,rf,r03,r08,r03_vs_r08,0.6666666666666666,1.0,0.9047619047619048,0.9871148459383754,0.9142857142857143,1.0
partition,iscx_url2016_binary,s1,rf,r03,r09,r03_vs_r09,0.6666666666666666,0.875,0.9047619047619048,0.9719887955182074,0.9428571428571428,0.9523809523809523
partition,iscx_url2016_binary,s1,rf,r04,r05,r04_vs_r05,0.8181818181818182,1.0,1.0,0.9825618064574434,1.0,1.0
partition,iscx_url2016_binary,s1,rf,r04,r06,r04_vs_r06,0.6666666666666666,0.875,1.0,0.9836823331077156,0.9714285714285714,1.0
partition,iscx_url2016_binary,s1,rf,r04,r07,r04_vs_r07,0.8181818181818182,0.875,0.9047619047619048,0.9834022014451476,1.0,1.0
