dataset,model,repetition,comparison,metric,delta
iscx_url2016_binary,rf,r07,f_stable_minus_f_all,fpr,0.24721855553460315
iscx_url2016_binary,rf,r07,f_stable_minus_f_all,roc_auc,-0.0005630686738182789
iscx_url2016_binary,rf,r07,f_stable_minus_f_all,pr_auc,-0.0009598691996417497
iscx_url2016_binary,rf,r07,f_stable_minus_f_all,balanced_accuracy,-0.12394372592783665
iscx_url2016_binary,rf,r07,f_stable_minus_f_single,macro_f1,-0.02345423206949837
iscx_url2016_binary,rf,r07,f_stable_minus_f_single,recall,-0.0006688963210702559
iscx_url2016_binary,rf,r07,f_stable_minus_f_single,fpr,0.030737318498962857
iscx_url2016_binary,rf,r07,f_stable_minus_f_single,roc_auc,-0.0005296427780829838
iscx_url2016_binary,rf,r07,f_stable_minus_f_single,pr_auc,-0.0009431082884737707
iscx_url2016_binary,rf,r07,f_stable_minus_f_single,balanced_accuracy,-0.01570310741001657
iscx_url2016_binary,rf,r08,f_single_minus_f_all,macro_f1,0.0
iscx_url2016_binary,rf,r08,f_single_minus_f_all,recall,0.0
iscx_url2016_binary,rf,r08,f_single_minus_f_all,fpr,0.0
iscx_url2016_binary,rf,r08,f_single_minus_f_all,roc_auc,-9.958289700628953e-07
iscx_url2016_binary,rf,r08,f_single_minus_f_all,pr_auc,-3.4383035711904597e-06
iscx_url2016_binary,rf,r08,f_single_minus_f_all,balanced_accuracy,-1.1102230246251565e-16
iscx_url2016_binary,rf,r08,f_stable_minus_f_all,macro_f1,-0.0017200937798513838
iscx_url2016_binary,rf,r08,f_stable_minus_f_all,recall,-0.005365526492287054
iscx_url2016_binary,rf,r08,f_stable_minus_f_all,fpr,0.0
iscx_url2016_binary,rf,r08,f_stable_minus_f_all,roc_auc,-3.485401396163823e-06
iscx_url2016_binary,rf,r08,f_stable_minus_f_all,pr_auc,-1.2454404283324116e-05
iscx_url2016_binary,rf,r08,f_stable_minus_f_all,balanced_accuracy,-0.0026827632461436934
iscx_url2016_binary,rf,r08,f_stable_minus_f_single,macro_f1,-0.0017200937798513838
iscx_url2016_binary,rf,r08,f_stable_minus_f_single,recall,-0.005365526492287054
iscx_url2016_binary,rf,r08,f_stable_minus_f_single,fpr,0.0
iscx_url2016_binary,rf,r08,f_stable_minus_f_single,roc_auc,-2.4895724261009278e-06
iscx_url2016_binary,rf,r08,f_stable_minus_f_single,pr_auc,-9.016100712133657e-06
iscx_url2016_binary,rf,r08,f_stable_minus_f_single,balanced_accuracy,-0.0026827632461435824
iscx_url2016_binary,rf,r09,f_single_minus_f_all,macro_f1,-0.004529654731678434
iscx_url2016_binary,rf,r09,f_single_minus_f_all,recall,-0.014084507042253502
iscx_url2016_binary,rf,r09,f_single_minus_f_all,fpr,0.0
iscx_url2016_binary,rf,r09,f_single_minus_f_all,roc_auc,6.79653272269709e-05
iscx_url2016_binary,rf,r09,f_single_minus_f_all,pr_auc,3.5384554619710684e-08
iscx_url2016_binary,rf,r09,f_single_minus_f_all,balanced_accuracy,-0.007042253521126862
iscx_url2016_binary,rf,r09,f_stable_minus_f_all,macro_f1,-0.0015047145290951747
iscx_url2016_binary,rf,r09,f_stable_minus_f_all,recall,-0.0046948356807512415
iscx_url2016_binary,rf,r09,f_stable_minus_f_all,fpr,0.0
iscx_url2016_binary,rf,r09,f_stable_minus_f_all,roc_auc,3.2488920157836e-05
iscx_url2016_binary,rf,r09,f_stable_minus_f_all,pr_auc,-3.542227922004315e-05
iscx_url2016_binary,rf,r09,f_stable_minus_f_all,balanced_accuracy,-0.0023474178403757318
iscx_url2016_binary,rf,r09,f_stable_minus_f_single,macro_f1,0.0030249402025832595
iscx_url2016_binary,rf,r09,f_stable_minus_f_single,recall,0.009389671361502261
iscx_url2016_binary,rf,r09,f_stable_minus_f_single,fpr,0.0
iscx_url2016_binary,rf,r09,f_stable_minus_f_single,roc_auc,-3.547640706913491e-05
iscx_url2016_binary,rf,r09,f_stable_minus_f_single,pr_auc,-3.545766377466286e-05
iscx_url2016_binary,rf,r09,f_stable_minus_f_single,balanced_accuracy,0.0046948356807511304
iscx_url2016_binary,xgb,r00,f_single_minus_f_all,macro_f1,-0.00021433208753851574
iscx_url2016_binary,xgb,r00,f_single_minus_f_all,recall,-0.0006706908115360344
iscx_url2016_binary,xgb,r00,f_single_minus_f_all,fpr,0.0
iscx_url2016_binary,xgb,r00,f_single_minus_f_all,roc_auc,2.4895724259899055e-07
iscx_url2016_binary,xgb,r00,f_single_minus_f_all,pr_auc,8.993508373578152e-07
iscx_url2016_binary,xgb,r00,f_single_minus_f_all,balanced_accuracy,-0.00033534540576785066
iscx_url2016_binary,xgb,r00,f_stable_minus_f_all,macro_f1,0.0
iscx_url2016_binary,xgb,r00,f_stable_minus_f_all,recall,-1.1102230246251565e-16
iscx_url2016_binary,xgb,r00,f_stable_minus_f_all,fpr,0.0
iscx_url2016_binary,xgb,r00,f_stable_minus_f_all,roc_auc,2.4895724259899055e-07
iscx_url2016_binary,xgb,r00,f_stable_minus_f_all,pr_auc,8.993508373578152e-07
iscx_url2016_binary,xgb,r00,f_stable_minus_f_all,balanced_accuracy,1.1102230246251565e-16
iscx_url2016_binary,xgb,r00,f_stable_minus_f_single,macro_f1,0.00021433208753851574
iscx_url2016_binary,xgb,r00,f_stable_minus_f_single,recall,0.0006706908115359234
iscx_url2016_binary,xgb,r00,f_stable_minus_f_single,fpr,0.0
iscx_url2016_binary,xgb,r00,f_stable_minus_f_single,roc_auc,0.0
iscx_url2016_binary,xgb,r00,f_stable_minus_f_single,pr_auc,0.0
iscx_url2016_binary,xgb,r00,f_stable_minus_f_single,balanced_accuracy,0.0003353454057679617
iscx_url2016_binary,xgb,r01,f_single_minus_f_all,macro_f1,0.19958265187820734
iscx_url2016_binary,xgb,r01,f_single_minus_f_all,recall,-0.0026755852842808014
iscx_url2016_binary,xgb,r01,f_single_minus_f_all,fpr,-0.23420705261172922
iscx_url2016_binary,xgb,r01,f_single_minus_f_all,roc_auc,0.0005504551282577985
iscx_url2016_binary,xgb,r01,f_single_minus_f_all,pr_auc,0.0009257917072896804
iscx_url2016_binary,xgb,r01,f_single_minus_f_all,balanced_accuracy,0.11576573366372411
iscx_url2016_binary,xgb,r01,f_stable_minus_f_all,macro_f1,-0.06134855644239012
iscx_url2016_binary,xgb,r01,f_stable_minus_f_all,recall,-0.0013377926421402897
iscx_url2016_binary,xgb,r01,f_stable_minus_f_all,fpr,0.08485762775787292
iscx_url2016_binary,xgb,r01,f_stable_minus_f_all,roc_auc,-0.0011374264709127502
iscx_url2016_binary,xgb,r01,f_stable_minus_f_all,pr_auc,-0.0028190522680162644
iscx_url2016_binary,xgb,r01,f_stable_minus_f_all,balanced_accuracy,-0.043097710200006745
iscx_url2016_binary,xgb,r01,f_stable_minus_f_single,macro_f1,-0.26093120832059746
iscx_url2016_binary,xgb,r01,f_stable_minus_f_single,recall,0.0013377926421405117
iscx_url2016_binary,xgb,r01,f_stable_minus_f_single,fpr,0.3190646803696021
iscx_url2016_binary,xgb,r01,f_stable_minus_f_single,roc_auc,-0.0016878815991705487
iscx_url2016_binary,xgb,r01,f_stable_minus_f_single,pr_auc,-0.003744843975305945
iscx_url2016_binary,xgb,r01,f_stable_minus_f_single,balanced_accuracy,-0.15886344386373086
iscx_url2016_binary,xgb,r02,f_single_minus_f_all,macro_f1,0.02369827202036756
iscx_url2016_binary,xgb,r02,f_single_minus_f_all,recall,-0.0013377926421405117
iscx_url2016_binary,xgb,r02,f_single_minus_f_all,fpr,-0.032623043560248866
iscx_url2016_binary,xgb,r02,f_single_minus_f_all,roc_auc,0.00045080811833020373
iscx_url2016_binary,xgb,r02,f_single_minus_f_all,pr_auc,0.0009049623698245135
iscx_url2016_binary,xgb,r02,f_single_minus_f_all,balanced_accuracy,0.01564262545905426
iscx_url2016_binary,xgb,r02,f_stable_minus_f_all,macro_f1,0.04207825453666603
iscx_url2016_binary,xgb,r02,f_stable_minus_f_all,recall,-0.0033444816053512794
iscx_url2016_binary,xgb,r02,f_stable_minus_f_all,fpr,-0.0577031868753535
iscx_url2016_binary,xgb,r02,f_stable_minus_f_all,roc_auc,-0.0004262117044874225
iscx_url2016_binary,xgb,r02,f_stable_minus_f_all,pr_auc,-0.0002968181963165506
iscx_url2016_binary,xgb,r02,f_stable_minus_f_all,balanced_accuracy,0.027179352635001153
iscx_url2016_binary,xgb,r02,f_stable_minus_f_single,macro_f1,0.018379982516298465
iscx_url2016_binary,xgb,r02,f_stable_minus_f_single,recall,-0.0020066889632107676
iscx_url2016_binary,xgb,r02,f_stable_minus_f_single,fpr,-0.025080143315104636
iscx_url2016_binary,xgb,r02,f_stable_minus_f_single,roc_auc,-0.0008770198228176262
iscx_url2016_binary,xgb,r02,f_stable_minus_f_single,pr_auc,-0.001201780566141064
iscx_url2016_binary,xgb,r02,f_stable_minus_f_single,balanced_accuracy,0.011536727175946893
iscx_url2016_binary,xgb,r03,f_single_minus_f_all,macro_f1,0.0
iscx_url2016_binary,xgb,r03,f_single_minus_f_all,recall,-1.1102230246251565e-16
iscx_url2016_binary,xgb,r03,f_single_minus_f_all,fpr,0.0
iscx_url2016_binary,xgb,r03,f_single_minus_f_all,roc_auc,-1.668013525335521e-05
iscx_url2016_binary,xgb,r03,f_single_minus_f_all,pr_auc,-5.602098235302222e-05
iscx_url2016_binary,xgb,r03,f_single_minus_f_all,balanced_accuracy,1.1102230246251565e-16
iscx_url2016_binary,xgb,r03,f_stable_minus_f_all,macro_f1,0.0
iscx_url2016_binary,xgb,r03,f_stable_minus_f_all,recall,-1.1102230246251565e-16
iscx_url2016_binary,xgb,r03,f_stable_minus_f_all,fpr,0.0
iscx_url2016_binary,xgb,r03,f_stable_minus_f_all,roc_auc,-1.518639179787229e-05
iscx_url2016_binary,xgb,r03,f_stable_minus_f_all,pr_auc,-5.1633065676459644e-05
iscx_url2016_binary,xgb,r03,f_stable_minus_f_all,balanced_accuracy,1.1102230246251565e-16
iscx_url2016_binary,xgb,r03,f_stable_minus_f_single,macro_f1,0.0
iscx_url2016_binary,xgb,r03,f_stable_minus_f_single,recall,0.0
iscx_url2016_binary,xgb,r03,f_stable_minus_f_single,fpr,0.0
iscx_url2016_binary,xgb,r03,f_stable_minus_f_single,roc_auc,1.493743455482921e-06
iscx_url2016_binary,xgb,r03,f_stable_minus_f_single,pr_auc,4.3879166765625754e-06
iscx_url2016_binary,xgb,r03,f_stable_minus_f_single,balanced_accuracy,0.0
iscx_url2016_binary,xgb,r04,f_single_minus_f_all,macro_f1,0.06722893083619952
iscx_url2016_binary,xgb,r04,f_single_minus_f_all,recall,-0.0006688963210702559
iscx_url2016_binary,xgb,r04,f_single_minus_f_all,fpr,-0.08749764284367337
iscx_url2016_binary,xgb,r04,f_single_minus_f_all,roc_auc,0.0006131444496930705
iscx_url2016_binary,xgb,r04,f_single_minus_f_all,pr_auc,0.0010412889822786209
iscx_url2016_binary,xgb,r04,f_single_minus_f_all,balanced_accuracy,0.04341437326130171
iscx_url2016_binary,xgb,r04,f_stable_minus_f_all,macro_f1,0.13509992925722436
iscx_url2016_binary,xgb,r04,f_stable_minus_f_all,recall,-0.0020066889632107676
iscx_url2016_binary,xgb,r04,f_stable_minus_f_all,fpr,-0.1672638129360739
iscx_url2016_binary,xgb,r04,f_stable_minus_f_all,roc_auc,0.00028266955600941834
iscx_url2016_binary,xgb,r04,f_stable_minus_f_all,pr_auc,0.0005918097521343535
iscx_url2016_binary,xgb,r04,f_stable_minus_f_all,balanced_accuracy,0.08262856198643176
iscx_url2016_binary,xgb,r04,f_stable_minus_f_single,macro_f1,0.06787099842102484
iscx_url2016_binary,xgb,r04,f_stable_minus_f_single,recall,-0.0013377926421405117
iscx_url2016_binary,xgb,r04,f_stable_minus_f_single,fpr,-0.07976617009240054
iscx_url2016_binary,xgb,r04,f_stable_minus_f_single,roc_auc,-0.0003304748936836521
iscx_url2016_binary,xgb,r04,f_stable_minus_f_single,pr_auc,-0.0004494792301442674
iscx_url2016_binary,xgb,r04,f_stable_minus_f_single,balanced_accuracy,0.03921418872513005
iscx_url2016_binary,xgb,r05,f_single_minus_f_all,macro_f1,0.0
iscx_url2016_binary,xgb,r05,f_single_minus_f_all,recall,0.0
iscx_url2016_binary,xgb,r05,f_single_minus_f_all,fpr,0.0
iscx_url2016_binary,xgb,r05,f_single_minus_f_all,roc_auc,-0.000404928955071604
iscx_url2016_binary,xgb,r05,f_single_minus_f_all,pr_auc,-0.0006597471994712611
iscx_url2016_binary,xgb,r05,f_single_minus_f_all,balanced_accuracy,0.0
iscx_url2016_binary,xgb,r05,f_stable_minus_f_all,macro_f1,0.0
iscx_url2016_binary,xgb,r05,f_stable_minus_f_all,recall,0.0
iscx_url2016_binary,xgb,r05,f_stable_minus_f_all,fpr,0.0
iscx_url2016_binary,xgb,r05,f_stable_minus_f_all,roc_auc,-0.00012422966405212232
iscx_url2016_binary,xgb,r05,f_stable_minus_f_all,pr_auc,-0.0003567582603156705
iscx_url2016_binary,xgb,r05,f_stable_minus_f_all,balanced_accuracy,0.0
iscx_url2016_binary,xgb,r05,f_stable_minus_f_single,macro_f1,0.0
iscx_url2016_binary,xgb,r05,f_stable_minus_f_single,recall,0.0
iscx_url2016_binary,xgb,r05,f_stable_minus_f_single,fpr,0.0
iscx_url2016_binary,xgb,r05,f_stable_minus_f_single,roc_auc,0.00028069929101948166
iscx_url2016_binary,xgb,r05,f_stable_minus_f_single,pr_auc,0.00030298893915559066
iscx_url2016_binary,xgb,r05,f_stable_minus_f_single,balanced_accuracy,0.0
iscx_url2016_binary,xgb,r06,f_single_minus_f_all,macro_f1,0.0706930345801351
iscx_url2016_binary,xgb,r06,f_single_minus_f_all,recall,-0.0006688963210701449
iscx_url2016_binary,xgb,r06,f_single_minus_f_all,fpr,-0.06882896473694133
iscx_url2016_binary,xgb,r06,f_single_minus_f_all,roc_auc,7.80778470189647e-05
iscx_url2016_binary,xgb,r06,f_single_minus_f_all,pr_auc,9.976689238189174e-05
iscx_url2016_binary,xgb,r06,f_single_minus_f_all,balanced_accuracy,0.03408003420793548
iscx_url2016_binary,xgb,r06,f_stable_minus_f_all,macro_f1,0.07725197023548325
iscx_url2016_binary,xgb,r06,f_stable_minus_f_all,recall,-0.0006688963210701449
iscx_url2016_binary,xgb,r06,f_stable_minus_f_all,fpr,-0.07467471242692812
iscx_url2016_binary,xgb,r06,f_stable_minus_f_all,roc_auc,1.122605554859657e-05
iscx_url2016_binary,xgb,r06,f_stable_minus_f_all,pr_auc,-3.237337379613514e-05
iscx_url2016_binary,xgb,r06,f_stable_minus_f_all,balanced_accuracy,0.03700290805292894
iscx_url2016_binary,xgb,r06,f_stable_minus_f_single,macro_f1,0.006558935655348153
iscx_url2016_binary,xgb,r06,f_stable_minus_f_single,recall,0.0
iscx_url2016_binary,xgb,r06,f_stable_minus_f_single,fpr,-0.0058457476899868
iscx_url2016_binary,xgb,r06,f_stable_minus_f_single,roc_auc,-6.685179147036813e-05
iscx_url2016_binary,xgb,r06,f_stable_minus_f_single,pr_auc,-0.00013214026617802688
iscx_url2016_binary,xgb,r06,f_stable_minus_f_single,balanced_accuracy,0.0029228738449934566
iscx_url2016_binary,xgb,r07,f_single_minus_f_all,macro_f1,0.16064558501870407
iscx_url2016_binary,xgb,r07,f_single_minus_f_all,recall,-0.0006688963210701449
iscx_url2016_binary,xgb,r07,f_single_minus_f_all,fpr,-0.18121817838959078
iscx_url2016_binary,xgb,r07,f_single_minus_f_all,roc_auc,0.00016170565408490933
iscx_url2016_binary,xgb,r07,f_single_minus_f_all,pr_auc,0.00033692404055563063
iscx_url2016_binary,xgb,r07,f_single_minus_f_all,balanced_accuracy,0.0902746410342603
iscx_url2016_binary,xgb,r07,f_stable_minus_f_all,macro_f1,0.14668936552058243
iscx_url2016_binary,xgb,r07,f_stable_minus_f_all,recall,-0.0006688963210701449
iscx_url2016_binary,xgb,r07,f_stable_minus_f_all,fpr,-0.16764095794833112
iscx_url2016_binary,xgb,r07,f_stable_minus_f_all,roc_auc,0.00021745752546209474
iscx_url2016_binary,xgb,r07,f_stable_minus_f_all,pr_auc,0.00043596190793382394
iscx_url2016_binary,xgb,r07,f_stable_minus_f_all,balanced_accuracy,0.08348603081363049
iscx_url2016_binary,xgb,r07,f_stable_minus_f_single,macro_f1,-0.013956219498121647
iscx_url2016_binary,xgb,r07,f_stable_minus_f_single,recall,0.0
iscx_url2016_binary,xgb,r07,f_stable_minus_f_single,fpr,0.013577220441259662
iscx_url2016_binary,xgb,r07,f_stable_minus_f_single,roc_auc,5.57518713771854e-05
iscx_url2016_binary,xgb,r07,f_stable_minus_f_single,pr_auc,9.903786737819331e-05
iscx_url2016_binary,xgb,r07,f_stable_minus_f_single,balanced_accuracy,-0.0067886102206298204
iscx_url2016_binary,xgb,r08,f_single_minus_f_all,macro_f1,0.0006429963785264947
iscx_url2016_binary,xgb,r08,f_single_minus_f_all,recall,0.002012072434607659
iscx_url2016_binary,xgb,r08,f_single_minus_f_all,fpr,0.0
iscx_url2016_binary,xgb,r08,f_single_minus_f_all,roc_auc,-9.958289703959622e-07
iscx_url2016_binary,xgb,r08,f_single_minus_f_all,pr_auc,-3.579403930809022e-06
iscx_url2016_binary,xgb,r08,f_single_minus_f_all,balanced_accuracy,0.001006036217303885
iscx_url2016_binary,xgb,r08,f_stable_minus_f_all,macro_f1,0.0006429963785264947
iscx_url2016_binary,xgb,r08,f_stable_minus_f_all,recall,0.002012072434607659
iscx_url2016_binary,xgb,r08,f_stable_minus_f_all,fpr,0.0
iscx_url2016_binary,xgb,r08,f_stable_minus_f_all,roc_auc,-3.734358638873836e-06
iscx_url2016_binary,xgb,r08,f_stable_minus_f_all,pr_auc,-1.3228615612037586e-05
iscx_url2016_binary,xgb,r08,f_stable_minus_f_all,balanced_accuracy,0.001006036217303885
iscx_url2016_binary,xgb,r08,f_stable_minus_f_single,macro_f1,0.0
iscx_url2016_binary,xgb,r08,f_stable_minus_f_single,recall,0.0
iscx_url2016_binary,xgb,r08,f_stable_minus_f_single,fpr,0.0
iscx_url2016_binary,xgb,r08,f_stable_minus_f_single,roc_auc,-2.7385296684778737e-06
iscx_url2016_binary,xgb,r08,f_stable_minus_f_single,pr_auc,-9.649211681228564e-06
iscx_url2016_binary,xgb,r08,f_stable_minus_f_single,balanced_accuracy,0.0
iscx_url2016_binary,xgb,r09,f_single_minus_f_all,macro_f1,0.0
iscx_url2016_binary,xgb,r09,f_single_minus_f_all,recall,0.0
iscx_url2016_binary,xgb,r09,f_single_minus_f_all,fpr,0.0
iscx_url2016_binary,xgb,r09,f_single_minus_f_all,roc_auc,8.713503490631602e-06
iscx_url2016_binary,xgb,r09,f_single_minus_f_all,pr_auc,-1.1748757441365498e-06
iscx_url2016_binary,xgb,r09,f_single_minus_f_all,balanced_accuracy,-1.1102230246251565e-16
iscx_url2016_binary,xgb,r09,f_stable_minus_f_all,macro_f1,-0.00021464501251589052
iscx_url2016_binary,xgb,r09,f_stable_minus_f_all,recall,-0.0006706908115359234
iscx_url2016_binary,xgb,r09,f_stable_minus_f_all,fpr,0.0
iscx_url2016_binary,xgb,r09,f_stable_minus_f_all,roc_auc,4.6803961606833866e-05
iscx_url2016_binary,xgb,r09,f_stable_minus_f_all,pr_auc,1.9793062396078476e-05
iscx_url2016_binary,xgb,r09,f_stable_minus_f_all,balanced_accuracy,-0.0003353454057680727
iscx_url2016_binary,xgb,r09,f_stable_minus_f_single,macro_f1,-0.00021464501251589052
iscx_url2016_binary,xgb,r09,f_stable_minus_f_single,recall,-0.0006706908115359234
iscx_url2016_binary,xgb,r09,f_stable_minus_f_single,fpr,0.0
iscx_url2016_binary,xgb,r09,f_stable_minus_f_single,roc_auc,3.8090458116202264e-05
iscx_url2016_binary,xgb,r09,f_stable_minus_f_single,pr_auc,2.0967938140215026e-05
iscx_url2016_binary,xgb,r09,f_stable_minus_f_single,balanced_accuracy,-0.0003353454057679617
phiusiil,lr,r00,f_single_minus_f_all,macro_f1,-0.009885279718494067
phiusiil,lr,r00,f_single_minus_f_all,recall,-0.02186917090113849
phiusiil,lr,r00,f_single_minus_f_all,fpr,0.00019873801361364966
phiusiil,lr,r00,f_single_minus_f_all,roc_auc,-0.009371602436191617
phiusiil,lr,r00,f_single_minus_f_all,pr_auc,-0.006352094222261351
phiusiil,lr,r00,f_single_minus_f_all,balanced_accuracy,-0.011033954457375983
phiusiil,lr,r00,f_stable_minus_f_all,macro_f1,-0.009913701841193334
phiusiil,lr,r00,f_stable_minus_f_all,recall,-0.02186917090113849
phiusiil,lr,r00,f_stable_minus_f_all,fpr,0.00024842251701703844
phiusiil,lr,r00,f_stable_minus_f_all,roc_auc,-0.009433416452212628
phiusiil,lr,r00,f_stable_minus_f_all,pr_auc,-0.006426647537208674
phiusiil,lr,r00,f_stable_minus_f_all,balanced_accuracy,-0.011058796709077723
phiusiil,lr,r00,f_stable_minus_f_single,macro_f1,-2.8422122699267582e-05
phiusiil,lr,r00,f_stable_minus_f_single,recall,0.0
phiusiil,lr,r00,f_stable_minus_f_single,fpr,4.968450340338878e-05
phiusiil,lr,r00,f_stable_minus_f_single,roc_auc,-6.181401602101122e-05
phiusiil,lr,r00,f_stable_minus_f_single,pr_auc,-7.45533149473232e-05
phiusiil,lr,r00,f_stable_minus_f_single,balanced_accuracy,-2.4842251701739926e-05
phiusiil,lr,r01,f_single_minus_f_all,macro_f1,-0.007767867899362457
phiusiil,lr,r01,f_single_minus_f_all,recall,-0.028236958898822717
phiusiil,lr,r01,f_single_minus_f_all,fpr,-0.008446365578575976
phiusiil,lr,r01,f_single_minus_f_all,roc_auc,-0.011929950097641306
phiusiil,lr,r01,f_single_minus_f_all,pr_auc,-0.007304868029287648
phiusiil,lr,r01,f_single_minus_f_all,balanced_accuracy,-0.009895296660123343
phiusiil,lr,r01,f_stable_minus_f_all,macro_f1,-0.00779558650680956
phiusiil,lr,r01,f_stable_minus_f_all,recall,-0.028108316717051385
phiusiil,lr,r01,f_stable_minus_f_all,fpr,-0.00829731206836581
phiusiil,lr,r01,f_stable_minus_f_all,roc_auc,-0.011689587291024206
phiusiil,lr,r01,f_stable_minus_f_all,pr_auc,-0.007210895563061093
phiusiil,lr,r01,f_stable_minus_f_all,balanced_accuracy,-0.00990550232434273
phiusiil,lr,r01,f_stable_minus_f_single,macro_f1,-2.7718607447102528e-05
phiusiil,lr,r01,f_stable_minus_f_single,recall,0.00012864218177133235
phiusiil,lr,r01,f_stable_minus_f_single,fpr,0.00014905351021016547
phiusiil,lr,r01,f_stable_minus_f_single,roc_auc,0.0002403628066171004
phiusiil,lr,r01,f_stable_minus_f_single,pr_auc,9.397246622655508e-05
phiusiil,lr,r01,f_stable_minus_f_single,balanced_accuracy,-1.0205664219387067e-05
phiusiil,lr,r02,f_single_minus_f_all,macro_f1,-0.008414316587291193
phiusiil,lr,r02,f_single_minus_f_all,recall,-0.031903261079307854
phiusiil,lr,r02,f_single_minus_f_all,fpr,-0.010185323197694607
phiusiil,lr,r02,f_single_minus_f_all,roc_auc,-0.011283351681637854
phiusiil,lr,r02,f_single_minus_f_all,pr_auc,-0.006857439879133342
phiusiil,lr,r02,f_single_minus_f_all,balanced_accuracy,-0.010858968940806846
phiusiil,lr,r02,f_stable_minus_f_all,macro_f1,-0.008517688928559863
phiusiil,lr,r02,f_stable_minus_f_all,recall,-0.030166591625393924
phiusiil,lr,r02,f_stable_minus_f_all,fpr,-0.008645103592189562
phiusiil,lr,r02,f_stable_minus_f_all,roc_auc,-0.011484266008805144
phiusiil,lr,r02,f_stable_minus_f_all,pr_auc,-0.006995298197665534
phiusiil,lr,r02,f_stable_minus_f_all,balanced_accuracy,-0.01076074401660232
phiusiil,lr,r02,f_stable_minus_f_single,macro_f1,-0.00010337234126867045
phiusiil,lr,r02,f_stable_minus_f_single,recall,0.0017366694539139305
phiusiil,lr,r02,f_stable_minus_f_single,fpr,0.0015402196055050435
phiusiil,lr,r02,f_stable_minus_f_single,roc_auc,-0.00020091432716728974
phiusiil,lr,r02,f_stable_minus_f_single,pr_auc,-0.00013785831853219133
phiusiil,lr,r02,f_stable_minus_f_single,balanced_accuracy,9.822492420452633e-05
phiusiil,lr,r03,f_single_minus_f_all,macro_f1,-0.009160057314704706
phiusiil,lr,r03,f_single_minus_f_all,recall,-0.018524474175081962
phiusiil,lr,r03,f_single_minus_f_all,fpr,0.0015402196055051302
phiusiil,lr,r03,f_single_minus_f_all,roc_auc,-0.0072483017715617715
phiusiil,lr,r03,f_single_minus_f_all,pr_auc,-0.005455817134670249
phiusiil,lr,r03,f_single_minus_f_all,balanced_accuracy,-0.010032346890293531
phiusiil,lr,r03,f_stable_minus_f_all,macro_f1,-0.009407263099162622
phiusiil,lr,r03,f_stable_minus_f_all,recall,-0.01710941017559653
phiusiil,lr,r03,f_stable_minus_f_all,fpr,0.003080439211010173
phiusiil,lr,r03,f_stable_minus_f_all,roc_auc,-0.009017018321386794
phiusiil,lr,r03,f_stable_minus_f_all,pr_auc,-0.005959491810645368
phiusiil,lr,r03,f_stable_minus_f_all,balanced_accuracy,-0.010094924693303309
phiusiil,lr,r03,f_stable_minus_f_single,macro_f1,-0.00024720578445791563
phiusiil,lr,r03,f_stable_minus_f_single,recall,0.001415063999485433
phiusiil,lr,r03,f_stable_minus_f_single,fpr,0.0015402196055050426
phiusiil,lr,r03,f_stable_minus_f_single,roc_auc,-0.0017687165498250224
phiusiil,lr,r03,f_stable_minus_f_single,pr_auc,-0.0005036746759751187
phiusiil,lr,r03,f_stable_minus_f_single,balanced_accuracy,-6.257780300977789e-05
phiusiil,lr,r04,f_single_minus_f_all,macro_f1,-0.012136750337676805
phiusiil,lr,r04,f_single_minus_f_all,recall,-0.033509133007460834
phiusiil,lr,r04,f_single_minus_f_all,fpr,-0.004918765836935386
phiusiil,lr,r04,f_single_minus_f_all,roc_auc,-0.013768562361190728
phiusiil,lr,r04,f_single_minus_f_all,pr_auc,-0.008560648692227835
phiusiil,lr,r04,f_single_minus_f_all,balanced_accuracy,-0.014295183585262605
phiusiil,lr,r04,f_stable_minus_f_all,macro_f1,-0.009251194081471681
phiusiil,lr,r04,f_stable_minus_f_all,recall,-0.031193722665294632
phiusiil,lr,r04,f_stable_minus_f_all,fpr,-0.008148258558155638
phiusiil,lr,r04,f_stable_minus_f_all,roc_auc,-0.011639890720168244
phiusiil,lr,r04,f_stable_minus_f_all,pr_auc,-0.007235751913328703
phiusiil,lr,r04,f_stable_minus_f_all,balanced_accuracy,-0.011522732053569462
phiusiil,lr,r04,f_stable_minus_f_single,macro_f1,0.002885556256205124
phiusiil,lr,r04,f_stable_minus_f_single,recall,0.002315410342166202
phiusiil,lr,r04,f_stable_minus_f_single,fpr,-0.0032294927212202515
phiusiil,lr,r04,f_stable_minus_f_single,roc_auc,0.0021286716410224837
phiusiil,lr,r04,f_stable_minus_f_single,pr_auc,0.0013248967788991317
phiusiil,lr,r04,f_stable_minus_f_single,balanced_accuracy,0.002772451531693143
phiusiil,lr,r05,f_single_minus_f_all,macro_f1,-0.005785263001739094
phiusiil,lr,r05,f_single_minus_f_all,recall,-0.01884607962951035
phiusiil,lr,r05,f_single_minus_f_all,fpr,-0.004570974313111659
phiusiil,lr,r05,f_single_minus_f_all,roc_auc,-0.006304801137207994
phiusiil,lr,r05,f_single_minus_f_all,pr_auc,-0.003974762503429874
phiusiil,lr,r05,f_single_minus_f_all,balanced_accuracy,-0.007137552658199153
phiusiil,lr,r05,f_stable_minus_f_all,macro_f1,-0.006729089512337638
phiusiil,lr,r05,f_stable_minus_f_all,recall,-0.025599794172509016
phiusiil,lr,r05,f_stable_minus_f_all,fpr,-0.008197943061559018
phiusiil,lr,r05,f_stable_minus_f_all,roc_auc,-0.010455842807319926
