dataset,scenario_key,repetition,model,candidate,candidate_index,params_json,status,fit_seconds,threshold,validation_n_samples,validation_n_benign,validation_n_phishing,validation_threshold,validation_accuracy,validation_balanced_accuracy,validation_precision,validation_recall,validation_macro_f1,validation_roc_auc,validation_pr_auc,validation_fpr,validation_tn,validation_fp,validation_fn,validation_tp
iscx_url2016_binary,s1,r08,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,1.1716378999999506,0.35,6802,5307,1495,0.35,0.9817700676271685,0.9719814745842716,0.9622387053270398,0.954515050167224,0.973345913194659,0.9942409627468736,0.9883025273012044,0.0105521009986809,5251,56,68,1427
iscx_url2016_binary,s1,r08,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,1.4406354000002466,0.48,6802,5307,1495,0.48,0.9826521611290796,0.970144435978732,0.9725463280713796,0.9478260869565216,0.9744746841948329,0.9947042872006618,0.9888037522391668,0.0075372149990578,5267,40,78,1417
iscx_url2016_binary,s1,r08,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,1.2675410000001648,0.53,6802,5307,1495,0.53,0.9813290208762128,0.9753023236175102,0.9511873350923484,0.9645484949832775,0.9729161362238832,0.995446917146723,0.9895916048019436,0.013943847748257,5233,74,53,1442
iscx_url2016_binary,s1,r08,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,2.888705299999856,0.3,6802,5307,1495,0.3,0.9982358129961776,0.9976682528849068,0.9953239812959253,0.9966555183946488,0.997429254743394,0.9999679857423116,0.999890468072726,0.0013190126248351,5300,7,5,1490
iscx_url2016_binary,s1,r08,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,2.504495499999848,0.45,6802,5307,1495,0.45,0.9985298441634812,0.9966555183946488,1.0,0.9933110367892976,0.9978515151208862,0.9999784470942334,0.9999248798383492,0.0,5307,0,10,1485
iscx_url2016_binary,s1,r08,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,3.009827400000177,0.55,6802,5307,1495,0.55,0.997794766245222,0.9949832775919732,1.0,0.9899665551839464,0.9967733748876352,0.9999548775423132,0.9998444299948168,0.0,5307,0,15,1480
iscx_url2016_binary,s1,r08,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,1.890094500000032,0.32,6802,5307,1495,0.32,0.9975007350779184,0.9952753131630906,0.9973082099596232,0.991304347826087,0.9963484572331284,0.9999459286750068,0.9998141007715136,0.0007537214999057,5303,4,13,1482
iscx_url2016_binary,s1,r08,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,1.9016122999996696,0.27,6802,5307,1495,0.27,0.9985298441634812,0.9973762173137894,0.9979879275653925,0.9953177257525084,0.9978546206147936,0.9999649607730814,0.9998795238460242,0.0005652911249293,5304,3,7,1488
iscx_url2016_binary,s1,r08,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.550394265232975, ""subsample"": 0.9}",ok,1.640882099999999,0.36,6802,5307,1495,0.36,0.9986768597471332,0.9977106654743246,0.9979892761394102,0.9959866220735786,0.99806962316596,0.9999779429326952,0.9999228705859398,0.0005652911249293,5304,3,6,1489
iscx_url2016_binary,s1,r09,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,1.314659600000141,0.6,6802,5307,1495,0.6,0.982211114378124,0.9638559660900948,0.9872340425531916,0.931103678929766,0.9735191041226848,0.9913992562356904,0.984261865498659,0.003391746749576,5289,18,103,1392
iscx_url2016_binary,s1,r09,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,1.676199799999722,0.47,6802,5307,1495,0.47,0.9820640987944722,0.9697675752287792,0.9698836413415468,0.9478260869565216,0.9736352300558452,0.992232383177894,0.9856539392061128,0.0082909364989636,5263,44,78,1417
iscx_url2016_binary,s1,r09,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,1.401288300000033,0.8,6802,5307,1495,0.8,0.980005880623346,0.9646048350351936,0.9708939708939708,0.937123745819398,0.970479604941272,0.99352757417004,0.9864529749511316,0.0079140757490107,5265,42,94,1401
iscx_url2016_binary,s1,r09,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,3.054914800000006,0.27,6802,5307,1495,0.27,0.9975007350779184,0.9957557791091844,0.995973154362416,0.9926421404682274,0.996351976790756,0.99982215701733,0.9995554312787308,0.0011305822498586,5301,6,11,1484
iscx_url2016_binary,s1,r09,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,2.550196799999867,0.35,6802,5307,1495,0.35,0.9980887974125258,0.9961326398591372,0.9986541049798116,0.9926421404682274,0.9972076437665098,0.9998440880442502,0.9995970916992524,0.0003768607499528,5305,2,11,1484
iscx_url2016_binary,s1,r09,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,2.8902917999998863,0.39,6802,5307,1495,0.39,0.99764775066157,0.9956097613236256,0.9973100201748488,0.9919732441471572,0.9965640829221863,0.9998438359634808,0.9995492634094696,0.0007537214999057,5303,4,12,1483
iscx_url2016_binary,s1,r09,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,1.622448099999929,0.21,6802,5307,1495,0.21,0.9969126727433107,0.9941777534939972,0.9966307277628031,0.9892976588628762,0.9954870919969196,0.9998565660423256,0.999566146502848,0.0009421518748822,5302,5,16,1479
iscx_url2016_binary,s1,r09,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,1.8009394000000611,0.16,6802,5307,1495,0.16,0.9982358129961776,0.9969475539657662,0.9973172367538564,0.9946488294314382,0.997425544737752,0.9997392224442634,0.99949895469258,0.0007537214999057,5303,4,8,1487
iscx_url2016_binary,s1,r09,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.550394265232975, ""subsample"": 0.9}",ok,1.5576654999999846,0.18,6802,5307,1495,0.18,0.9983828285798294,0.9970417691532544,0.997986577181208,0.9946488294314382,0.9976395143940188,0.999866523232709,0.999678923499833,0.0005652911249293,5304,3,8,1487
iscx_url2016_binary,s2,r00,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,1.2493285999998989,0.7,6847,5354,1493,0.7,0.7765444720315466,0.8460068040095468,0.4936881610371886,0.969189551239116,0.7445552941589564,0.7926435931495528,0.453016860341689,0.2771759432200224,3870,1484,46,1447
iscx_url2016_binary,s2,r00,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,1.671867999999904,0.88,6847,5354,1493,0.88,0.7797575580546224,0.8396085605318907,0.4973582247270166,0.9457468184862692,0.7454080985528619,0.8138839175021975,0.5096183915970538,0.2665296974224878,3927,1427,81,1412
iscx_url2016_binary,s2,r00,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,1.2235209999998915,0.91,6847,5354,1493,0.91,0.7746458302906383,0.8418946617023134,0.4914383561643836,0.9611520428667112,0.7420487992629743,0.7910600608843011,0.447254685885132,0.2773627194620844,3869,1485,58,1435
iscx_url2016_binary,s2,r00,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,2.754972700000053,0.63,6847,5354,1493,0.63,0.9982474076237768,0.9964642619361028,0.9986531986531988,0.9933020763563296,0.9974253145688764,0.999124165793251,0.9983526270273348,0.000373552484124,5352,2,10,1483
iscx_url2016_binary,s2,r00,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,2.758418000000347,0.58,6847,5354,1493,0.58,0.998393456988462,0.9970406661794388,0.997983870967742,0.9946416610850636,0.9976415866090892,0.9996474645344068,0.999097749834022,0.000560328726186,5351,3,8,1485
iscx_url2016_binary,s2,r00,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,3.102841200000057,0.66,6847,5354,1493,0.66,0.998393456988462,0.9967991581182862,0.9986541049798116,0.9939718687206964,0.9976404437533414,0.9997790711028256,0.9994796362442584,0.000373552484124,5352,2,9,1484
iscx_url2016_binary,s2,r00,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,1.8240151999998488,0.83,6847,5354,1493,0.83,0.9985395063531474,0.9971340543004698,0.9986550100874244,0.9946416610850636,0.9978554685395638,0.9997170208576396,0.999369640630172,0.000373552484124,5352,2,8,1485
iscx_url2016_binary,s2,r00,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,1.9568284000001768,0.92,6847,5354,1493,0.92,0.9985395063531474,0.9968925462393172,0.9993265993265992,0.9939718687206964,0.997854428807397,0.999668731755539,0.9992299231810328,0.000186776242062,5353,1,9,1484
iscx_url2016_binary,s2,r00,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.4967095851216023, ""subsample"": 0.9}",ok,1.4745843999999124,0.94,6847,5354,1493,0.94,0.999415802541259,0.9989019233324185,0.999329309188464,0.9979906229068988,0.9991430173499248,0.9997914561316026,0.9995170099771362,0.000186776242062,5353,1,3,1490
iscx_url2016_binary,s2,r01,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,1.276787499999955,0.65,7064,5582,1482,0.65,0.9869762174405436,0.9697042885581232,0.9978510028653296,0.9399460188933874,0.979927789359895,0.9881038725303184,0.9762401020537852,0.0005374417771408,5579,3,89,1393
iscx_url2016_binary,s2,r01,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,1.440957299999809,0.85,7064,5582,1482,0.85,0.9848527746319364,0.9648913680999898,0.9971077368040492,0.9304993252361672,0.9765762859408224,0.9887099753352182,0.9756093342166426,0.0007165890361877,5578,4,103,1379
iscx_url2016_binary,s2,r01,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,1.3256005000002915,0.95,7064,5582,1482,0.95,0.9845696489241224,0.9642166042673312,0.997103548153512,0.9291497975708504,0.9761260299652468,0.9894928077573422,0.9768036515482578,0.0007165890361877,5578,4,105,1377
iscx_url2016_binary,s2,r01,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,3.020735699999932,0.5,7064,5582,1482,0.5,0.9956115515288788,0.989788968880598,0.9993117687543016,0.979757085020243,0.9933341156426708,0.9979383559358668,0.994865384401687,0.0001791472590469,5581,1,30,1452
iscx_url2016_binary,s2,r01,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,2.563753400000224,0.57,7064,5582,1482,0.57,0.9956115515288788,0.9895411605937922,1.0,0.9790823211875844,0.993330761885169,0.9978791237112156,0.9949151663942668,0.0,5582,0,31,1451
iscx_url2016_binary,s2,r01,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,2.9466910000001008,0.54,7064,5582,1482,0.54,0.9951868629671574,0.9892724397052216,0.997936726272352,0.9790823211875844,0.992690867162804,0.997852408769077,0.9947809885985952,0.0005374417771408,5579,3,31,1451
iscx_url2016_binary,s2,r01,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,1.610253300000295,0.36,7064,5582,1482,0.36,0.9958946772366932,0.9904637327132566,0.9993127147766324,0.98110661268556,0.9937673054132006,0.998043160708872,0.9956408193494464,0.0001791472590469,5581,1,28,1454
iscx_url2016_binary,s2,r01,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,1.763010800000302,0.5,7064,5582,1482,0.5,0.9960362400906002,0.99055330634278,1.0,0.98110661268556,0.993980714134074,0.9984255107630996,0.996558379068369,0.0,5582,0,28,1454
iscx_url2016_binary,s2,r01,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.4967095851216023, ""subsample"": 0.9}",ok,1.4888108999998622,0.66,7064,5582,1482,0.66,0.9958946772366932,0.9902159244264508,1.0,0.9804318488529016,0.9937641726979825,0.9981821751136656,0.996228163370637,0.0,5582,0,29,1453
iscx_url2016_binary,s2,r02,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,1.1591361000000688,0.45,6847,5354,1493,0.45,0.7763984226668614,0.8521926254784813,0.4936327077747989,0.9866041527126592,0.7459619112395109,0.7987288957233118,0.4840228066713462,0.2822189017556967,3843,1511,20,1473
iscx_url2016_binary,s2,r02,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,1.5412195999997491,0.88,6847,5354,1493,0.88,0.7857455820067183,0.8453695379833821,0.5046197583511016,0.9511051574012056,0.7515558631503799,0.8242675756693985,0.5449663133345191,0.2603660814344415,3960,1394,73,1420
iscx_url2016_binary,s2,r02,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,1.329032300000108,0.64,6847,5354,1493,0.64,0.776690521396232,0.8531039259040007,0.4939759036144578,0.9886135298057602,0.7464101900584721,0.7987776852306154,0.4848633006243021,0.2824056779977587,3842,1512,17,1476
iscx_url2016_binary,s2,r02,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,2.758653200000026,0.61,6847,5354,1493,0.61,0.9981013582590916,0.9961293657539192,0.9986522911051212,0.9926322839919623,0.9972100808697604,0.9993015594377548,0.9985157905069804,0.000373552484124,5352,2,11,1482
iscx_url2016_binary,s2,r02,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,2.668102500000259,0.67,6847,5354,1493,0.67,0.9981013582590916,0.995646349631614,1.0,0.9912926992632284,0.9972073695125044,0.9994141506084552,0.998715906408676,0.0,5354,0,13,1480
iscx_url2016_binary,s2,r02,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,2.9198694000001524,0.73,6847,5354,1493,0.73,0.9982474076237768,0.9959812458137978,1.0,0.9919624916275954,0.9974228136385992,0.999389880956104,0.998569847167457,0.0,5354,0,12,1481
iscx_url2016_binary,s2,r02,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,1.6124509999999646,0.87,6847,5354,1493,0.87,0.9973711114356651,0.9942133767818492,0.999322951929587,0.9886135298057602,0.9961304578798053,0.998928507358834,0.9977009810219556,0.000186776242062,5353,1,17,1476
iscx_url2016_binary,s2,r02,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,1.75358180000012,0.91,6847,5354,1493,0.91,0.997809259529721,0.9952180653283996,0.9993243243243244,0.9906229068988612,0.9967777340528896,0.9986824331002028,0.9973804732590538,0.000186776242062,5353,1,14,1479
iscx_url2016_binary,s2,r02,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.4967095851216023, ""subsample"": 0.9}",ok,1.5874446999996508,0.94,6847,5354,1493,0.94,0.9985395063531474,0.9966510381781648,1.0,0.9933020763563296,0.997853387528166,0.9989048632129868,0.9979521104597788,0.0,5354,0,10,1483
iscx_url2016_binary,s2,r03,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,1.2111497000000782,0.43,6847,5354,1493,0.43,0.7749379290200088,0.848843663656646,0.4919300605245461,0.9799062290689886,0.7440079409934864,0.7917681342467062,0.4605835476451476,0.2822189017556967,3843,1511,30,1463
iscx_url2016_binary,s2,r03,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,1.4931486999998924,0.4,6847,5354,1493,0.4,0.7763984226668614,0.8502605609892611,0.4935983827493261,0.9812458137977228,0.7454925733603769,0.8176055560990512,0.5225878969211173,0.2807246918192006,3851,1503,28,1465
iscx_url2016_binary,s2,r03,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,1.7445732000001044,0.64,6847,5354,1493,0.64,0.7753760771140645,0.8498483522031965,0.492442055760833,0.9819156061620896,0.7445947348711949,0.790401527637004,0.4575829408946337,0.2822189017556967,3843,1511,27,1466
iscx_url2016_binary,s2,r03,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,4.133846400000039,0.6,6847,5354,1493,0.6,0.9975171608003504,0.9945482729640328,0.9993234100135318,0.9892833221701272,0.996346321820936,0.9983295223307074,0.9973536348554554,0.000186776242062,5353,1,16,1477
iscx_url2016_binary,s2,r03,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,2.3771185999999034,0.58,6847,5354,1493,0.58,0.9973711114356651,0.994696392904154,0.9979743416610398,0.9899531145344944,0.9961342204578988,0.9980173945852656,0.996653628531724,0.000560328726186,5351,3,15,1478
iscx_url2016_binary,s2,r03,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,2.7511270999998487,0.75,6847,5354,1493,0.75,0.9957645684241272,0.9907710268389828,0.9986376021798364,0.9819156061620896,0.993752032108582,0.9982538360437364,0.9969055335304056,0.000373552484124,5352,2,27,1466
iscx_url2016_binary,s2,r03,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,2.0156261000001905,0.87,6847,5354,1493,0.87,0.99722506207098,0.9938784805996655,0.9993224932249324,0.9879437374413932,0.9959144885652128,0.998219683388624,0.9970782743951092,0.000186776242062,5353,1,18,1475
iscx_url2016_binary,s2,r03,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,4.622913199999857,0.89,6847,5354,1493,0.89,0.9979553088944064,0.9953114534494308,1.0,0.9906229068988612,0.9969918204428926,0.9983918227784948,0.997404309657286,0.0,5354,0,14,1479
iscx_url2016_binary,s2,r03,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.4967095851216023, ""subsample"": 0.9}",ok,1.8515391999999335,0.95,6847,5354,1493,0.95,0.9981013582590916,0.9958878576927668,0.9993252361673416,0.9919624916275954,0.9972087261996878,0.9982824842416146,0.9970536441887098,0.000186776242062,5353,1,12,1481
iscx_url2016_binary,s2,r04,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,1.5282052000002295,0.73,6827,5333,1494,0.73,0.7775010985791709,0.8467436217775659,0.4957235716729387,0.9698795180722892,0.7458270474613999,0.7962539576394208,0.4781634094204949,0.2763922745171573,3859,1474,45,1449
iscx_url2016_binary,s2,r04,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,1.638187900000048,0.86,6827,5333,1494,0.86,0.7833601874908451,0.8485665268737931,0.5026159748866411,0.964524765729585,0.7508527757687493,0.8210372586037631,0.536971931557825,0.2673917119819988,3907,1426,53,1441
iscx_url2016_binary,s2,r04,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,1.36155030000009,0.83,6827,5333,1494,0.83,0.7777940530247547,0.8519903728922817,0.4961187985150185,0.9839357429718876,0.7473457180106409,0.7954342527934101,0.4768843663568696,0.2799549971873242,3840,1493,24,1470
iscx_url2016_binary,s2,r04,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,4.631872599999952,0.63,6827,5333,1494,0.63,0.9982422733264976,0.9964657680663276,0.9986541049798116,0.9933065595716198,0.9974244636342716,0.9982131162314112,0.9970560673279776,0.0003750234389649,5331,2,10,1484
iscx_url2016_binary,s2,r04,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,4.995892499999627,0.66,6827,5333,1494,0.66,0.9982422733264976,0.9962248519046496,0.9993261455525606,0.9926372155287818,0.9974232167404228,0.9983973646947312,0.9972395834811364,0.0001875117194824,5332,1,11,1483
iscx_url2016_binary,s2,r04,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,5.691945399999895,0.79,6827,5333,1494,0.79,0.9973634099897466,0.9946986520994912,0.9979757085020244,0.9899598393574296,0.996132951984484,0.9988028870278288,0.997606516450344,0.0005625351584474,5330,3,15,1479
iscx_url2016_binary,s2,r04,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,6.885460300000432,0.84,6827,5333,1494,0.84,0.9985352277720816,0.99665327978581,1.0,0.9933065595716198,0.9978526806170188,0.9990813933902998,0.9984757611413936,0.0,5333,0,10,1484
iscx_url2016_binary,s2,r04,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,4.360952699999871,0.91,6827,5333,1494,0.91,0.9983887505492895,0.9965595239260688,0.9993265993265992,0.9933065595716198,0.9976385203842982,0.9990406026882704,0.9983379648358244,0.0001875117194824,5332,1,10,1484
iscx_url2016_binary,s2,r04,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.500214622978967, ""subsample"": 0.9}",ok,3.831613100000141,0.95,6827,5333,1494,0.95,0.9967775010985792,0.9960100417922706,0.9906666666666668,0.994645247657296,0.9952940903696073,0.9989914028261304,0.9985092474324194,0.0026251640727545,5319,14,8,1486
iscx_url2016_binary,s2,r05,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,2.3958551999999145,0.53,6847,5354,1493,0.53,0.7746458302906383,0.848173871292279,0.4915881561238223,0.9785666443402544,0.7436164570587116,0.7945932969221827,0.4731989655929298,0.2822189017556967,3843,1511,32,1461
iscx_url2016_binary,s2,r05,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,2.536675400000149,0.87,6847,5354,1493,0.87,0.7804878048780488,0.8415245495039608,0.4982431482782853,0.9497655726724716,0.7464720373271692,0.8159470881546331,0.526380130759995,0.2667164736645498,3926,1428,75,1418
iscx_url2016_binary,s2,r05,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,1.963517999999567,0.91,6847,5354,1493,0.91,0.7742076821965824,0.8428220376449831,0.4909648823729969,0.9645010046885466,0.7419449379144425,0.7900651302392113,0.4588680021091262,0.2788569293985805,3861,1493,53,1440
iscx_url2016_binary,s2,r05,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,5.010808900000029,0.61,6847,5354,1493,0.61,0.997809259529721,0.9957010814507048,0.997978436657682,0.9919624916275954,0.9967808625420312,0.998716210451413,0.9975405153707428,0.000560328726186,5351,3,12,1481
iscx_url2016_binary,s2,r05,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,4.652771299999586,0.62,6847,5354,1493,0.62,0.9979553088944064,0.9955529615105831,0.99932478055368,0.9912926992632284,0.9969932825783656,0.9989529021124856,0.997833912960162,0.000186776242062,5353,1,13,1480
