relative_path,bytes,sha256
protocols/dcss_analysis_lock.md,2969,9a22fcb77da7959b5c1160ccd24b38c9df318d260482a551776ba07255fbfd42
protocols/dcss_protocol_lock.md,10576,dc019976c5c19ed399c5a8666754bbe929aae5b84b2698177d12c3e0f7a218ba
protocols/shap_protocol.md,2746,76e92b86a7fc7794c1d8e5d419cbfb74b5a82cf570412a853135bf8860bed1f7
protocols/split_protocol.md,995,4ed9bbbacdd223a164137d1c9179b0f7cae7d81cd58257e9e08b605cac20b8d6
PUBLIC_UPLOAD_CHECKLIST.md,2158,1ee66b9db4657db5af57a14c3d106e9778e8c3e2d7bef128604b2df6e973dfb7
README.md,5955,9c62816da70ee6edea070d8da3367a06f257f7664355223bcee5a9758beaae40
RELEASE_VALIDATION.md,2413,2b253639c769a52216f2b2e72208b0fe37d6dc01984b3565dc21f7d8622213fc
REPRODUCE.md,3581,faef22acb17409c46b5efab6a49c26b434ed21e09fa84a50fffe9a49ccc8efa3
REPRODUCIBILITY_CHECKLIST.md,758,feaa23b50e5bc99d8547cfaaa4b3a65072e806707d788b597db5369f69f282cc
resources/public_suffix_list_tldextract_5.1.3.dat,316061,91aeeed5dfc84a53265d95cfbb0e7bb52df8ed75a24a27568817cd69578a2f80
splits/iscx_url2016_binary_s3_hashed_assignments.parquet,5266410,efff62bcc88d9dcd2fb2e0d777537eaf7d8074eb31b661e587f4983da6b7952d
splits/phiusiil_s3_hashed_assignments.parquet,39867801,097ea8b98597485c6c357c0666378377c95f8f42ae47ccf55adeb723776f8cae
splits/s4_iscx_url2016_binary_to_phiusiil_roles.parquet,19923488,1eda61faee53fa8b2a39b877db3a7454478276930c0db3d2b3ec11855d16440b
splits/s4_phiusiil_to_iscx_url2016_binary_roles.parquet,20296733,de16ee932c4b3a2d322bce2b576cc40640419a7effd4f0b3bdf1248b8c10f7e4
supplementary/figures/Figure_S1.pdf,37448,530ddae7b41fde6af498736f8ab0c7581c86cad69d88f60b79a0db2c1c3a400b
supplementary/figures/figure_s1_external_reliability_diagrams.png,481524,4f38ba9736f04164bdf8850c8635fbe3240cc137086d2ce4cc3c11509b13af96
supplementary/README.md,2385,6819519bd11b41f616e64790bbfcd5c7fed403255132c91871c01097849593dc
supplementary/supplementary_feature_dictionary.csv,3843,10257d8403c0ce8dece75906f3a7fff7a272dd36831c0bc06d70d5a67120c715
supplementary/supplementary_model_candidates.json,1629,054846168ef4303d48504cbbd111b471130f1de8288c7742641630f3f1faba55
supplementary/supplementary_section_s6.md,2153,10259e67b2adcffe2932738706bf9ad3d514580c2602aaf022ec5d196596b98f
supplementary/supplementary_shap_protocol.md,2746,76e92b86a7fc7794c1d8e5d419cbfb74b5a82cf570412a853135bf8860bed1f7
supplementary/tables/table_s1_dataset_audit.csv,243,eb5d997201844d015f422588059c9ad21ddc252d31ef0c016cd8a3f39ed592cb
supplementary/tables/table_s2_internal_regime_performance.csv,3688,65fa39daf5e78639765c5adcc935fb46f3bf3f8e3e6f54ecfda9bd60e0fe5d84
supplementary/tables/table_s3_shap_stability.csv,2488,84d8bba1ca3e1dc28fa6bbe5a9da29443b146cf16bb4b3b3843433bb682d4a73
supplementary/tables/table_s4_s3_feature_methods.csv,3657,39798cb4cb89f6a10cf6057b294fb5eac4f15d49a81ea65df476d01f6070f109
supplementary/tables/table_s5_external_transfer.csv,4528,3f4a5a7f0b2f29cceec42d5dd3f9698c7121c2095fe871d6732fd2b468cbf9b3
supplementary/tables/table_s6_false_positive_domains.csv,1168,537e9d8ff520d571c6174d17a676979d95cb93373d2e6eb7054099e4c3d5a2cd
supplementary/tables/table_s7_low_fpr_operating_points.csv,9588,bd3f6a769a9cbf58799c7ed1ea1ddc4f5d961aa66579cdfb1acb13e6b73ab7e3
supplementary/tables/table_s8_low_fpr_run_level.csv,106371,b0cc954795d4f5c7de6ed3c48e3adfc47d7cf0d79a54ce6d50abd68244134157
tools/generate_manifest.py,1406,c6a8b1daf655029642ebf9da718d7967090167ec559595c62539b6844d96abeb
tools/validate_repository.py,6118,c6ae173a90cb9191c1fffbfbc6a1431ca7306e87f0fe94d050fb5234df07177e
