source_dataset,target_dataset,repetition,model,cohort,comparison,metric,delta
iscx_url2016_binary,phiusiil,r04,rf,primary_domain_filtered,f_stable_minus_f_all,roc_auc,-0.06013381823907171
iscx_url2016_binary,phiusiil,r04,rf,primary_domain_filtered,f_stable_minus_f_all,pr_auc,-0.03408859460617514
iscx_url2016_binary,phiusiil,r04,rf,primary_domain_filtered,f_stable_minus_f_all,recall,-0.010196834415584388
iscx_url2016_binary,phiusiil,r04,rf,primary_domain_filtered,f_stable_minus_f_all,fpr,0.0
iscx_url2016_binary,phiusiil,r04,rf,primary_domain_filtered,f_stable_minus_f_all,balanced_accuracy,-0.005098417207792194
iscx_url2016_binary,phiusiil,r04,rf,primary_domain_filtered,f_stable_minus_f_single,macro_f1,4.074747041449278e-05
iscx_url2016_binary,phiusiil,r04,rf,primary_domain_filtered,f_stable_minus_f_single,roc_auc,0.00438230667222872
iscx_url2016_binary,phiusiil,r04,rf,primary_domain_filtered,f_stable_minus_f_single,pr_auc,0.003306234394605423
iscx_url2016_binary,phiusiil,r04,rf,primary_domain_filtered,f_stable_minus_f_single,recall,0.00019277597402600488
iscx_url2016_binary,phiusiil,r04,rf,primary_domain_filtered,f_stable_minus_f_single,fpr,0.0
iscx_url2016_binary,phiusiil,r04,rf,primary_domain_filtered,f_stable_minus_f_single,balanced_accuracy,9.638798701300244e-05
iscx_url2016_binary,phiusiil,r04,rf,unfiltered,f_single_minus_f_all,macro_f1,-0.002157383679832925
iscx_url2016_binary,phiusiil,r04,rf,unfiltered,f_single_minus_f_all,roc_auc,-0.06643341252748275
iscx_url2016_binary,phiusiil,r04,rf,unfiltered,f_single_minus_f_all,pr_auc,-0.03850409788856973
iscx_url2016_binary,phiusiil,r04,rf,unfiltered,f_single_minus_f_all,recall,-0.010183864320811531
iscx_url2016_binary,phiusiil,r04,rf,unfiltered,f_single_minus_f_all,fpr,0.0
iscx_url2016_binary,phiusiil,r04,rf,unfiltered,f_single_minus_f_all,balanced_accuracy,-0.0050919321604057655
iscx_url2016_binary,phiusiil,r04,rf,unfiltered,f_stable_minus_f_all,macro_f1,-0.002111075220683545
iscx_url2016_binary,phiusiil,r04,rf,unfiltered,f_stable_minus_f_all,roc_auc,-0.06164022416014531
iscx_url2016_binary,phiusiil,r04,rf,unfiltered,f_stable_minus_f_all,pr_auc,-0.03496028926341127
iscx_url2016_binary,phiusiil,r04,rf,unfiltered,f_stable_minus_f_all,recall,-0.009965921699159885
iscx_url2016_binary,phiusiil,r04,rf,unfiltered,f_stable_minus_f_all,fpr,0.0
iscx_url2016_binary,phiusiil,r04,rf,unfiltered,f_stable_minus_f_all,balanced_accuracy,-0.004982960849579943
iscx_url2016_binary,phiusiil,r04,rf,unfiltered,f_stable_minus_f_single,macro_f1,4.630845914938009e-05
iscx_url2016_binary,phiusiil,r04,rf,unfiltered,f_stable_minus_f_single,roc_auc,0.004793188367337442
iscx_url2016_binary,phiusiil,r04,rf,unfiltered,f_stable_minus_f_single,pr_auc,0.003543808625158462
iscx_url2016_binary,phiusiil,r04,rf,unfiltered,f_stable_minus_f_single,recall,0.00021794262165164557
iscx_url2016_binary,phiusiil,r04,rf,unfiltered,f_stable_minus_f_single,fpr,0.0
iscx_url2016_binary,phiusiil,r04,rf,unfiltered,f_stable_minus_f_single,balanced_accuracy,0.00010897131082582279
iscx_url2016_binary,phiusiil,r04,xgb,primary_domain_filtered,f_single_minus_f_all,macro_f1,-0.00013006574033691543
iscx_url2016_binary,phiusiil,r04,xgb,primary_domain_filtered,f_single_minus_f_all,roc_auc,0.01866423801594841
iscx_url2016_binary,phiusiil,r04,xgb,primary_domain_filtered,f_single_minus_f_all,pr_auc,0.028726693845282425
iscx_url2016_binary,phiusiil,r04,xgb,primary_domain_filtered,f_single_minus_f_all,recall,-0.000618912337662314
iscx_url2016_binary,phiusiil,r04,xgb,primary_domain_filtered,f_single_minus_f_all,fpr,0.0
iscx_url2016_binary,phiusiil,r04,xgb,primary_domain_filtered,f_single_minus_f_all,balanced_accuracy,-0.000309456168831157
iscx_url2016_binary,phiusiil,r04,xgb,primary_domain_filtered,f_stable_minus_f_all,macro_f1,-0.0006508088146122137
iscx_url2016_binary,phiusiil,r04,xgb,primary_domain_filtered,f_stable_minus_f_all,roc_auc,-0.08661192091386288
iscx_url2016_binary,phiusiil,r04,xgb,primary_domain_filtered,f_stable_minus_f_all,pr_auc,-0.05577985048355
iscx_url2016_binary,phiusiil,r04,xgb,primary_domain_filtered,f_stable_minus_f_all,recall,-0.003094561688311681
iscx_url2016_binary,phiusiil,r04,xgb,primary_domain_filtered,f_stable_minus_f_all,fpr,0.0
iscx_url2016_binary,phiusiil,r04,xgb,primary_domain_filtered,f_stable_minus_f_all,balanced_accuracy,-0.0015472808441558406
iscx_url2016_binary,phiusiil,r04,xgb,primary_domain_filtered,f_stable_minus_f_single,macro_f1,-0.0005207430742752983
iscx_url2016_binary,phiusiil,r04,xgb,primary_domain_filtered,f_stable_minus_f_single,roc_auc,-0.10527615892981129
iscx_url2016_binary,phiusiil,r04,xgb,primary_domain_filtered,f_stable_minus_f_single,pr_auc,-0.08450654432883242
iscx_url2016_binary,phiusiil,r04,xgb,primary_domain_filtered,f_stable_minus_f_single,recall,-0.002475649350649367
iscx_url2016_binary,phiusiil,r04,xgb,primary_domain_filtered,f_stable_minus_f_single,fpr,0.0
iscx_url2016_binary,phiusiil,r04,xgb,primary_domain_filtered,f_stable_minus_f_single,balanced_accuracy,-0.0012378246753246835
iscx_url2016_binary,phiusiil,r04,xgb,unfiltered,f_single_minus_f_all,macro_f1,-0.00012766463948576945
iscx_url2016_binary,phiusiil,r04,xgb,unfiltered,f_single_minus_f_all,roc_auc,0.017817335502512632
iscx_url2016_binary,phiusiil,r04,xgb,unfiltered,f_single_minus_f_all,pr_auc,0.02764246353668859
iscx_url2016_binary,phiusiil,r04,xgb,unfiltered,f_single_minus_f_all,recall,-0.0006042954509430931
iscx_url2016_binary,phiusiil,r04,xgb,unfiltered,f_single_minus_f_all,fpr,0.0
iscx_url2016_binary,phiusiil,r04,xgb,unfiltered,f_single_minus_f_all,balanced_accuracy,-0.00030214772547154656
iscx_url2016_binary,phiusiil,r04,xgb,unfiltered,f_stable_minus_f_all,macro_f1,-0.0006387875958168143
iscx_url2016_binary,phiusiil,r04,xgb,unfiltered,f_stable_minus_f_all,roc_auc,-0.0875512134504553
iscx_url2016_binary,phiusiil,r04,xgb,unfiltered,f_stable_minus_f_all,pr_auc,-0.056730909142041874
iscx_url2016_binary,phiusiil,r04,xgb,unfiltered,f_stable_minus_f_all,recall,-0.0030214772547154656
iscx_url2016_binary,phiusiil,r04,xgb,unfiltered,f_stable_minus_f_all,fpr,0.0
iscx_url2016_binary,phiusiil,r04,xgb,unfiltered,f_stable_minus_f_all,balanced_accuracy,-0.0015107386273577328
iscx_url2016_binary,phiusiil,r04,xgb,unfiltered,f_stable_minus_f_single,macro_f1,-0.0005111229563310449
iscx_url2016_binary,phiusiil,r04,xgb,unfiltered,f_stable_minus_f_single,roc_auc,-0.10536854895296793
iscx_url2016_binary,phiusiil,r04,xgb,unfiltered,f_stable_minus_f_single,pr_auc,-0.08437337267873046
iscx_url2016_binary,phiusiil,r04,xgb,unfiltered,f_stable_minus_f_single,recall,-0.0024171818037723725
iscx_url2016_binary,phiusiil,r04,xgb,unfiltered,f_stable_minus_f_single,fpr,0.0
iscx_url2016_binary,phiusiil,r04,xgb,unfiltered,f_stable_minus_f_single,balanced_accuracy,-0.0012085909018861862
iscx_url2016_binary,phiusiil,r05,lr,primary_domain_filtered,f_single_minus_f_all,macro_f1,0.0007348907598717092
iscx_url2016_binary,phiusiil,r05,lr,primary_domain_filtered,f_single_minus_f_all,roc_auc,-0.023126333423434342
iscx_url2016_binary,phiusiil,r05,lr,primary_domain_filtered,f_single_minus_f_all,pr_auc,-0.010973108646697038
iscx_url2016_binary,phiusiil,r05,lr,primary_domain_filtered,f_single_minus_f_all,recall,0.003729772002646903
iscx_url2016_binary,phiusiil,r05,lr,primary_domain_filtered,f_single_minus_f_all,fpr,6.679530948494605e-05
iscx_url2016_binary,phiusiil,r05,lr,primary_domain_filtered,f_single_minus_f_all,balanced_accuracy,0.0018314883465809784
iscx_url2016_binary,phiusiil,r05,lr,primary_domain_filtered,f_stable_minus_f_all,macro_f1,-0.0007174659271479977
iscx_url2016_binary,phiusiil,r05,lr,primary_domain_filtered,f_stable_minus_f_all,roc_auc,0.002507458252213546
iscx_url2016_binary,phiusiil,r05,lr,primary_domain_filtered,f_stable_minus_f_all,pr_auc,-0.006537856689839083
iscx_url2016_binary,phiusiil,r05,lr,primary_domain_filtered,f_stable_minus_f_all,recall,-0.002977801840822969
iscx_url2016_binary,phiusiil,r05,lr,primary_domain_filtered,f_stable_minus_f_all,fpr,6.679530948494605e-05
iscx_url2016_binary,phiusiil,r05,lr,primary_domain_filtered,f_stable_minus_f_all,balanced_accuracy,-0.0015222985751539575
iscx_url2016_binary,phiusiil,r05,lr,primary_domain_filtered,f_stable_minus_f_single,macro_f1,-0.0014523566870197069
iscx_url2016_binary,phiusiil,r05,lr,primary_domain_filtered,f_stable_minus_f_single,roc_auc,0.025633791675647888
iscx_url2016_binary,phiusiil,r05,lr,primary_domain_filtered,f_stable_minus_f_single,pr_auc,0.004435251956857955
iscx_url2016_binary,phiusiil,r05,lr,primary_domain_filtered,f_stable_minus_f_single,recall,-0.006707573843469872
iscx_url2016_binary,phiusiil,r05,lr,primary_domain_filtered,f_stable_minus_f_single,fpr,0.0
iscx_url2016_binary,phiusiil,r05,lr,primary_domain_filtered,f_stable_minus_f_single,balanced_accuracy,-0.003353786921734936
iscx_url2016_binary,phiusiil,r05,lr,unfiltered,f_single_minus_f_all,macro_f1,0.0007186704502069041
iscx_url2016_binary,phiusiil,r05,lr,unfiltered,f_single_minus_f_all,roc_auc,-0.0231816868305057
iscx_url2016_binary,phiusiil,r05,lr,unfiltered,f_single_minus_f_all,pr_auc,-0.011120605326710942
iscx_url2016_binary,phiusiil,r05,lr,unfiltered,f_single_minus_f_all,recall,0.003645585671263163
iscx_url2016_binary,phiusiil,r05,lr,unfiltered,f_single_minus_f_all,fpr,6.674131806683192e-05
iscx_url2016_binary,phiusiil,r05,lr,unfiltered,f_single_minus_f_all,balanced_accuracy,0.001789422176598221
iscx_url2016_binary,phiusiil,r05,lr,unfiltered,f_stable_minus_f_all,macro_f1,-0.0007176729841535945
iscx_url2016_binary,phiusiil,r05,lr,unfiltered,f_stable_minus_f_all,roc_auc,0.00218980720022266
iscx_url2016_binary,phiusiil,r05,lr,unfiltered,f_stable_minus_f_all,pr_auc,-0.0066118743565583005
iscx_url2016_binary,phiusiil,r05,lr,unfiltered,f_stable_minus_f_all,recall,-0.002971944840703844
iscx_url2016_binary,phiusiil,r05,lr,unfiltered,f_stable_minus_f_all,fpr,6.674131806683192e-05
iscx_url2016_binary,phiusiil,r05,lr,unfiltered,f_stable_minus_f_all,balanced_accuracy,-0.0015193430793852825
iscx_url2016_binary,phiusiil,r05,lr,unfiltered,f_stable_minus_f_single,macro_f1,-0.0014363434343604986
iscx_url2016_binary,phiusiil,r05,lr,unfiltered,f_stable_minus_f_single,roc_auc,0.02537149403072836
iscx_url2016_binary,phiusiil,r05,lr,unfiltered,f_stable_minus_f_single,pr_auc,0.004508730970152641
iscx_url2016_binary,phiusiil,r05,lr,unfiltered,f_stable_minus_f_single,recall,-0.006617530511967007
iscx_url2016_binary,phiusiil,r05,lr,unfiltered,f_stable_minus_f_single,fpr,0.0
iscx_url2016_binary,phiusiil,r05,lr,unfiltered,f_stable_minus_f_single,balanced_accuracy,-0.0033087652559835035
iscx_url2016_binary,phiusiil,r05,rf,primary_domain_filtered,f_single_minus_f_all,macro_f1,-0.0023041416808847748
iscx_url2016_binary,phiusiil,r05,rf,primary_domain_filtered,f_single_minus_f_all,roc_auc,0.02021537946415297
iscx_url2016_binary,phiusiil,r05,rf,primary_domain_filtered,f_single_minus_f_all,pr_auc,0.0108790155092649
iscx_url2016_binary,phiusiil,r05,rf,primary_domain_filtered,f_single_minus_f_all,recall,-0.010858449136738169
iscx_url2016_binary,phiusiil,r05,rf,primary_domain_filtered,f_single_minus_f_all,fpr,0.0
iscx_url2016_binary,phiusiil,r05,rf,primary_domain_filtered,f_single_minus_f_all,balanced_accuracy,-0.005429224568369084
iscx_url2016_binary,phiusiil,r05,rf,primary_domain_filtered,f_stable_minus_f_all,macro_f1,-0.002088622190206557
iscx_url2016_binary,phiusiil,r05,rf,primary_domain_filtered,f_stable_minus_f_all,roc_auc,0.02549979737174124
iscx_url2016_binary,phiusiil,r05,rf,primary_domain_filtered,f_stable_minus_f_all,pr_auc,0.01301045679374141
iscx_url2016_binary,phiusiil,r05,rf,primary_domain_filtered,f_stable_minus_f_all,recall,-0.009845795985481853
iscx_url2016_binary,phiusiil,r05,rf,primary_domain_filtered,f_stable_minus_f_all,fpr,0.0
iscx_url2016_binary,phiusiil,r05,rf,primary_domain_filtered,f_stable_minus_f_all,balanced_accuracy,-0.004922897992740927
iscx_url2016_binary,phiusiil,r05,rf,primary_domain_filtered,f_stable_minus_f_single,macro_f1,0.00021551949067821763
iscx_url2016_binary,phiusiil,r05,rf,primary_domain_filtered,f_stable_minus_f_single,roc_auc,0.005284417907588268
iscx_url2016_binary,phiusiil,r05,rf,primary_domain_filtered,f_stable_minus_f_single,pr_auc,0.0021314412844765096
iscx_url2016_binary,phiusiil,r05,rf,primary_domain_filtered,f_stable_minus_f_single,recall,0.0010126531512563153
iscx_url2016_binary,phiusiil,r05,rf,primary_domain_filtered,f_stable_minus_f_single,fpr,0.0
iscx_url2016_binary,phiusiil,r05,rf,primary_domain_filtered,f_stable_minus_f_single,balanced_accuracy,0.0005063265756281576
iscx_url2016_binary,phiusiil,r05,rf,unfiltered,f_single_minus_f_all,macro_f1,-0.0022843975353832313
iscx_url2016_binary,phiusiil,r05,rf,unfiltered,f_single_minus_f_all,roc_auc,0.02021468358723466
iscx_url2016_binary,phiusiil,r05,rf,unfiltered,f_single_minus_f_all,pr_auc,0.010910416706013282
iscx_url2016_binary,phiusiil,r05,rf,unfiltered,f_single_minus_f_all,recall,-0.010738627357743002
iscx_url2016_binary,phiusiil,r05,rf,unfiltered,f_single_minus_f_all,fpr,0.0
iscx_url2016_binary,phiusiil,r05,rf,unfiltered,f_single_minus_f_all,balanced_accuracy,-0.00536931367887139
iscx_url2016_binary,phiusiil,r05,rf,unfiltered,f_stable_minus_f_all,macro_f1,-0.002070926058812761
iscx_url2016_binary,phiusiil,r05,rf,unfiltered,f_stable_minus_f_all,roc_auc,0.025320765079562935
iscx_url2016_binary,phiusiil,r05,rf,unfiltered,f_stable_minus_f_all,pr_auc,0.012952710926529665
iscx_url2016_binary,phiusiil,r05,rf,unfiltered,f_stable_minus_f_all,recall,-0.00973807259470616
iscx_url2016_binary,phiusiil,r05,rf,unfiltered,f_stable_minus_f_all,fpr,0.0
iscx_url2016_binary,phiusiil,r05,rf,unfiltered,f_stable_minus_f_all,balanced_accuracy,-0.004869036297352969
iscx_url2016_binary,phiusiil,r05,rf,unfiltered,f_stable_minus_f_single,macro_f1,0.0002134714765704704
iscx_url2016_binary,phiusiil,r05,rf,unfiltered,f_stable_minus_f_single,roc_auc,0.005106081492328274
iscx_url2016_binary,phiusiil,r05,rf,unfiltered,f_stable_minus_f_single,pr_auc,0.002042294220516383
iscx_url2016_binary,phiusiil,r05,rf,unfiltered,f_stable_minus_f_single,recall,0.0010005547630368428
iscx_url2016_binary,phiusiil,r05,rf,unfiltered,f_stable_minus_f_single,fpr,0.0
iscx_url2016_binary,phiusiil,r05,rf,unfiltered,f_stable_minus_f_single,balanced_accuracy,0.0005002773815184214
iscx_url2016_binary,phiusiil,r05,xgb,primary_domain_filtered,f_single_minus_f_all,macro_f1,0.0008599239393436986
iscx_url2016_binary,phiusiil,r05,xgb,primary_domain_filtered,f_single_minus_f_all,roc_auc,-0.10696745031876642
iscx_url2016_binary,phiusiil,r05,xgb,primary_domain_filtered,f_single_minus_f_all,pr_auc,-0.10804090619113194
iscx_url2016_binary,phiusiil,r05,xgb,primary_domain_filtered,f_single_minus_f_all,recall,0.004070665142673957
iscx_url2016_binary,phiusiil,r05,xgb,primary_domain_filtered,f_single_minus_f_all,fpr,0.0
iscx_url2016_binary,phiusiil,r05,xgb,primary_domain_filtered,f_single_minus_f_all,balanced_accuracy,0.0020353325713369785
iscx_url2016_binary,phiusiil,r05,xgb,primary_domain_filtered,f_stable_minus_f_all,macro_f1,0.0009297270795878831
iscx_url2016_binary,phiusiil,r05,xgb,primary_domain_filtered,f_stable_minus_f_all,roc_auc,-0.10991010191692585
iscx_url2016_binary,phiusiil,r05,xgb,primary_domain_filtered,f_stable_minus_f_all,pr_auc,-0.09300957144735505
iscx_url2016_binary,phiusiil,r05,xgb,primary_domain_filtered,f_stable_minus_f_all,recall,0.004401532013876497
iscx_url2016_binary,phiusiil,r05,xgb,primary_domain_filtered,f_stable_minus_f_all,fpr,0.0
iscx_url2016_binary,phiusiil,r05,xgb,primary_domain_filtered,f_stable_minus_f_all,balanced_accuracy,0.0022007660069382484
iscx_url2016_binary,phiusiil,r05,xgb,primary_domain_filtered,f_stable_minus_f_single,macro_f1,6.980314024418455e-05
iscx_url2016_binary,phiusiil,r05,xgb,primary_domain_filtered,f_stable_minus_f_single,roc_auc,-0.0029426515981594292
iscx_url2016_binary,phiusiil,r05,xgb,primary_domain_filtered,f_stable_minus_f_single,pr_auc,0.01503133474377688
iscx_url2016_binary,phiusiil,r05,xgb,primary_domain_filtered,f_stable_minus_f_single,recall,0.00033086687120253977
iscx_url2016_binary,phiusiil,r05,xgb,primary_domain_filtered,f_stable_minus_f_single,fpr,0.0
iscx_url2016_binary,phiusiil,r05,xgb,primary_domain_filtered,f_stable_minus_f_single,balanced_accuracy,0.00016543343560126988
iscx_url2016_binary,phiusiil,r05,xgb,unfiltered,f_single_minus_f_all,macro_f1,0.0008601921805940771
iscx_url2016_binary,phiusiil,r05,xgb,unfiltered,f_single_minus_f_all,roc_auc,-0.10719338565404374
iscx_url2016_binary,phiusiil,r05,xgb,unfiltered,f_single_minus_f_all,pr_auc,-0.10841717797845285
iscx_url2016_binary,phiusiil,r05,xgb,unfiltered,f_single_minus_f_all,recall,0.004061657948961739
iscx_url2016_binary,phiusiil,r05,xgb,unfiltered,f_single_minus_f_all,fpr,0.0
iscx_url2016_binary,phiusiil,r05,xgb,unfiltered,f_single_minus_f_all,balanced_accuracy,0.0020308289744808694
iscx_url2016_binary,phiusiil,r05,xgb,unfiltered,f_stable_minus_f_all,macro_f1,0.0009293357367408106
iscx_url2016_binary,phiusiil,r05,xgb,unfiltered,f_stable_minus_f_all,roc_auc,-0.10960704774689839
iscx_url2016_binary,phiusiil,r05,xgb,unfiltered,f_stable_minus_f_all,pr_auc,-0.09246628125561573
iscx_url2016_binary,phiusiil,r05,xgb,unfiltered,f_stable_minus_f_all,recall,0.004388571881439152
iscx_url2016_binary,phiusiil,r05,xgb,unfiltered,f_stable_minus_f_all,fpr,0.0
iscx_url2016_binary,phiusiil,r05,xgb,unfiltered,f_stable_minus_f_all,balanced_accuracy,0.002194285940719576
iscx_url2016_binary,phiusiil,r05,xgb,unfiltered,f_stable_minus_f_single,macro_f1,6.914355614673351e-05
iscx_url2016_binary,phiusiil,r05,xgb,unfiltered,f_stable_minus_f_single,roc_auc,-0.0024136620928546515
iscx_url2016_binary,phiusiil,r05,xgb,unfiltered,f_stable_minus_f_single,pr_auc,0.015950896722837116
iscx_url2016_binary,phiusiil,r05,xgb,unfiltered,f_stable_minus_f_single,recall,0.00032691393247741285
iscx_url2016_binary,phiusiil,r05,xgb,unfiltered,f_stable_minus_f_single,fpr,0.0
iscx_url2016_binary,phiusiil,r05,xgb,unfiltered,f_stable_minus_f_single,balanced_accuracy,0.00016345696623870642
iscx_url2016_binary,phiusiil,r06,lr,primary_domain_filtered,f_single_minus_f_all,macro_f1,-0.0014576749331622896
iscx_url2016_binary,phiusiil,r06,lr,primary_domain_filtered,f_single_minus_f_all,roc_auc,-0.05511877627083317
iscx_url2016_binary,phiusiil,r06,lr,primary_domain_filtered,f_single_minus_f_all,pr_auc,-0.03314223009961459
iscx_url2016_binary,phiusiil,r06,lr,primary_domain_filtered,f_single_minus_f_all,recall,-0.006493835415210314
iscx_url2016_binary,phiusiil,r06,lr,primary_domain_filtered,f_single_minus_f_all,fpr,5.937404908762378e-05
iscx_url2016_binary,phiusiil,r06,lr,primary_domain_filtered,f_single_minus_f_all,balanced_accuracy,-0.003276604732148858
iscx_url2016_binary,phiusiil,r06,lr,primary_domain_filtered,f_stable_minus_f_all,macro_f1,-0.0060576275418045555
iscx_url2016_binary,phiusiil,r06,lr,primary_domain_filtered,f_stable_minus_f_all,roc_auc,-0.081839356939794
iscx_url2016_binary,phiusiil,r06,lr,primary_domain_filtered,f_stable_minus_f_all,pr_auc,-0.05987520638611393
iscx_url2016_binary,phiusiil,r06,lr,primary_domain_filtered,f_stable_minus_f_all,recall,-0.027758360433192464
iscx_url2016_binary,phiusiil,r06,lr,primary_domain_filtered,f_stable_minus_f_all,fpr,5.937404908762378e-05
iscx_url2016_binary,phiusiil,r06,lr,primary_domain_filtered,f_stable_minus_f_all,balanced_accuracy,-0.013908867241139933
iscx_url2016_binary,phiusiil,r06,lr,primary_domain_filtered,f_stable_minus_f_single,macro_f1,-0.004599952608642266
iscx_url2016_binary,phiusiil,r06,lr,primary_domain_filtered,f_stable_minus_f_single,roc_auc,-0.026720580668960825
iscx_url2016_binary,phiusiil,r06,lr,primary_domain_filtered,f_stable_minus_f_single,pr_auc,-0.026732976286499344
iscx_url2016_binary,phiusiil,r06,lr,primary_domain_filtered,f_stable_minus_f_single,recall,-0.02126452501798215
iscx_url2016_binary,phiusiil,r06,lr,primary_domain_filtered,f_stable_minus_f_single,fpr,0.0
iscx_url2016_binary,phiusiil,r06,lr,primary_domain_filtered,f_stable_minus_f_single,balanced_accuracy,-0.010632262508991075
iscx_url2016_binary,phiusiil,r06,lr,unfiltered,f_single_minus_f_all,macro_f1,-0.0014936498935711473
iscx_url2016_binary,phiusiil,r06,lr,unfiltered,f_single_minus_f_all,roc_auc,-0.055109536349646604
iscx_url2016_binary,phiusiil,r06,lr,unfiltered,f_single_minus_f_all,pr_auc,-0.033130242203200544
iscx_url2016_binary,phiusiil,r06,lr,unfiltered,f_single_minus_f_all,recall,-0.006617530511967007
iscx_url2016_binary,phiusiil,r06,lr,unfiltered,f_single_minus_f_all,fpr,5.932561605959119e-05
iscx_url2016_binary,phiusiil,r06,lr,unfiltered,f_single_minus_f_all,balanced_accuracy,-0.003338428064013188
iscx_url2016_binary,phiusiil,r06,lr,unfiltered,f_stable_minus_f_all,macro_f1,-0.005996227231287454
iscx_url2016_binary,phiusiil,r06,lr,unfiltered,f_stable_minus_f_all,roc_auc,-0.08109025824581007
iscx_url2016_binary,phiusiil,r06,lr,unfiltered,f_stable_minus_f_all,pr_auc,-0.059078727974587075
iscx_url2016_binary,phiusiil,r06,lr,unfiltered,f_stable_minus_f_all,recall,-0.027292360120462877
iscx_url2016_binary,phiusiil,r06,lr,unfiltered,f_stable_minus_f_all,fpr,5.932561605959119e-05
iscx_url2016_binary,phiusiil,r06,lr,unfiltered,f_stable_minus_f_all,balanced_accuracy,-0.013675842868261123
iscx_url2016_binary,phiusiil,r06,lr,unfiltered,f_stable_minus_f_single,macro_f1,-0.004502577337716307
iscx_url2016_binary,phiusiil,r06,lr,unfiltered,f_stable_minus_f_single,roc_auc,-0.02598072189616346
iscx_url2016_binary,phiusiil,r06,lr,unfiltered,f_stable_minus_f_single,pr_auc,-0.02594848577138653
iscx_url2016_binary,phiusiil,r06,lr,unfiltered,f_stable_minus_f_single,recall,-0.02067482960849587
iscx_url2016_binary,phiusiil,r06,lr,unfiltered,f_stable_minus_f_single,fpr,0.0
iscx_url2016_binary,phiusiil,r06,lr,unfiltered,f_stable_minus_f_single,balanced_accuracy,-0.010337414804247935
iscx_url2016_binary,phiusiil,r06,rf,primary_domain_filtered,f_single_minus_f_all,macro_f1,-0.0017838769829447987
iscx_url2016_binary,phiusiil,r06,rf,primary_domain_filtered,f_single_minus_f_all,roc_auc,0.062113553533393484
iscx_url2016_binary,phiusiil,r06,rf,primary_domain_filtered,f_single_minus_f_all,pr_auc,0.028796552211187765
iscx_url2016_binary,phiusiil,r06,rf,primary_domain_filtered,f_single_minus_f_all,recall,-0.00845920838018821
iscx_url2016_binary,phiusiil,r06,rf,primary_domain_filtered,f_single_minus_f_all,fpr,0.0
iscx_url2016_binary,phiusiil,r06,rf,primary_domain_filtered,f_single_minus_f_all,balanced_accuracy,-0.004229604190094105
iscx_url2016_binary,phiusiil,r06,rf,primary_domain_filtered,f_stable_minus_f_all,macro_f1,-0.0031873832561051807
iscx_url2016_binary,phiusiil,r06,rf,primary_domain_filtered,f_stable_minus_f_all,roc_auc,0.02423906576412571
iscx_url2016_binary,phiusiil,r06,rf,primary_domain_filtered,f_stable_minus_f_all,pr_auc,0.010567359511792718
iscx_url2016_binary,phiusiil,r06,rf,primary_domain_filtered,f_stable_minus_f_all,recall,-0.015084744045628984
iscx_url2016_binary,phiusiil,r06,rf,primary_domain_filtered,f_stable_minus_f_all,fpr,0.0
iscx_url2016_binary,phiusiil,r06,rf,primary_domain_filtered,f_stable_minus_f_all,balanced_accuracy,-0.007542372022814492
iscx_url2016_binary,phiusiil,r06,rf,primary_domain_filtered,f_stable_minus_f_single,macro_f1,-0.001403506273160382
iscx_url2016_binary,phiusiil,r06,rf,primary_domain_filtered,f_stable_minus_f_single,roc_auc,-0.03787448776926777
iscx_url2016_binary,phiusiil,r06,rf,primary_domain_filtered,f_stable_minus_f_single,pr_auc,-0.018229192699395047
iscx_url2016_binary,phiusiil,r06,rf,primary_domain_filtered,f_stable_minus_f_single,recall,-0.006625535665440774
iscx_url2016_binary,phiusiil,r06,rf,primary_domain_filtered,f_stable_minus_f_single,fpr,0.0
iscx_url2016_binary,phiusiil,r06,rf,primary_domain_filtered,f_stable_minus_f_single,balanced_accuracy,-0.003312767832720387
iscx_url2016_binary,phiusiil,r06,rf,unfiltered,f_single_minus_f_all,macro_f1,-0.0017550541227234762
iscx_url2016_binary,phiusiil,r06,rf,unfiltered,f_single_minus_f_all,roc_auc,0.06182670330932055
iscx_url2016_binary,phiusiil,r06,rf,unfiltered,f_single_minus_f_all,pr_auc,0.0287786201704896
iscx_url2016_binary,phiusiil,r06,rf,unfiltered,f_single_minus_f_all,recall,-0.0082818196227612
iscx_url2016_binary,phiusiil,r06,rf,unfiltered,f_single_minus_f_all,fpr,0.0
iscx_url2016_binary,phiusiil,r06,rf,unfiltered,f_single_minus_f_all,balanced_accuracy,-0.0041409098113806
iscx_url2016_binary,phiusiil,r06,rf,unfiltered,f_stable_minus_f_all,macro_f1,-0.0031489409951274694
iscx_url2016_binary,phiusiil,r06,rf,unfiltered,f_stable_minus_f_all,roc_auc,0.023630223447737242
iscx_url2016_binary,phiusiil,r06,rf,unfiltered,f_stable_minus_f_all,pr_auc,0.01032371708544444
iscx_url2016_binary,phiusiil,r06,rf,unfiltered,f_stable_minus_f_all,recall,-0.014830004755111759
iscx_url2016_binary,phiusiil,r06,rf,unfiltered,f_stable_minus_f_all,fpr,0.0
iscx_url2016_binary,phiusiil,r06,rf,unfiltered,f_stable_minus_f_all,balanced_accuracy,-0.007415002377555879
iscx_url2016_binary,phiusiil,r06,rf,unfiltered,f_stable_minus_f_single,macro_f1,-0.0013938868724039932
iscx_url2016_binary,phiusiil,r06,rf,unfiltered,f_stable_minus_f_single,roc_auc,-0.03819647986158331
