source_dataset,target_dataset,repetition,model,fpr_budget,threshold_selected_on_source_validation,evaluation_scope,alerts_per_10000_benign,n_samples,n_benign,n_phishing,threshold,accuracy,balanced_accuracy,precision,recall,macro_f1,roc_auc,pr_auc,fpr,tn,fp,fn,tp
phiusiil,iscx_url2016_binary,r05,lr,0.001,0.9997480304550767,external_primary,9247.77281157834,41352,32889,8463,0.9997480304550767,0.263397175469143,0.5349527277301933,0.21677439291324388,0.9946827366182205,0.24785666885980062,0.5533758154656012,0.22383515999272832,0.924777281157834,2474,30415,45,8418
phiusiil,iscx_url2016_binary,r05,lr,0.01,0.8763106578977081,source_validation,99.86585184081085,35674,20127,15547,0.8763106578977081,0.9881986881201996,0.9879313874105322,0.9870556414219475,0.9858493600051457,0.9879992390630647,0.9950182696729183,0.996739868327655,0.009986585184081085,19926,201,220,15327
phiusiil,iscx_url2016_binary,r05,lr,0.01,0.8763106578977081,source_s3_test,108.80906245342078,35674,20127,15547,0.8763106578977081,0.9870213600941863,0.9867123737892733,0.9858909934286819,0.9843056538238889,0.9868014310953892,0.9930981938709904,0.995469854426646,0.010880906245342077,19908,219,244,15303
phiusiil,iscx_url2016_binary,r05,lr,0.01,0.8763106578977081,external_primary,9365.745385995318,41352,32889,8463,0.8763106578977081,0.2544979686593151,0.5302357130941843,0.21503019800718637,0.9970459647879003,0.23648244172396443,0.5533758154656012,0.22383515999272832,0.9365745385995318,2086,30803,25,8438
phiusiil,iscx_url2016_binary,r05,rf,0.001,0.9832924414856091,source_validation,9.936900680677697,35674,20127,15547,0.9832924414856091,0.894292762235802,0.8788689490098331,0.9983073798239676,0.758731588087734,0.888226195460356,0.9991106515435693,0.9988358206331924,0.0009936900680677697,20107,20,3751,11796
phiusiil,iscx_url2016_binary,r05,rf,0.001,0.9832924414856091,source_s3_test,7.949520544542157,35674,20127,15547,0.9832924414856091,0.9235858047878006,0.9124474458226475,0.9987551544386525,0.8256898436997492,0.9202709893523383,0.9988699212243841,0.9986836837543235,0.0007949520544542157,20111,16,2710,12837
phiusiil,iscx_url2016_binary,r05,rf,0.001,0.9832924414856091,external_primary,9951.047462677492,41352,32889,8463,0.9832924414856091,0.2053588701876572,0.4946489739061821,0.20290313938478774,0.9844026940801134,0.17308029039456757,0.45200765660346715,0.1892959874053025,0.9951047462677491,161,32728,132,8331
phiusiil,iscx_url2016_binary,r05,rf,0.01,0.7661270343719967,source_validation,99.86585184081085,35674,20127,15547,0.7661270343719967,0.9921791781129113,0.9924981848634171,0.9871729419272495,0.9949829549109153,0.9920551653117569,0.9991106515435693,0.9988358206331924,0.009986585184081085,19926,201,78,15469
phiusiil,iscx_url2016_binary,r05,rf,0.01,0.7661270343719967,source_s3_test,125.20494857653898,35674,20127,15547,0.7661270343719967,0.9896563323428827,0.9899769687543595,0.9839306210942482,0.9924744323663729,0.989493211329137,0.9988699212243841,0.9986836837543235,0.012520494857653898,19875,252,117,15430
phiusiil,iscx_url2016_binary,r05,rf,0.01,0.7661270343719967,external_primary,10000.0,41352,32889,8463,0.7661270343719967,0.2043673824724318,0.49929103154909604,0.2044267053701016,0.9985820630981921,0.16968857297753148,0.45200765660346715,0.1892959874053025,1.0,0,32889,12,8451
phiusiil,iscx_url2016_binary,r05,xgb,0.001,0.9046146273612976,source_validation,9.440055646643811,35674,20127,15547,0.9046146273612976,0.994645960643606,0.9939963834014975,0.9987657528907367,0.9889367723676593,0.9945500286179859,0.9992516517349026,0.9993841762659622,0.0009440055646643812,20108,19,172,15375
phiusiil,iscx_url2016_binary,r05,xgb,0.001,0.9046146273612976,source_s3_test,16.3958861231182,35674,20127,15547,0.9046146273612976,0.9935807590962605,0.9928767387870454,0.9978549141965679,0.9873930661864025,0.9934652458235724,0.9993950151918349,0.9994581751842544,0.00163958861231182,20094,33,196,15351
phiusiil,iscx_url2016_binary,r05,xgb,0.001,0.9046146273612976,external_primary,10000.0,41352,32889,8463,0.9046146273612976,0.20441574772683305,0.4994091929575801,0.20446519278215858,0.9988183859151601,0.1697219154703343,0.07946695850583711,0.11468216576870821,1.0,0,32889,10,8453
phiusiil,iscx_url2016_binary,r05,xgb,0.01,0.5249492526054382,source_validation,99.86585184081085,35674,20127,15547,0.5249492526054382,0.9923473678309133,0.9926911481360742,0.9871778514927277,0.9953688814562295,0.9922263536256073,0.9992516517349026,0.9993841762659622,0.009986585184081085,19926,201,72,15475
phiusiil,iscx_url2016_binary,r05,xgb,0.01,0.5249492526054382,source_s3_test,113.28066775972574,35674,20127,15547,0.5249492526054382,0.9915344508605707,0.9919560862492428,0.9854786319342717,0.9952402392744581,0.9914021046972941,0.9993950151918349,0.9994581751842544,0.011328066775972574,19899,228,74,15473
phiusiil,iscx_url2016_binary,r05,xgb,0.01,0.5249492526054382,external_primary,10000.0,41352,32889,8463,0.5249492526054382,0.2046333913716386,0.499940919295758,0.20463834006432735,0.999881838591516,0.16987192355562694,0.07946695850583711,0.11468216576870821,1.0,0,32889,1,8462
phiusiil,iscx_url2016_binary,r06,lr,0.001,0.9996301312805722,source_validation,9.936900680677697,35674,20127,15547,0.9996301312805722,0.9476369344620732,0.9400704669875779,0.9985421677964866,0.8811346240432237,0.9458910707839423,0.993153996659707,0.9954880540575515,0.0009936900680677697,20107,20,1848,13699
phiusiil,iscx_url2016_binary,r06,lr,0.001,0.9996301312805722,source_s3_test,8.943210612609928,35674,20127,15547,0.9996301312805722,0.9704266412513315,0.9662023538451333,0.9987610132158591,0.9332990287515276,0.9696797628281278,0.9946993454623538,0.996506774252341,0.0008943210612609927,20109,18,1037,14510
phiusiil,iscx_url2016_binary,r06,lr,0.001,0.9996301312805722,external_primary,9293.229026166711,41919,33363,8556,0.9996301312805722,0.25938118752832845,0.5329425692620244,0.21546052631578946,0.9952080411407199,0.24305131024043314,0.5489368021367014,0.22149928518125928,0.9293229026166712,2358,31005,41,8515
phiusiil,iscx_url2016_binary,r06,lr,0.01,0.9001919652903448,source_validation,99.86585184081085,35674,20127,15547,0.9001919652903448,0.987441834389191,0.9870630526835753,0.9870330946390555,0.9841126905512317,0.9872270519416666,0.993153996659707,0.9954880540575515,0.009986585184081085,19926,201,247,15300
phiusiil,iscx_url2016_binary,r06,lr,0.01,0.9001919652903448,source_s3_test,88.4384160580315,35674,20127,15547,0.9001919652903448,0.9865167909401805,0.9858334339279147,0.9884580469459214,0.9805107094616324,0.9862781033814524,0.9946993454623538,0.996506774252341,0.00884384160580315,19949,178,303,15244
phiusiil,iscx_url2016_binary,r06,lr,0.01,0.9001919652903448,external_primary,9395.438060126487,41919,33363,8556,0.9001919652903448,0.25167585104606505,0.5288840109721703,0.21397226610496753,0.9973118279569892,0.23314682710084872,0.5489368021367014,0.22149928518125928,0.9395438060126488,2017,31346,23,8533
phiusiil,iscx_url2016_binary,r06,rf,0.001,0.9855833333333333,source_validation,9.936900680677697,35674,20127,15547,0.9855833333333333,0.9418063575713405,0.9333810735354651,0.9985197246687884,0.8677558371389978,0.9397335302243093,0.998987897552286,0.9988231888272439,0.0009936900680677697,20107,20,2056,13491
phiusiil,iscx_url2016_binary,r06,rf,0.001,0.9855833333333333,source_s3_test,3.477915238237194,35674,20127,15547,0.9855833333333333,0.9376576778606268,0.9285261749912881,0.9994751443353078,0.8574001415064,0.9353142894056281,0.9992495297492939,0.9990911195382496,0.0003477915238237194,20120,7,2217,13330
phiusiil,iscx_url2016_binary,r06,rf,0.001,0.9855833333333333,external_primary,9999.700266762582,41919,33363,8556,0.9855833333333333,0.20143610296047137,0.49341143359969236,0.2019614878603038,0.9867928938756428,0.16767944135874163,0.47314012548467216,0.19529010950129994,0.9999700266762581,1,33362,113,8443
phiusiil,iscx_url2016_binary,r06,rf,0.01,0.7858070807710176,source_validation,99.86585184081085,35674,20127,15547,0.7858070807710176,0.9903571228345573,0.9904077494096317,0.98711951297661,0.9908020840033447,0.9901996524170752,0.998987897552286,0.9988231888272439,0.009986585184081085,19926,201,143,15404
phiusiil,iscx_url2016_binary,r06,rf,0.01,0.7858070807710176,source_s3_test,101.8532319769464,35674,20127,15547,0.7858070807710176,0.991085944945899,0.9912731967661106,0.9868917449964831,0.9927317167299158,0.9909425922046431,0.9992495297492939,0.9990911195382496,0.01018532319769464,19922,205,113,15434
phiusiil,iscx_url2016_binary,r06,rf,0.01,0.7858070807710176,external_primary,10000.0,41919,33363,8556,0.7858070807710176,0.20382165605095542,0.4992987377279102,0.203880020044384,0.9985974754558204,0.1693121693121693,0.47314012548467216,0.19529010950129994,1.0,0,33363,12,8544
phiusiil,iscx_url2016_binary,r06,xgb,0.001,0.9205304384231567,source_validation,9.440055646643811,35674,20127,15547,0.9205304384231567,0.9926557156472501,0.9917129846750551,0.9987600339359133,0.9843699749147745,0.992520071891784,0.9994813103385128,0.9995550355359867,0.0009440055646643812,20108,19,243,15304
phiusiil,iscx_url2016_binary,r06,xgb,0.001,0.9205304384231567,source_s3_test,7.452675510508272,35674,20127,15547,0.9205304384231567,0.9943095812076022,0.9935811836812186,0.999024326785482,0.9879076349134881,0.9942067429254831,0.9995048583068237,0.9995081807834978,0.0007452675510508272,20112,15,188,15359
phiusiil,iscx_url2016_binary,r06,xgb,0.001,0.9205304384231567,external_primary,10000.0,41919,33363,8556,0.9205304384231567,0.20384551158186026,0.4993571762505844,0.20389901689414908,0.9987143525011688,0.16932863031071654,0.0983882023820679,0.11613499079383016,1.0,0,33363,11,8545
phiusiil,iscx_url2016_binary,r06,xgb,0.01,0.5110791325569153,source_validation,99.86585184081085,35674,20127,15547,0.5110791325569153,0.9924034310702472,0.9927554692269599,0.9871794871794872,0.9954975236380009,0.9922834130525016,0.9994813103385128,0.9995550355359867,0.009986585184081085,19926,201,70,15477
phiusiil,iscx_url2016_binary,r06,xgb,0.01,0.5110791325569153,source_s3_test,110.29959755552242,35674,20127,15547,0.5110791325569153,0.9918427986769075,0.9922659424866672,0.985859872611465,0.9955618447288866,0.9917152145356609,0.9995048583068237,0.9995081807834978,0.011029959755552243,19905,222,69,15478
phiusiil,iscx_url2016_binary,r06,xgb,0.01,0.5110791325569153,external_primary,10000.0,41919,33363,8556,0.5110791325569153,0.2041079224218135,0.5,0.2041079224218135,1.0,0.16950965824665676,0.0983882023820679,0.11613499079383016,1.0,0,33363,0,8556
phiusiil,iscx_url2016_binary,r07,lr,0.001,0.9996728318445892,source_validation,9.936900680677697,35675,20127,15548,0.9996728318445892,0.9706517168885774,0.9664763991131233,0.9986245787772505,0.9339464882943144,0.9699140894575067,0.9949278378923626,0.9965874933154567,0.0009936900680677697,20107,20,1027,14521
phiusiil,iscx_url2016_binary,r07,lr,0.001,0.9996728318445892,source_s3_test,10.43374571471158,35674,20127,15547,0.9996728318445892,0.9495430845994282,0.942264702371433,0.9984770469214591,0.8855727793143372,0.9478985200924711,0.9935198298548478,0.9956821831457257,0.001043374571471158,20106,21,1779,13768
phiusiil,iscx_url2016_binary,r07,lr,0.001,0.9996728318445892,external_primary,9284.777103103164,41233,32773,8460,0.9996728318445892,0.2609802827832076,0.5332197736864493,0.21667610564794315,0.9949172576832152,0.24459335672712412,0.5505019556042031,0.22324915647009475,0.9284777103103165,2344,30429,43,8417
phiusiil,iscx_url2016_binary,r07,lr,0.01,0.8970766168470069,source_validation,99.86585184081085,35675,20127,15548,0.8970766168470069,0.9863209530483532,0.9857772245162693,0.987000388048118,0.9815410342166195,0.9860829834507301,0.9949278378923626,0.9965874933154567,0.009986585184081085,19926,201,287,15261
phiusiil,iscx_url2016_binary,r07,lr,0.01,0.8970766168470069,source_s3_test,111.79013265762408,35674,20127,15547,0.8970766168470069,0.9870213600941863,0.9867562835517203,0.9855156431054461,0.984691580369203,0.9868025951067989,0.9935198298548478,0.9956821831457257,0.011179013265762408,19902,225,238,15309
phiusiil,iscx_url2016_binary,r07,lr,0.01,0.8970766168470069,external_primary,9397.674915326641,41233,32773,8460,0.8970766168470069,0.25246768365144423,0.5286978145173559,0.21501210653753028,0.9971631205673759,0.23364533362218154,0.5505019556042031,0.22324915647009475,0.939767491532664,1974,30799,24,8436
phiusiil,iscx_url2016_binary,r07,rf,0.001,0.9819117647058824,source_validation,8.446365578576042,35675,20127,15548,0.9819117647058824,0.9394533987386124,0.9306620655646524,0.9987334227387871,0.8621687676871623,0.9372363364942953,0.9992465182724635,0.9990503780175297,0.0008446365578576042,20110,17,2143,13405
phiusiil,iscx_url2016_binary,r07,rf,0.001,0.9819117647058824,source_s3_test,22.854871565558703,35674,20127,15547,0.9819117647058824,0.9459270056623872,0.9382989493528342,0.9966447848285923,0.8788833858622243,0.9441188931037636,0.9987853677677014,0.9983381930466858,0.0022854871565558704,20081,46,1883,13664
phiusiil,iscx_url2016_binary,r07,rf,0.001,0.9819117647058824,external_primary,9998.169224666646,41233,32773,8460,0.9819117647058824,0.2031382630417384,0.4947723898304975,0.20346646571213264,0.9893617021276596,0.16894275009210458,0.4560735917583082,0.19107424597976783,0.9998169224666646,6,32767,90,8370
phiusiil,iscx_url2016_binary,r07,rf,0.01,0.7909647576379867,source_validation,99.86585184081085,35675,20127,15548,0.7909647576379867,0.9911702873160476,0.9913406410328629,0.9871442276942757,0.992667867249807,0.9910280417374384,0.9992465182724635,0.9990503780175297,0.009986585184081085,19926,201,114,15434
phiusiil,iscx_url2016_binary,r07,rf,0.01,0.7909647576379867,source_s3_test,132.16077905301336,35674,20127,15547,0.7909647576379867,0.9888153837528733,0.9891146085034501,0.9830357142857142,0.9914452949122017,0.9886388396016643,0.9987853677677014,0.9983381930466858,0.013216077905301337,19861,266,133,15414
phiusiil,iscx_url2016_binary,r07,rf,0.01,0.7909647576379867,external_primary,10000.0,41233,32773,8460,0.7909647576379867,0.20488443722261296,0.49929078014184397,0.20494408190000243,0.9985815602836879,0.17004488637507298,0.4560735917583082,0.19107424597976783,1.0,0,32773,12,8448
phiusiil,iscx_url2016_binary,r07,xgb,0.001,0.9224066734313965,source_validation,9.936900680677697,35675,20127,15548,0.9224066734313965,0.9945900490539593,0.9939397384493723,0.9987008769080871,0.9888731669668125,0.9944931624409064,0.9994988569432572,0.9995575591969017,0.0009936900680677697,20107,20,173,15375
phiusiil,iscx_url2016_binary,r07,xgb,0.001,0.9224066734313965,source_s3_test,11.924280816813235,35674,20127,15547,0.9224066734313965,0.992851936984919,0.9919746999618608,0.9984354628422425,0.985141828005403,0.9927208671093587,0.9995287961580326,0.9995312007448488,0.0011924280816813235,20103,24,231,15316
phiusiil,iscx_url2016_binary,r07,xgb,0.001,0.9224066734313965,external_primary,10000.0,41233,32773,8460,0.9224066734313965,0.20486018480343415,0.4992316784869976,0.2049247937894226,0.9984633569739952,0.1700281803542673,0.05919541175096636,0.1140840515406379,1.0,0,32773,13,8447
phiusiil,iscx_url2016_binary,r07,xgb,0.01,0.5790005922317505,source_validation,99.86585184081085,35675,20127,15548,0.5790005922317505,0.9924877365101612,0.9928520894506658,0.9871827573013646,0.9956907640854129,0.9923692738626899,0.9994988569432572,0.9995575591969017,0.009986585184081085,19926,201,67,15481
phiusiil,iscx_url2016_binary,r07,xgb,0.01,0.5790005922317505,source_s3_test,119.73965320216624,35674,20127,15547,0.5790005922317505,0.9908336603688961,0.9912472104318065,0.984651636734174,0.9944683861838297,0.9906904241564674,0.9995287961580326,0.9995312007448488,0.011973965320216624,19886,241,86,15461
phiusiil,iscx_url2016_binary,r07,xgb,0.01,0.5790005922317505,external_primary,10000.0,41233,32773,8460,0.5790005922317505,0.2051512138335799,0.49994089834515365,0.20515618936748156,0.9998817966903073,0.17022860822667632,0.05919541175096636,0.1140840515406379,1.0,0,32773,1,8459
phiusiil,iscx_url2016_binary,r08,lr,0.001,0.999832465710409,source_validation,9.936900680677697,35675,20127,15548,0.999832465710409,0.9430693763139454,0.9348324577701852,0.9985247473629859,0.8706586056084383,0.9410707400521443,0.9941900719088279,0.9960098324040705,0.0009936900680677697,20107,20,2011,13537
phiusiil,iscx_url2016_binary,r08,lr,0.001,0.999832465710409,source_s3_test,8.446365578576042,35674,20127,15547,0.999832465710409,0.9658014240062791,0.9608885455533218,0.9988162384235081,0.9226217276645012,0.9648840420791069,0.9953518927883133,0.9968199348738208,0.0008446365578576042,20110,17,1203,14344
phiusiil,iscx_url2016_binary,r08,lr,0.001,0.999832465710409,external_primary,9374.078420751708,41850,33231,8619,0.999832465710409,0.2546714456391876,0.5289176127830435,0.21591280928289158,0.9952430676412577,0.23625886457601938,0.5429465395764651,0.22114894007874233,0.9374078420751708,2080,31151,41,8578
phiusiil,iscx_url2016_binary,r08,lr,0.01,0.9424757440058688,source_validation,99.86585184081085,35675,20127,15548,0.9424757440058688,0.9868815697266994,0.9864203940557599,0.9870171812427335,0.9828273732956008,0.9866553393029787,0.9941900719088279,0.9960098324040705,0.009986585184081085,19926,201,267,15281
phiusiil,iscx_url2016_binary,r08,lr,0.01,0.9424757440058688,source_s3_test,79.99205047945546,35674,20127,15547,0.9424757440058688,0.9853394629141672,0.9843582800257152,0.9895086667535514,0.9767157650993761,0.9850713269438139,0.9953518927883133,0.9968199348738208,0.007999205047945546,19966,161,362,15185
phiusiil,iscx_url2016_binary,r08,lr,0.01,0.9424757440058688,external_primary,9469.17035298366,41850,33231,8619,0.9424757440058688,0.2475746714456392,0.5252652322057886,0.2145816693290735,0.9974474997099432,0.22696694983328386,0.5429465395764651,0.22114894007874233,0.946917035298366,1764,31467,22,8597
phiusiil,iscx_url2016_binary,r08,rf,0.001,0.9862004494003661,source_validation,9.936900680677697,35675,20127,15548,0.9862004494003661,0.9456482130343378,0.9377910376518421,0.9985346911861674,0.876575765371752,0.9437949844239424,0.9991127251395368,0.9989020932384617,0.0009936900680677697,20107,20,1919,13629
phiusiil,iscx_url2016_binary,r08,rf,0.001,0.9862004494003661,source_s3_test,1.9873801361355392,35674,20127,15547,0.9862004494003661,0.9312104053372204,0.921107294658209,0.9996946797954355,0.8424133273300315,0.9284344219786056,0.9993973401082965,0.9993267200593079,0.00019873801361355392,20123,4,2450,13097
phiusiil,iscx_url2016_binary,r08,rf,0.001,0.9862004494003661,external_primary,9984.351960518792,41850,33231,8619,0.9862004494003661,0.20408602150537633,0.493240923844347,0.203729480656619,0.9849170437405732,0.1703673052077478,0.42897871194815207,0.18363456304992049,0.9984351960518792,52,33179,130,8489
phiusiil,iscx_url2016_binary,r08,rf,0.01,0.7931427402040021,source_validation,99.86585184081085,35675,20127,15548,0.7931427402040021,0.9901892081289418,0.9902150943387544,0.9871153846153846,0.9904167738615899,0.9900286444811095,0.9991127251395368,0.9989020932384617,0.009986585184081085,19926,201,149,15399
phiusiil,iscx_url2016_binary,r08,rf,0.01,0.7931427402040021,source_s3_test,104.83430218114971,35674,20127,15547,0.7931427402040021,0.9911700398048999,0.991413588164886,0.986521016992462,0.993310606547887,0.9910290021978914,0.9993973401082965,0.9993267200593079,0.01048343021811497,19916,211,104,15443
phiusiil,iscx_url2016_binary,r08,rf,0.01,0.7931427402040021,external_primary,10000.0,41850,33231,8619,0.7931427402040021,0.20571087216248507,0.49941988629771433,0.2057600382409178,0.9988397725954287,0.1706137656315028,0.42897871194815207,0.18363456304992049,1.0,0,33231,10,8609
phiusiil,iscx_url2016_binary,r08,xgb,0.001,0.9620738625526428,source_validation,8.943210612609928,35675,20127,15548,0.9620738625526428,0.9914505956552208,0.9903233565776792,0.9988219124288239,0.9815410342166195,0.9912897430023678,0.9995317679736504,0.9995181507911153,0.0008943210612609927,20109,18,287,15261
phiusiil,iscx_url2016_binary,r08,xgb,0.001,0.9620738625526428,source_s3_test,5.465295374372733,35674,20127,15547,0.9620738625526428,0.9936368223355946,0.9927800574156256,0.9992830139486377,0.9861066443686884,0.9935202437074551,0.9996164622863765,0.999630761342911,0.0005465295374372733,20116,11,216,15331
phiusiil,iscx_url2016_binary,r08,xgb,0.001,0.9620738625526428,external_primary,10000.0,41850,33231,8619,0.9620738625526428,0.20559139784946237,0.4991298294465715,0.20566511294370743,0.998259658893143,0.1705315733143061,0.07731450135975922,0.11515673758913711,1.0,0,33231,15,8604
phiusiil,iscx_url2016_binary,r08,xgb,0.01,0.5804983973503113,source_validation,99.86585184081085,35675,20127,15548,0.5804983973503113,0.9917869656622285,0.9920481275263027,0.9871622916267484,0.9940828402366864,0.9916559681537378,0.9995317679736504,0.9995181507911153,0.009986585184081085,19926,201,92,15456
phiusiil,iscx_url2016_binary,r08,xgb,0.01,0.5804983973503113,source_s3_test,88.93526109206539,35674,20127,15547,0.5804983973503113,0.9934406009979256,0.99378440694604,0.9885776274647438,0.9964623400012864,0.9933366376688793,0.9996164622863765,0.999630761342911,0.008893526109206538,19948,179,55,15492
phiusiil,iscx_url2016_binary,r08,xgb,0.01,0.5804983973503113,external_primary,10000.0,41850,33231,8619,0.5804983973503113,0.20592592592592593,0.49994198862977146,0.20593084661521183,0.9998839772595429,0.17076167076167076,0.07731450135975922,0.11515673758913711,1.0,0,33231,1,8618
phiusiil,iscx_url2016_binary,r09,lr,0.001,0.9998268692019678,source_validation,9.936406995230524,35674,20128,15546,0.9998268692019678,0.9435723496103605,0.9354030895949188,0.998526486406837,0.8717998198893606,0.9416006075294003,0.9932054064715271,0.9954629510365931,0.0009936406995230524,20108,20,1993,13553
phiusiil,iscx_url2016_binary,r09,lr,0.001,0.9998268692019678,source_s3_test,7.949520544542157,35675,20127,15548,0.9998268692019678,0.9640084092501752,0.9588255751690682,0.9988808058198098,0.9184461023925907,0.9630204950869563,0.9949132389951542,0.9966116622328227,0.0007949520544542157,20111,16,1268,14280
phiusiil,iscx_url2016_binary,r09,lr,0.001,0.9998268692019678,external_primary,9318.41641872609,41501,32938,8563,0.9998268692019678,0.25943953157755234,0.5316851582765881,0.21731480300905265,0.9952119584257854,0.24210156568915092,0.5503481384986775,0.2244200260345227,0.9318416418726091,2245,30693,41,8522
phiusiil,iscx_url2016_binary,r09,lr,0.01,0.9350858608384969,source_validation,99.86089030206678,35674,20128,15546,0.9350858608384969,0.9862364747435107,0.9856797973734854,0.9869961829591771,0.9813456837771775,0.985996394745611,0.9932054064715271,0.9954629510365931,0.009986089030206678,19927,201,290,15256
phiusiil,iscx_url2016_binary,r09,lr,0.01,0.9350858608384969,source_s3_test,61.60878422020172,35675,20127,15548,0.9350858608384969,0.9851716888577435,0.9838953776143051,0.9918779065959259,0.9739516336506303,0.9848912928154808,0.9949132389951542,0.9966116622328227,0.006160878422020172,20003,124,405,15143
phiusiil,iscx_url2016_binary,r09,lr,0.01,0.9350858608384969,external_primary,9469.305968789848,41501,32938,8563,0.9350858608384969,0.2478976410206983,0.5251917142896914,0.2149509187012333,0.9973140254583674,0.22719880047469487,0.5503481384986775,0.2244200260345227,0.9469305968789847,1748,31190,23,8540
phiusiil,iscx_url2016_binary,r09,rf,0.001,0.986452380952381,source_validation,9.936406995230524,35674,20128,15546,0.986452380952381,0.92470706957448,0.9137576502536091,0.9984496124031008,0.8285089412067412,0.9214838362545742,0.9989417704179422,0.9986490613731487,0.0009936406995230524,20108,20,2666,12880
phiusiil,iscx_url2016_binary,r09,rf,0.001,0.986452380952381,source_s3_test,2.981070204203309,35675,20127,15548,0.986452380952381,0.9314926419060967,0.9214485796258844,0.9995425434583715,0.8431952662721893,0.9287404741729613,0.9992622627764685,0.9991529068511658,0.0002981070204203309,20121,6,2438,13110
phiusiil,iscx_url2016_binary,r09,rf,0.001,0.986452380952381,external_primary,9997.874795069525,41501,32938,8563,0.986452380952381,0.20281439001469845,0.4911724753580501,0.20343000894995283,0.9821324302230526,0.1687350583868505,0.44041809231300816,0.18749603421837474,0.9997874795069525,7,32931,153,8410
phiusiil,iscx_url2016_binary,r09,rf,0.01,0.8374079540298223,source_validation,99.86089030206678,35674,20128,15546,0.8374079540298223,0.989095699949543,0.988960384019568,0.9870814319686355,0.9879068570693426,0.9889138473326063,0.9989417704179422,0.9986490613731487,0.009986089030206678,19927,201,188,15358
phiusiil,iscx_url2016_binary,r09,rf,0.01,0.8374079540298223,source_s3_test,79.99205047945546,35675,20127,15548,0.8374079540298223,0.9916748423265592,0.9916268446074911,0.9896615937841136,0.9912528942629277,0.991536935508083,0.9992622627764685,0.9991529068511658,0.007999205047945546,19966,161,136,15412
phiusiil,iscx_url2016_binary,r09,rf,0.01,0.8374079540298223,external_primary,10000.0,41501,32938,8563,0.8374079540298223,0.2060673236789475,0.4993577017400444,0.20612195709809591,0.9987154034800888,0.17085888957704834,0.44041809231300816,0.18749603421837474,1.0,0,32938,11,8552
phiusiil,iscx_url2016_binary,r09,xgb,0.001,0.9200214147567749,source_validation,9.936406995230524,35674,20128,15546,0.9200214147567749,0.9924034310702472,0.9914303634917412,0.9986940907606922,0.9838543676830053,0.9922625918493251,0.9995635117161911,0.9995386597025844,0.0009936406995230524,20108,20,251,15295
phiusiil,iscx_url2016_binary,r09,xgb,0.001,0.9200214147567749,source_s3_test,8.446365578576042,35675,20127,15548,0.9200214147567749,0.994281709880869,0.993564046526834,0.9988945246455976,0.9879727296115256,0.9941785507942908,0.9993814681966324,0.9994580340850425,0.0008446365578576042,20110,17,187,15361
phiusiil,iscx_url2016_binary,r09,xgb,0.001,0.9200214147567749,external_primary,10000.0,41501,32938,8563,0.9200214147567749,0.20609141948386786,0.4994160924909494,0.20614109083897714,0.9988321849818989,0.17087545450913014,0.06554857449240553,0.11492715756052391,1.0,0,32938,10,8553
phiusiil,iscx_url2016_binary,r09,xgb,0.01,0.6047258377075195,source_validation,99.86089030206678,35674,20128,15546,0.6047258377075195,0.9914223243819028,0.9916298809962822,0.9871499808208669,0.9932458510227711,0.9912845060696038,0.9995635117161911,0.9995386597025844,0.009986089030206678,19927,201,105,15441
phiusiil,iscx_url2016_binary,r09,xgb,0.01,0.6047258377075195,source_s3_test,94.897401500472,35675,20127,15548,0.6047258377075195,0.9920672740014015,0.9922965500433196,0.987793187192433,0.9940828402366864,0.9919401715691014,0.9993814681966324,0.9994580340850425,0.0094897401500472,19936,191,92,15456
phiusiil,iscx_url2016_binary,r09,xgb,0.01,0.6047258377075195,external_primary,10000.0,41501,32938,8563,0.6047258377075195,0.2063323775330715,0.5,0.2063323775330715,1.0,0.17104106743368488,0.06554857449240553,0.11492715756052391,1.0,0,32938,0,8563
iscx_url2016_binary,phiusiil,r00,lr,0.001,0.9999986074041951,source_validation,9.428625306430323,6798,5303,1495,0.9999986074041951,0.805678140629597,0.5593947894704644,0.9728260869565217,0.1197324414715719,0.5511860549463549,0.807189342563085,0.5189326796973293,0.0009428625306430323,5298,5,1316,179
iscx_url2016_binary,phiusiil,r00,lr,0.001,0.9999986074041951,source_s3_test,0.0,6879,5388,1491,0.9999986074041951,0.8688762901584532,0.6975184439973172,1.0,0.3950368879946345,0.7445534502746782,0.9949268737891342,0.9905646626289779,0.0,5388,0,902,589
iscx_url2016_binary,phiusiil,r00,lr,0.001,0.9999986074041951,external_primary,562.4948975426565,234382,134739,99643,0.9999986074041951,0.6120265208079119,0.5536070375862615,0.682448569154062,0.16346356492678862,0.5001845111081163,0.3610150673800047,0.45585896343103943,0.05624948975426566,127160,7579,83355,16288
iscx_url2016_binary,phiusiil,r00,lr,0.01,0.9999528191393294,source_validation,99.94342824816142,6798,5303,1495,0.9999528191393294,0.8080317740511915,0.5762737315976254,0.8209459459459459,0.1625418060200669,0.5804052026332425,0.807189342563085,0.5189326796973293,0.009994342824816142,5250,53,1252,243
iscx_url2016_binary,phiusiil,r00,lr,0.01,0.9999528191393294,source_s3_test,0.0,6879,5388,1491,0.9999528191393294,0.8774531181857829,0.7173038229376257,1.0,0.4346076458752515,0.7666685135231539,0.9949268737891342,0.9905646626289779,0.0,5388,0,843,648
