source_dataset,target_dataset,repetition,model,fpr_budget,threshold_variant,threshold,evaluation_scope,validation_within_budget,n_samples,n_benign,n_phishing,accuracy,balanced_accuracy,precision,recall,macro_f1,roc_auc,pr_auc,fpr,tn,fp,fn,tp,fpr_wilson_upper_95,fpr_clopper_pearson_upper_95,alerts_per_10000_benign
phiusiil,iscx_url2016_binary,r05,lr,0.01,safer_neighbor,0.8765453242981777,source_validation,True,35674,20127,15547,0.9882267197398665,0.987956229662234,0.9871192116957558,0.9858493600051457,0.98802765643103,0.9950182696729183,0.996739868327655,0.009936900680677697,19927,200,220,15327,0.011154567012271905,0.01116585249731659,99.36900680677697
phiusiil,iscx_url2016_binary,r05,lr,0.01,safer_neighbor,0.8765453242981777,source_s3_test,True,35674,20127,15547,0.9870213600941863,0.9867123737892733,0.9858909934286819,0.9843056538238889,0.9868014310953892,0.9930981938709904,0.995469854426646,0.010880906245342077,19908,219,244,15303,0.012151164203749886,0.012162468094800588,108.80906245342078
phiusiil,iscx_url2016_binary,r05,lr,0.01,safer_neighbor,0.8765453242981777,external_primary,True,41352,32889,8463,0.2544979686593151,0.5302357130941843,0.21503019800718637,0.9970459647879003,0.23648244172396443,0.5533758154656012,0.22383515999272832,0.9365745385995318,2086,30803,25,8438,0.9387494017083541,0.9387717511231031,9365.745385995318
phiusiil,iscx_url2016_binary,r05,lr,0.01,selected,0.8763106578977081,source_validation,True,35674,20127,15547,0.9881986881201996,0.9879313874105322,0.9870556414219475,0.9858493600051457,0.9879992390630647,0.9950182696729183,0.996739868327655,0.009986585184081085,19926,201,220,15327,0.011207082092529868,0.011218368513589174,99.86585184081085
phiusiil,iscx_url2016_binary,r05,lr,0.01,selected,0.8763106578977081,source_s3_test,True,35674,20127,15547,0.9870213600941863,0.9867123737892733,0.9858909934286819,0.9843056538238889,0.9868014310953892,0.9930981938709904,0.995469854426646,0.010880906245342077,19908,219,244,15303,0.012151164203749886,0.012162468094800588,108.80906245342078
phiusiil,iscx_url2016_binary,r05,lr,0.01,selected,0.8763106578977081,external_primary,True,41352,32889,8463,0.2544979686593151,0.5302357130941843,0.21503019800718637,0.9970459647879003,0.23648244172396443,0.5533758154656012,0.22383515999272832,0.9365745385995318,2086,30803,25,8438,0.9387494017083541,0.9387717511231031,9365.745385995318
phiusiil,iscx_url2016_binary,r05,lr,0.01,more_permissive_neighbor,0.8751424345312048,source_validation,False,35674,20127,15547,0.9881706565005326,0.9879065451588306,0.986992079335437,0.9858493600051457,0.9879708220936351,0.9950182696729183,0.996739868327655,0.010036269687484474,19925,202,220,15327,0.011259589931342061,0.011270877292309339,100.36269687484474
phiusiil,iscx_url2016_binary,r05,lr,0.01,more_permissive_neighbor,0.8751424345312048,source_s3_test,True,35674,20127,15547,0.9870213600941863,0.9867123737892733,0.9858909934286819,0.9843056538238889,0.9868014310953892,0.9930981938709904,0.995469854426646,0.010880906245342077,19908,219,244,15303,0.012151164203749886,0.012162468094800588,108.80906245342078
phiusiil,iscx_url2016_binary,r05,lr,0.01,more_permissive_neighbor,0.8751424345312048,external_primary,True,41352,32889,8463,0.2545221512865158,0.5302947937984263,0.2150502013149177,0.9971641261963843,0.23650139895442954,0.5533758154656012,0.22383515999272832,0.9365745385995318,2086,30803,24,8439,0.9387494017083541,0.9387717511231031,9365.745385995318
phiusiil,iscx_url2016_binary,r05,rf,0.001,safer_neighbor,0.9833333333333333,source_validation,True,35674,20127,15547,0.8943207938554689,0.8788937912615349,0.9983918747355057,0.758731588087734,0.8882542924454773,0.9991106515435693,0.9988358206183412,0.0009440055646643812,20108,19,3751,11796,0.0013733782179399046,0.001384860614589746,9.440055646643811
phiusiil,iscx_url2016_binary,r05,rf,0.001,safer_neighbor,0.9833333333333333,source_s3_test,True,35674,20127,15547,0.9235577731681337,0.9124152852772046,0.998755057578587,0.8256255226088635,0.9202407903557618,0.9988699324095491,0.9986837218184903,0.0007949520544542157,20111,16,2711,12836,0.0011956088525730474,0.0012071432436057557,7.949520544542157
phiusiil,iscx_url2016_binary,r05,rf,0.001,safer_neighbor,0.9833333333333333,external_primary,True,41352,32889,8463,0.2053588701876572,0.4946489739061821,0.20290313938478774,0.9844026940801134,0.17308029039456757,0.45201512589618625,0.18929598692390776,0.9951047462677491,161,32728,132,8331,0.9956983330271113,0.9957203245260033,9951.047462677492
phiusiil,iscx_url2016_binary,r05,rf,0.001,selected,0.9832924414856091,source_validation,True,35674,20127,15547,0.894292762235802,0.8788689490098331,0.9983073798239676,0.758731588087734,0.888226195460356,0.9991106515435693,0.9988358206183412,0.0009936900680677697,20107,20,3751,11796,0.001432139113093784,0.0014436068885975365,9.936900680677697
phiusiil,iscx_url2016_binary,r05,rf,0.001,selected,0.9832924414856091,source_s3_test,True,35674,20127,15547,0.9235858047878006,0.9124474458226475,0.9987551544386525,0.8256898436997492,0.9202709893523383,0.9988699324095491,0.9986837218184903,0.0007949520544542157,20111,16,2710,12837,0.0011956088525730474,0.0012071432436057557,7.949520544542157
phiusiil,iscx_url2016_binary,r05,rf,0.001,selected,0.9832924414856091,external_primary,True,41352,32889,8463,0.2053588701876572,0.4946489739061821,0.20290313938478774,0.9844026940801134,0.17308029039456757,0.45201512589618625,0.18929598692390776,0.9951047462677491,161,32728,132,8331,0.9956983330271113,0.9957203245260033,9951.047462677492
phiusiil,iscx_url2016_binary,r05,rf,0.001,more_permissive_neighbor,0.9832806211546399,source_validation,False,35674,20127,15547,0.894208667376801,0.878794422254728,0.9980539808782469,0.758731588087734,0.8881419080463155,0.9991106515435693,0.9988358206183412,0.0011427435782779352,20104,23,3751,11796,0.001607173061054705,0.001618603085706936,11.427435782779352
phiusiil,iscx_url2016_binary,r05,rf,0.001,more_permissive_neighbor,0.9832806211546399,source_s3_test,True,35674,20127,15547,0.9236138364074676,0.9124796063680903,0.9987552512836471,0.8257541647906349,0.9203011874978073,0.9988699324095491,0.9986837218184903,0.0007949520544542157,20111,16,2709,12838,0.0011956088525730474,0.0012071432436057557,7.949520544542157
phiusiil,iscx_url2016_binary,r05,rf,0.001,more_permissive_neighbor,0.9832806211546399,external_primary,True,41352,32889,8463,0.2053588701876572,0.4946489739061821,0.20290313938478774,0.9844026940801134,0.17308029039456757,0.45201512589618625,0.18929598692390776,0.9951047462677491,161,32728,132,8331,0.9956983330271113,0.9957203245260033,9951.047462677492
phiusiil,iscx_url2016_binary,r05,rf,0.01,safer_neighbor,0.7672956610500364,source_validation,True,35674,20127,15547,0.9921511464932444,0.9924660243179741,0.987172123300785,0.9949186338200295,0.9920266324614165,0.9991106515435693,0.9988358206183412,0.009986585184081085,19926,201,79,15468,0.011207082092529868,0.011218368513589174,99.86585184081085
phiusiil,iscx_url2016_binary,r05,rf,0.01,safer_neighbor,0.7672956610500364,source_s3_test,True,35674,20127,15547,0.9896843639625498,0.9899944927123201,0.9840551055552013,0.9924101112754873,0.9895214618790642,0.9988699324095491,0.9986837218184903,0.01242112585084712,19877,250,118,15429,0.013772359637663044,0.013783695900352373,124.2112585084712
phiusiil,iscx_url2016_binary,r05,rf,0.01,safer_neighbor,0.7672956610500364,external_primary,True,41352,32889,8463,0.2043673824724318,0.49929103154909604,0.2044267053701016,0.9985820630981921,0.16968857297753148,0.45201512589618625,0.18929598692390776,1.0,0,32889,12,8451,0.9999999999999998,1.0,10000.0
phiusiil,iscx_url2016_binary,r05,rf,0.01,selected,0.7661270343719967,source_validation,True,35674,20127,15547,0.9921791781129113,0.9924981848634171,0.9871729419272495,0.9949829549109153,0.9920551653117569,0.9991106515435693,0.9988358206183412,0.009986585184081085,19926,201,78,15469,0.011207082092529868,0.011218368513589174,99.86585184081085
phiusiil,iscx_url2016_binary,r05,rf,0.01,selected,0.7661270343719967,source_s3_test,True,35674,20127,15547,0.9896563323428827,0.9899769687543595,0.9839306210942482,0.9924744323663729,0.989493211329137,0.9988699324095491,0.9986837218184903,0.012520494857653898,19875,252,117,15430,0.013876769085313467,0.013888107518482268,125.20494857653898
phiusiil,iscx_url2016_binary,r05,rf,0.01,selected,0.7661270343719967,external_primary,True,41352,32889,8463,0.2043673824724318,0.49929103154909604,0.2044267053701016,0.9985820630981921,0.16968857297753148,0.45201512589618625,0.18929598692390776,1.0,0,32889,12,8451,0.9999999999999998,1.0,10000.0
phiusiil,iscx_url2016_binary,r05,rf,0.01,more_permissive_neighbor,0.765787938897919,source_validation,False,35674,20127,15547,0.9921511464932444,0.9924733426117154,0.987109948312169,0.9949829549109153,0.9920267459285734,0.9991106515435693,0.9988358206183412,0.010036269687484474,19925,202,78,15469,0.011259589931342061,0.011270877292309339,100.36269687484474
phiusiil,iscx_url2016_binary,r05,rf,0.01,more_permissive_neighbor,0.765787938897919,source_s3_test,True,35674,20127,15547,0.9896283007232158,0.9899521265026578,0.9838678824204553,0.9924744323663729,0.9894648123929382,0.9988699324095491,0.9986837218184903,0.012570179361057286,19874,253,117,15430,0.01392896601851582,0.013940305540222674,125.70179361057285
phiusiil,iscx_url2016_binary,r05,rf,0.01,more_permissive_neighbor,0.765787938897919,external_primary,True,41352,32889,8463,0.2043673824724318,0.49929103154909604,0.2044267053701016,0.9985820630981921,0.16968857297753148,0.45201512589618625,0.18929598692390776,1.0,0,32889,12,8451,0.9999999999999998,1.0,10000.0
phiusiil,iscx_url2016_binary,r05,xgb,0.001,safer_neighbor,0.9080504179000854,source_validation,True,35674,20127,15547,0.994617929023939,0.9939642228560547,0.9987656727083739,0.9888724512767737,0.9945214532518154,0.9992516517349026,0.9993841762659622,0.0009440055646643812,20108,19,173,15374,0.0013733782179399046,0.001384860614589746,9.440055646643811
phiusiil,iscx_url2016_binary,r05,xgb,0.001,safer_neighbor,0.9080504179000854,source_s3_test,True,35674,20127,15547,0.9936648539552615,0.9929366289546682,0.9981790986538337,0.9872644240046311,0.9935505111348102,0.9993950151918349,0.9994581751842544,0.0013911660952948776,20099,28,198,15349,0.0018954591189757086,0.0019068411838118581,13.911660952948775
phiusiil,iscx_url2016_binary,r05,xgb,0.001,safer_neighbor,0.9080504179000854,external_primary,True,41352,32889,8463,0.20441574772683305,0.4994091929575801,0.20446519278215858,0.9988183859151601,0.1697219154703343,0.07946695850583711,0.11468216576870821,1.0,0,32889,10,8453,0.9999999999999998,1.0,10000.0
phiusiil,iscx_url2016_binary,r05,xgb,0.001,selected,0.9046146273612976,source_validation,True,35674,20127,15547,0.994645960643606,0.9939963834014975,0.9987657528907367,0.9889367723676593,0.9945500286179859,0.9992516517349026,0.9993841762659622,0.0009440055646643812,20108,19,172,15375,0.0013733782179399046,0.001384860614589746,9.440055646643811
phiusiil,iscx_url2016_binary,r05,xgb,0.001,selected,0.9046146273612976,source_s3_test,True,35674,20127,15547,0.9935807590962605,0.9928767387870454,0.9978549141965679,0.9873930661864025,0.9934652458235724,0.9993950151918349,0.9994581751842544,0.00163958861231182,20094,33,196,15351,0.00218038011546704,0.002191726775719854,16.3958861231182
phiusiil,iscx_url2016_binary,r05,xgb,0.001,selected,0.9046146273612976,external_primary,True,41352,32889,8463,0.20441574772683305,0.4994091929575801,0.20446519278215858,0.9988183859151601,0.1697219154703343,0.07946695850583711,0.11468216576870821,1.0,0,32889,10,8453,0.9999999999999998,1.0,10000.0
phiusiil,iscx_url2016_binary,r05,xgb,0.001,more_permissive_neighbor,0.9040127992630005,source_validation,False,35674,20127,15547,0.9945898974042721,0.9939466988980941,0.9986360093530787,0.9889367723676593,0.9944930442278107,0.9992516517349026,0.9993841762659622,0.001043374571471158,20106,21,172,15375,0.0014906822272049613,0.001502136477159864,10.43374571471158
phiusiil,iscx_url2016_binary,r05,xgb,0.001,more_permissive_neighbor,0.9040127992630005,source_s3_test,True,35674,20127,15547,0.9935807590962605,0.9928767387870454,0.9978549141965679,0.9873930661864025,0.9934652458235724,0.9993950151918349,0.9994581751842544,0.00163958861231182,20094,33,196,15351,0.00218038011546704,0.002191726775719854,16.3958861231182
phiusiil,iscx_url2016_binary,r05,xgb,0.001,more_permissive_neighbor,0.9040127992630005,external_primary,True,41352,32889,8463,0.20441574772683305,0.4994091929575801,0.20446519278215858,0.9988183859151601,0.1697219154703343,0.07946695850583711,0.11468216576870821,1.0,0,32889,10,8453,0.9999999999999998,1.0,10000.0
phiusiil,iscx_url2016_binary,r05,xgb,0.01,safer_neighbor,0.5270217061042786,source_validation,True,35674,20127,15547,0.9923753994505803,0.9927159903877759,0.9872408293460925,0.9953688814562295,0.9922547734804478,0.9992516517349026,0.9993841762659622,0.009936900680677697,19927,200,72,15475,0.011154567012271905,0.01116585249731659,99.36900680677697
phiusiil,iscx_url2016_binary,r05,xgb,0.01,safer_neighbor,0.5270217061042786,source_s3_test,True,35674,20127,15547,0.9915344508605707,0.9919414496617605,0.9856023443970185,0.9951115970926867,0.9914018616250162,0.9993950151918349,0.9994581751842544,0.011228697769165798,19901,226,76,15471,0.012517734378633683,0.012529045350468197,112.28697769165798
phiusiil,iscx_url2016_binary,r05,xgb,0.01,safer_neighbor,0.5270217061042786,external_primary,True,41352,32889,8463,0.2046333913716386,0.499940919295758,0.20463834006432735,0.999881838591516,0.16987192355562694,0.07946695850583711,0.11468216576870821,1.0,0,32889,1,8462,0.9999999999999998,1.0,10000.0
phiusiil,iscx_url2016_binary,r05,xgb,0.01,selected,0.5249492526054382,source_validation,True,35674,20127,15547,0.9923473678309133,0.9926911481360742,0.9871778514927277,0.9953688814562295,0.9922263536256073,0.9992516517349026,0.9993841762659622,0.009986585184081085,19926,201,72,15475,0.011207082092529868,0.011218368513589174,99.86585184081085
phiusiil,iscx_url2016_binary,r05,xgb,0.01,selected,0.5249492526054382,source_s3_test,True,35674,20127,15547,0.9915344508605707,0.9919560862492428,0.9854786319342717,0.9952402392744581,0.9914021046972941,0.9993950151918349,0.9994581751842544,0.011328066775972574,19899,228,74,15473,0.012622413306918089,0.012633726328367173,113.28066775972574
phiusiil,iscx_url2016_binary,r05,xgb,0.01,selected,0.5249492526054382,external_primary,True,41352,32889,8463,0.2046333913716386,0.499940919295758,0.20463834006432735,0.999881838591516,0.16987192355562694,0.07946695850583711,0.11468216576870821,1.0,0,32889,1,8462,0.9999999999999998,1.0,10000.0
phiusiil,iscx_url2016_binary,r05,xgb,0.01,more_permissive_neighbor,0.5236008763313293,source_validation,False,35674,20127,15547,0.9923193362112462,0.9926663058843725,0.9871148816737896,0.9953688814562295,0.9921979341622318,0.9992516517349026,0.9993841762659622,0.010036269687484474,19925,202,72,15475,0.011259589931342061,0.011270877292309339,100.36269687484474
phiusiil,iscx_url2016_binary,r05,xgb,0.01,more_permissive_neighbor,0.5236008763313293,source_s3_test,True,35674,20127,15547,0.9915905140999047,0.9920204073401284,0.9854804814366681,0.9953688814562295,0.9914591650456381,0.9993950151918349,0.9994581751842544,0.011328066775972574,19899,228,72,15475,0.012622413306918089,0.012633726328367173,113.28066775972574
phiusiil,iscx_url2016_binary,r05,xgb,0.01,more_permissive_neighbor,0.5236008763313293,external_primary,True,41352,32889,8463,0.2046333913716386,0.499940919295758,0.20463834006432735,0.999881838591516,0.16987192355562694,0.07946695850583711,0.11468216576870821,1.0,0,32889,1,8462,0.9999999999999998,1.0,10000.0
phiusiil,iscx_url2016_binary,r06,lr,0.001,safer_neighbor,0.9996311804593502,source_validation,True,35674,20127,15547,0.9476089028424063,0.9400383064421352,0.9985420615250037,0.8810703029523381,0.9458615411273903,0.993153996659707,0.9954880540575515,0.0009936900680677697,20107,20,1849,13698,0.001432139113093784,0.0014436068885975365,9.936900680677697
phiusiil,iscx_url2016_binary,r06,lr,0.001,safer_neighbor,0.9996311804593502,source_s3_test,True,35674,20127,15547,0.9704266412513315,0.9662023538451333,0.9987610132158591,0.9332990287515276,0.9696797628281278,0.9946993454623538,0.996506774252341,0.0008943210612609927,20109,18,1037,14510,0.0013143827299275795,0.0013258809847501352,8.943210612609928
phiusiil,iscx_url2016_binary,r06,lr,0.001,safer_neighbor,0.9996311804593502,external_primary,True,41919,33363,8556,0.25938118752832845,0.5329425692620244,0.21546052631578946,0.9952080411407199,0.24305131024043314,0.5489368021367014,0.22149928518125928,0.9293229026166712,2358,31005,41,8515,0.9315961609529051,0.9316181032598454,9293.229026166711
phiusiil,iscx_url2016_binary,r06,lr,0.001,selected,0.9996301312805722,source_validation,True,35674,20127,15547,0.9476369344620732,0.9400704669875779,0.9985421677964866,0.8811346240432237,0.9458910707839423,0.993153996659707,0.9954880540575515,0.0009936900680677697,20107,20,1848,13699,0.001432139113093784,0.0014436068885975365,9.936900680677697
phiusiil,iscx_url2016_binary,r06,lr,0.001,selected,0.9996301312805722,source_s3_test,True,35674,20127,15547,0.9704266412513315,0.9662023538451333,0.9987610132158591,0.9332990287515276,0.9696797628281278,0.9946993454623538,0.996506774252341,0.0008943210612609927,20109,18,1037,14510,0.0013143827299275795,0.0013258809847501352,8.943210612609928
phiusiil,iscx_url2016_binary,r06,lr,0.001,selected,0.9996301312805722,external_primary,True,41919,33363,8556,0.25938118752832845,0.5329425692620244,0.21546052631578946,0.9952080411407199,0.24305131024043314,0.5489368021367014,0.22149928518125928,0.9293229026166712,2358,31005,41,8515,0.9315961609529051,0.9316181032598454,9293.229026166711
phiusiil,iscx_url2016_binary,r06,lr,0.001,more_permissive_neighbor,0.9996296577160853,source_validation,False,35674,20127,15547,0.9476089028424063,0.9400456247358763,0.9984693877551021,0.8811346240432237,0.9458626678684582,0.993153996659707,0.9954880540575515,0.001043374571471158,20106,21,1848,13699,0.0014906822272049613,0.001502136477159864,10.43374571471158
phiusiil,iscx_url2016_binary,r06,lr,0.001,more_permissive_neighbor,0.9996296577160853,source_s3_test,True,35674,20127,15547,0.9704266412513315,0.9662023538451333,0.9987610132158591,0.9332990287515276,0.9696797628281278,0.9946993454623538,0.996506774252341,0.0008943210612609927,20109,18,1037,14510,0.0013143827299275795,0.0013258809847501352,8.943210612609928
phiusiil,iscx_url2016_binary,r06,lr,0.001,more_permissive_neighbor,0.9996296577160853,external_primary,True,41919,33363,8556,0.25938118752832845,0.5329425692620244,0.21546052631578946,0.9952080411407199,0.24305131024043314,0.5489368021367014,0.22149928518125928,0.9293229026166712,2358,31005,41,8515,0.9315961609529051,0.9316181032598454,9293.229026166711
phiusiil,iscx_url2016_binary,r06,lr,0.01,safer_neighbor,0.9007215182357035,source_validation,True,35674,20127,15547,0.987469866008858,0.987087894935277,0.9870967741935484,0.9841126905512317,0.9872554687393922,0.993153996659707,0.9954880540575515,0.009936900680677697,19927,200,247,15300,0.011154567012271905,0.01116585249731659,99.36900680677697
phiusiil,iscx_url2016_binary,r06,lr,0.01,safer_neighbor,0.9007215182357035,source_s3_test,True,35674,20127,15547,0.9863766328418456,0.9856726312007004,0.9884543036907311,0.9801891040072039,0.9861349421730179,0.9946993454623538,0.996506774252341,0.00884384160580315,19949,178,308,15239,0.009997286905981229,0.010008552893891473,88.4384160580315
phiusiil,iscx_url2016_binary,r06,lr,0.01,safer_neighbor,0.9007215182357035,external_primary,True,41919,33363,8556,0.25167585104606505,0.5288840109721703,0.21397226610496753,0.9973118279569892,0.23314682710084872,0.5489368021367014,0.22149928518125928,0.9395438060126488,2017,31346,23,8533,0.941654590382319,0.9416766615187413,9395.438060126487
phiusiil,iscx_url2016_binary,r06,lr,0.01,selected,0.9001919652903448,source_validation,True,35674,20127,15547,0.987441834389191,0.9870630526835753,0.9870330946390555,0.9841126905512317,0.9872270519416666,0.993153996659707,0.9954880540575515,0.009986585184081085,19926,201,247,15300,0.011207082092529868,0.011218368513589174,99.86585184081085
phiusiil,iscx_url2016_binary,r06,lr,0.01,selected,0.9001919652903448,source_s3_test,True,35674,20127,15547,0.9865167909401805,0.9858334339279147,0.9884580469459214,0.9805107094616324,0.9862781033814524,0.9946993454623538,0.996506774252341,0.00884384160580315,19949,178,303,15244,0.009997286905981229,0.010008552893891473,88.4384160580315
phiusiil,iscx_url2016_binary,r06,lr,0.01,selected,0.9001919652903448,external_primary,True,41919,33363,8556,0.25167585104606505,0.5288840109721703,0.21397226610496753,0.9973118279569892,0.23314682710084872,0.5489368021367014,0.22149928518125928,0.9395438060126488,2017,31346,23,8533,0.941654590382319,0.9416766615187413,9395.438060126487
phiusiil,iscx_url2016_binary,r06,lr,0.01,more_permissive_neighbor,0.9000290010679239,source_validation,False,35674,20127,15547,0.9874138027695241,0.9870382104318736,0.9869694233002193,0.9841126905512317,0.9871986355437659,0.993153996659707,0.9954880540575515,0.010036269687484474,19925,202,247,15300,0.011259589931342061,0.011270877292309339,100.36269687484474
phiusiil,iscx_url2016_binary,r06,lr,0.01,more_permissive_neighbor,0.9000290010679239,source_s3_test,True,35674,20127,15547,0.9865167909401805,0.9858334339279147,0.9884580469459214,0.9805107094616324,0.9862781033814524,0.9946993454623538,0.996506774252341,0.00884384160580315,19949,178,303,15244,0.009997286905981229,0.010008552893891473,88.4384160580315
phiusiil,iscx_url2016_binary,r06,lr,0.01,more_permissive_neighbor,0.9000290010679239,external_primary,True,41919,33363,8556,0.25167585104606505,0.5288840109721703,0.21397226610496753,0.9973118279569892,0.23314682710084872,0.5489368021367014,0.22149928518125928,0.9395438060126488,2017,31346,23,8533,0.941654590382319,0.9416766615187413,9395.438060126487
phiusiil,iscx_url2016_binary,r06,rf,0.001,safer_neighbor,0.9856,source_validation,True,35674,20127,15547,0.9417502943320065,0.9333167524445793,0.9985195055148419,0.8676271949572265,0.939674170706825,0.9989878975522861,0.9988231889322641,0.0009936900680677697,20107,20,2058,13489,0.001432139113093784,0.0014436068885975365,9.936900680677697
phiusiil,iscx_url2016_binary,r06,rf,0.001,safer_neighbor,0.9856,source_s3_test,True,35674,20127,15547,0.9376016146212928,0.9284618539004024,0.9994750656167979,0.8572714993246285,0.9352546848861714,0.9992495265535325,0.9990911086148405,0.0003477915238237194,20120,7,2219,13328,0.0006413073642902192,0.0006531577334168676,3.477915238237194
phiusiil,iscx_url2016_binary,r06,rf,0.001,safer_neighbor,0.9856,external_primary,True,41919,33363,8556,0.20143610296047137,0.49341143359969236,0.2019614878603038,0.9867928938756428,0.16767944135874163,0.4731403707082184,0.1952901215161297,0.9999700266762581,1,33362,113,8443,0.9999933131562413,0.9999984625706634,9999.700266762582
phiusiil,iscx_url2016_binary,r06,rf,0.001,selected,0.9855833333333333,source_validation,True,35674,20127,15547,0.9418063575713405,0.9333810735354651,0.9985197246687884,0.8677558371389978,0.9397335302243093,0.9989878975522861,0.9988231889322641,0.0009936900680677697,20107,20,2056,13491,0.001432139113093784,0.0014436068885975365,9.936900680677697
phiusiil,iscx_url2016_binary,r06,rf,0.001,selected,0.9855833333333333,source_s3_test,True,35674,20127,15547,0.9376576778606268,0.9285261749912881,0.9994751443353078,0.8574001415064,0.9353142894056281,0.9992495265535325,0.9990911086148405,0.0003477915238237194,20120,7,2217,13330,0.0006413073642902192,0.0006531577334168676,3.477915238237194
phiusiil,iscx_url2016_binary,r06,rf,0.001,selected,0.9855833333333333,external_primary,True,41919,33363,8556,0.20143610296047137,0.49341143359969236,0.2019614878603038,0.9867928938756428,0.16767944135874163,0.4731403707082184,0.1952901215161297,0.9999700266762581,1,33362,113,8443,0.9999933131562413,0.9999984625706634,9999.700266762582
phiusiil,iscx_url2016_binary,r06,rf,0.001,more_permissive_neighbor,0.9855786749482403,source_validation,False,35674,20127,15547,0.9417783259516734,0.9333562312837633,0.9984458259325044,0.8677558371389978,0.9397051493194084,0.9989878975522861,0.9988231889322641,0.001043374571471158,20106,21,2056,13491,0.0014906822272049613,0.001502136477159864,10.43374571471158
phiusiil,iscx_url2016_binary,r06,rf,0.001,more_permissive_neighbor,0.9855786749482403,source_s3_test,True,35674,20127,15547,0.9376576778606268,0.9285261749912881,0.9994751443353078,0.8574001415064,0.9353142894056281,0.9992495265535325,0.9990911086148405,0.0003477915238237194,20120,7,2217,13330,0.0006413073642902192,0.0006531577334168676,3.477915238237194
phiusiil,iscx_url2016_binary,r06,rf,0.001,more_permissive_neighbor,0.9855786749482403,external_primary,True,41919,33363,8556,0.20143610296047137,0.49341143359969236,0.2019614878603038,0.9867928938756428,0.16767944135874163,0.4731403707082184,0.1952901215161297,0.9999700266762581,1,33362,113,8443,0.9999933131562413,0.9999984625706634,9999.700266762582
phiusiil,iscx_url2016_binary,r06,rf,0.01,safer_neighbor,0.7862539825234819,source_validation,True,35674,20127,15547,0.9903851544542244,0.9904325916613335,0.9871827736477826,0.9908020840033447,0.9902280712133364,0.9989878975522861,0.9988231889322641,0.009936900680677697,19927,200,143,15404,0.011154567012271905,0.01116585249731659,99.36900680677697
phiusiil,iscx_url2016_binary,r06,rf,0.01,safer_neighbor,0.7862539825234819,source_s3_test,True,35674,20127,15547,0.991085944945899,0.9912731967661106,0.9868917449964831,0.9927317167299158,0.9909425922046431,0.9992495265535325,0.9990911086148405,0.01018532319769464,19922,205,113,15434,0.011417070525742699,0.011428360729312501,101.8532319769464
phiusiil,iscx_url2016_binary,r06,rf,0.01,safer_neighbor,0.7862539825234819,external_primary,True,41919,33363,8556,0.20382165605095542,0.4992987377279102,0.203880020044384,0.9985974754558204,0.1693121693121693,0.4731403707082184,0.1952901215161297,1.0,0,33363,12,8544,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r06,rf,0.01,selected,0.7858070807710178,source_validation,True,35674,20127,15547,0.9903571228345573,0.9904077494096317,0.98711951297661,0.9908020840033447,0.9901996524170752,0.9989878975522861,0.9988231889322641,0.009986585184081085,19926,201,143,15404,0.011207082092529868,0.011218368513589174,99.86585184081085
phiusiil,iscx_url2016_binary,r06,rf,0.01,selected,0.7858070807710178,source_s3_test,True,35674,20127,15547,0.991085944945899,0.9912731967661106,0.9868917449964831,0.9927317167299158,0.9909425922046431,0.9992495265535325,0.9990911086148405,0.01018532319769464,19922,205,113,15434,0.011417070525742699,0.011428360729312501,101.8532319769464
phiusiil,iscx_url2016_binary,r06,rf,0.01,selected,0.7858070807710178,external_primary,True,41919,33363,8556,0.20382165605095542,0.4992987377279102,0.203880020044384,0.9985974754558204,0.1693121693121693,0.4731403707082184,0.1952901215161297,1.0,0,33363,12,8544,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r06,rf,0.01,more_permissive_neighbor,0.7851793406465698,source_validation,False,35674,20127,15547,0.9903290912148904,0.9903829071579301,0.9870562604126618,0.9908020840033447,0.9901712340156714,0.9989878975522861,0.9988231889322641,0.010036269687484474,19925,202,143,15404,0.011259589931342061,0.011270877292309339,100.36269687484474
phiusiil,iscx_url2016_binary,r06,rf,0.01,more_permissive_neighbor,0.7851793406465698,source_s3_test,True,35674,20127,15547,0.9910579133262319,0.9912483545144088,0.9868286445012787,0.9927317167299158,0.9909141748966135,0.9992495265535325,0.9990911086148405,0.010235007701098028,19921,206,113,15434,0.011469549922212857,0.011480841080786624,102.35007701098027
phiusiil,iscx_url2016_binary,r06,rf,0.01,more_permissive_neighbor,0.7851793406465698,external_primary,True,41919,33363,8556,0.20382165605095542,0.4992987377279102,0.203880020044384,0.9985974754558204,0.1693121693121693,0.4731403707082184,0.1952901215161297,1.0,0,33363,12,8544,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r06,xgb,0.001,safer_neighbor,0.9209250807762146,source_validation,True,35674,20127,15547,0.9926276840275832,0.9916808241296122,0.9987599530087456,0.9843056538238889,0.9924914648077321,0.9994813103385128,0.9995550355359867,0.0009440055646643812,20108,19,244,15303,0.0013733782179399046,0.001384860614589746,9.440055646643811
phiusiil,iscx_url2016_binary,r06,xgb,0.001,safer_neighbor,0.9209250807762146,source_s3_test,True,35674,20127,15547,0.9943095812076022,0.9935811836812186,0.999024326785482,0.9879076349134881,0.9942067429254831,0.9995048583068237,0.9995081807834978,0.0007452675510508272,20112,15,188,15359,0.0011357834600629643,0.0011473385789933191,7.452675510508272
