source_dataset,repetition,model,fpr_budget,holdout_index,threshold_selector,threshold,calibration_n,calibration_n_benign,audit_budget_exceeded,n_samples,n_benign,n_phishing,accuracy,balanced_accuracy,precision,recall,macro_f1,roc_auc,pr_auc,fpr,tn,fp,fn,tp,fpr_wilson_upper_95,fpr_clopper_pearson_upper_95,alerts_per_10000_benign
phiusiil,r01,xgb,0.01,3,full_validation,0.6127820014953613,20626,9999,False,15049,10128,4921,0.9932885906040269,0.9940213148151537,0.9835473515248796,0.9961389961389961,0.9924006982292757,0.9994819410509109,0.9993618069652044,0.008096366508688783,10046,82,19,4902,0.009698109194178193,0.009720717129424124,80.96366508688783
phiusiil,r01,xgb,0.01,3,calibration_only,0.653918445110321,20626,9999,False,15049,10128,4921,0.9943517841717058,0.9947589669543399,0.9869109947643979,0.9959357854094696,0.9935986108165009,0.9994819410509109,0.9993618069652044,0.006417851500789889,10063,65,20,4901,0.007861290848398705,0.007883877075960817,64.1785150078989
phiusiil,r01,xgb,0.01,4,full_validation,0.6127820014953613,14000,10016,True,21675,10111,11564,0.9915570934256055,0.9913108306172294,0.9892528587395752,0.9949844344517468,0.9915153678842388,0.9995171419793045,0.9996522101611282,0.012362773217288101,9986,125,58,11506,0.014305217944946234,0.014327996720396015,123.62773217288101
phiusiil,r01,xgb,0.01,4,calibration_only,0.47858962416648865,14000,10016,True,21675,10111,11564,0.9892502883506343,0.9887450740912844,0.983775937153104,0.9962815634728468,0.9891913915726873,0.9995171419793045,0.9996522101611282,0.018791415290277915,9921,190,43,11521,0.02114479020666147,0.021167852270402257,187.91415290277916
phiusiil,r01,xgb,0.01,5,full_validation,0.6127820014953613,13813,10146,False,21862,9981,11881,0.9930472966791694,0.9928501810202283,0.9921121087522027,0.9951182560390539,0.9929923421086966,0.9994827728445346,0.9996745990878224,0.009417893998597335,9887,94,58,11823,0.011146411417528548,0.011169390965834127,94.17893998597336
phiusiil,r01,xgb,0.01,5,calibration_only,0.6348551511764526,13813,10146,False,21862,9981,11881,0.9933674869636813,0.9932248808296744,0.9929435483870968,0.994865752041074,0.9933157703415008,0.9994827728445346,0.9996745990878224,0.008415990381725278,9897,84,61,11820,0.010058926669134475,0.010081880604263247,84.15990381725278
phiusiil,r01,xgb,0.01,6,full_validation,0.6127820014953613,15183,10193,False,20492,9934,10558,0.9926800702713254,0.9926554280795398,0.9923368022705771,0.9934646713392687,0.9926730124446184,0.9994907476673188,0.9996076498864765,0.008153815180189249,9853,81,69,10489,0.009777678253555609,0.009800737101579185,81.5381518018925
phiusiil,r01,xgb,0.01,6,calibration_only,0.6535400152206421,15183,10193,False,20492,9934,10558,0.9929240679289478,0.9929368364259616,0.9937411095305833,0.9925175222580034,0.9929177716544845,0.9994907476673188,0.9996076498864765,0.006643849406080129,9868,66,79,10479,0.008125397942493418,0.0081484352766571,66.43849406080129
phiusiil,r01,xgb,0.01,7,full_validation,0.6127820014953613,16458,9931,True,19217,10196,9021,0.991934224905032,0.9920796105456215,0.9884310268840899,0.9944573772309057,0.9919067340227374,0.9994242054272998,0.999499452672237,0.010298156139662612,10091,105,50,8971,0.012077510695984145,0.012100023666667525,102.98156139662612
phiusiil,r01,xgb,0.01,7,calibration_only,0.6009016036987305,16458,9931,True,19217,10196,9021,0.9918821876463548,0.9920369590957918,0.9882145610750083,0.9945682296862876,0.9918546679295543,0.9994242054272998,0.999499452672237,0.010494311494703805,10089,107,49,8972,0.012288984321304755,0.012311503611290135,104.94311494703805
phiusiil,r01,xgb,0.01,8,full_validation,0.6127820014953613,18475,9985,True,17200,10142,7058,0.9898837209302326,0.990430894055894,0.9820728291316526,0.9934825729668462,0.9895658720845366,0.9993691311905932,0.9992914271522981,0.012620784855058175,10014,128,46,7012,0.014578419825559942,0.014601137842369381,126.20784855058174
phiusiil,r01,xgb,0.01,8,calibration_only,0.5335320234298706,18475,9985,True,17200,10142,7058,0.9890116279069767,0.9899068115167567,0.9786759581881533,0.9948994049305753,0.9886746272851299,0.9993691311905932,0.9992914271522981,0.015085781897061723,9989,153,36,7022,0.01720993307994955,0.017232753429581447,150.85781897061722
phiusiil,r01,xgb,0.01,9,full_validation,0.6127820014953613,20932,9950,True,14743,10177,4566,0.9901648239842638,0.9913063523767726,0.9744580382056235,0.994305738063951,0.9885626182652429,0.9990532554081845,0.9989071939601128,0.011693033310405818,10058,119,26,4540,0.013580158392398189,0.01360276199309655,116.93033310405818
phiusiil,r01,xgb,0.01,9,calibration_only,0.5581227540969849,20932,9950,True,14743,10177,4566,0.9886725903818762,0.9902254837514409,0.9698782311471907,0.994305738063951,0.9868443464287286,0.9990532554081845,0.9989071939601128,0.013854770561069077,10036,141,26,4540,0.015893943976670835,0.015916632283606236,138.54770561069077
phiusiil,r01,xgb,0.01,10,full_validation,0.6127820014953613,12822,9848,True,22853,10279,12574,0.9908983503259966,0.9905126414734027,0.9891613924050633,0.9943534277079689,0.9908001560903743,0.9994502242221718,0.9996337251130352,0.013328144761163537,10142,137,71,12503,0.015320838051086721,0.0153432763282083,133.28144761163537
phiusiil,r01,xgb,0.01,10,calibration_only,0.47106248140335083,12822,9848,True,22853,10279,12574,0.9889730013564959,0.9882303031255861,0.9845077068260459,0.9956258947033562,0.9888461635002621,0.9994502242221718,0.9996337251130352,0.019165288452184064,10082,197,55,12519,0.021519491488553897,0.02154218896573549,191.65288452184063
phiusiil,r01,xgb,0.01,11,full_validation,0.6127820014953613,15054,10099,True,20621,10028,10593,0.9917074826633044,0.9916440753391684,0.9899398270026326,0.9939582743321062,0.9917002674061474,0.999569171014824,0.9996456499374355,0.010670123653769445,9921,107,64,10529,0.012494657838741307,0.012517566704372736,106.70123653769446
phiusiil,r01,xgb,0.01,11,calibration_only,0.597992479801178,15054,10099,True,20621,10028,10593,0.9916104941564424,0.9915416951482323,0.9896616541353384,0.994052676295667,0.9916030980614368,0.999569171014824,0.9996456499374355,0.010969285999202234,9918,110,63,10530,0.012816896351747481,0.012839815432646274,109.69285999202233
phiusiil,r01,xgb,0.01,12,full_validation,0.6127820014953613,18346,10156,True,17329,9971,7358,0.9901898551560967,0.9907629652493999,0.9825456498388829,0.9945637401467791,0.989977399690031,0.9994165125616121,0.9994466534758787,0.01303780964797914,9841,130,40,7318,0.01504289206047994,0.015066022721389233,130.3780964797914
phiusiil,r01,xgb,0.01,12,calibration_only,0.5301875472068787,18346,10156,True,17329,9971,7358,0.988862600265451,0.9896274283762132,0.9793924795932022,0.9946996466431095,0.9886262580872113,0.9994165125616121,0.9994466534758787,0.015444789890682981,9817,154,39,7319,0.01761148352657158,0.017634717292750457,154.4478989068298
phiusiil,r01,xgb,0.01,13,full_validation,0.6127820014953613,12992,10273,False,22683,9854,12829,0.993607547502535,0.9933368120858082,0.9933105164903547,0.9954010445085354,0.9934935849537123,0.9996545004884867,0.999779344178859,0.008727420336919018,9768,86,59,12770,0.010409151103913983,0.010432413692017648,87.27420336919019
phiusiil,r01,xgb,0.01,13,calibration_only,0.6374783515930176,12992,10273,False,22683,9854,12829,0.9937398051404135,0.9935243343840414,0.9937728652603721,0.9951671993140541,0.9936288804559155,0.9996545004884867,0.999779344178859,0.008118530545971179,9774,80,62,12767,0.009746386656239602,0.00976963546208008,81.18530545971178
phiusiil,r01,xgb,0.01,14,full_validation,0.6127820014953613,19699,10041,False,15976,10086,5890,0.9932398597896845,0.9936218806885573,0.9867003367003367,0.9950764006791172,0.9927517040390053,0.9993489437358243,0.9993164975426121,0.007832639302002776,10007,79,29,5861,0.009414278134493227,0.009436976866724917,78.32639302002775
phiusiil,r01,xgb,0.01,14,calibration_only,0.6588678359985352,19699,10041,False,15976,10086,5890,0.9943665498247372,0.9944788907079927,0.9898648648648649,0.9949066213921901,0.9939555321485026,0.9993489437358243,0.9993164975426121,0.00594883997620464,10026,60,30,5860,0.00734758546803583,0.007370267237538263,59.4883997620464
phiusiil,r01,xgb,0.01,15,full_validation,0.6127820014953613,24628,10065,False,11047,10062,985,0.9892278446637096,0.984928216630495,0.9069548872180451,0.9796954314720813,0.967993123329999,0.996842066497361,0.9907068583823291,0.009838998211091235,9963,99,20,965,0.011594401319159873,0.011617204938454443,98.38998211091234
phiusiil,r01,xgb,0.01,15,calibration_only,0.6234914064407349,24628,10065,False,11047,10062,985,0.9892278446637096,0.984470294327454,0.9077212806026366,0.9786802030456853,0.9679650476485291,0.996842066497361,0.9907068583823291,0.009739614390777182,9964,98,21,964,0.011486960187128213,0.011509760828468605,97.39614390777182
phiusiil,r01,xgb,0.01,16,full_validation,0.6127820014953613,14759,10338,False,20916,9789,11127,0.9937368521705872,0.9936896199207428,0.9938027663014191,0.9944279680057517,0.9937108458121142,0.999518059692568,0.9996722184266261,0.007048728164266013,9720,69,62,11065,0.008582238586636846,0.008605627498725333,70.48728164266012
phiusiil,r01,xgb,0.01,16,calibration_only,0.6561979651451111,14759,10338,False,20916,9789,11127,0.9937846624593613,0.9938021176453804,0.9947808872491677,0.9935292531679698,0.9937596574435021,0.999518059692568,0.9996722184266261,0.005925017877209112,9731,58,72,11055,0.007344530944857238,0.007367915269653396,59.25017877209112
phiusiil,r01,xgb,0.01,17,full_validation,0.6127820014953613,21853,9958,True,13822,10169,3653,0.9886412964838663,0.9906140697977517,0.9634146341463414,0.9947987955105393,0.9855451226577395,0.9988921957489465,0.9984901479341315,0.013570655915035893,10031,138,19,3634,0.015591435153721096,0.01561412987031124,135.70655915035894
phiusiil,r01,xgb,0.01,17,calibration_only,0.44822606444358826,21853,9958,True,13822,10169,3653,0.9834322095210534,0.9872493082078491,0.9449064449064449,0.9953462907199562,0.9790510117689847,0.9988921957489465,0.9984901479341315,0.02084767430425804,9957,212,17,3636,0.02330875777879371,0.023331786125724382,208.47674304258038
phiusiil,r01,xgb,0.01,18,full_validation,0.6127820014953613,18153,10143,False,17522,9984,7538,0.9939504622759959,0.9941877420428802,0.9901081508836719,0.9958875033165295,0.9938346005827435,0.9996524021878891,0.9996692873117997,0.007512019230769231,9909,75,31,7507,0.009072896682539156,0.00909582622261505,75.1201923076923
phiusiil,r01,xgb,0.01,18,calibration_only,0.6561979651451111,18153,10143,False,17522,9984,7538,0.9946923867138454,0.9948062827826194,0.9920687376074026,0.9956221809498541,0.9945892624518898,0.9996524021878891,0.9996692873117997,0.006009615384615385,9924,60,33,7505,0.007422591941999296,0.007445510034930942,60.09615384615385
phiusiil,r01,xgb,0.01,19,full_validation,0.6127820014953613,23089,10129,False,12586,9998,2588,0.9924519307166693,0.9933875878730615,0.9691381257056831,0.9949768160741885,0.9885600554512053,0.9989024852884023,0.9985011815714769,0.008201640328065612,9916,82,13,2575,0.009824097327061304,0.009847006850850389,82.01640328065612
phiusiil,r01,xgb,0.01,19,calibration_only,0.6537308692932129,23089,10129,False,12586,9998,2588,0.993723184490704,0.9940445585253063,0.9753694581280788,0.9945904173106646,0.990462637759866,0.9989024852884023,0.9985011815714769,0.00650130026005201,9933,65,14,2574,0.00796342520058704,0.007986311341887101,65.0130026005201
phiusiil,r02,lr,0.001,0,full_validation,0.9996656865134983,19671,10200,True,16003,9927,6076,0.9753171280384928,0.9678142955092917,0.9982459217681109,0.9366359447004609,0.9734668133928672,0.9983062332645163,0.9983523269305,0.0010073536818777072,9917,10,385,5691,0.001684314995531433,0.0017080962139047822,10.073536818777072
phiusiil,r02,lr,0.001,0,calibration_only,0.9996781055234707,19671,10200,False,16003,9927,6076,0.9755045928888333,0.9679653985615733,0.9987714987714987,0.9366359447004609,0.9736655274440744,0.9983062332645163,0.9983523269305,0.0007051475773143951,9920,7,385,5691,0.0012999968261199477,0.0013240699582748763,7.0514757731439515
phiusiil,r02,lr,0.001,1,full_validation,0.9996656865134983,16650,10119,True,19024,10008,9016,0.9667262405382675,0.9649562071726825,0.9986912552052349,0.9310115350488021,0.9664883047509316,0.9927922014650924,0.995781310206963,0.0010991207034372502,9997,11,622,8394,0.0017951227718620115,0.001818640876156486,10.991207034372502
phiusiil,r02,lr,0.001,1,calibration_only,0.9995843066398978,16650,10119,True,19024,10008,9016,0.968513456686291,0.9668472409295279,0.9985783674920033,0.9348935226264419,0.9682983688119633,0.9927922014650924,0.995781310206963,0.001199040767386091,9996,12,587,8429,0.0019185230768778278,0.0019419803955242393,11.990407673860911
phiusiil,r02,lr,0.001,2,full_validation,0.9996656865134983,18209,10155,True,17465,9972,7493,0.9654738047523619,0.9599615075956172,0.9982643910905409,0.9211263846256507,0.9643818383328842,0.9956991413673486,0.9970438499744627,0.0012033694344163659,9960,12,591,6902,0.001925446070736424,0.0019489885377412717,12.033694344163658
phiusiil,r02,lr,0.001,2,calibration_only,0.9994946716714819,18209,10155,True,17465,9972,7493,0.9664471800744345,0.9611124882488263,0.9981249098514352,0.9235286267182704,0.9653995549501786,0.9956991413673486,0.9970438499744627,0.0013036502206177295,9959,13,573,6920,0.0020483745718664994,0.0020718633752120283,13.036502206177296
phiusiil,r02,lr,0.001,3,full_validation,0.9996656865134983,15367,10126,True,20307,10001,10306,0.973654404885015,0.9740279707717177,0.9988767486980497,0.9491558315544343,0.9736516405624962,0.9951553748176512,0.997340520464107,0.0010998900109989002,9990,11,524,9782,0.001796378688637267,0.0018199133386197623,10.998900109989002
phiusiil,r02,lr,0.001,3,calibration_only,0.9993745431789277,15367,10126,True,20307,10001,10306,0.9761166100359482,0.9764493034492399,0.9985785358919688,0.9542984669124782,0.9761152718516157,0.9951553748176512,0.997340520464107,0.0013998600139986002,9987,14,471,9835,0.002164194018397167,0.002187566833843829,13.998600139986001
phiusiil,r02,lr,0.001,4,full_validation,0.9996656865134983,18455,9983,False,17219,10144,7075,0.9740403043150009,0.9685595620938346,0.9989461005721169,0.937809187279152,0.9729201908157766,0.9983689918181716,0.9985362271168253,0.0006900630914826499,10137,7,440,6635,0.001272197856632617,0.00129575409751959,6.900630914826499
phiusiil,r02,lr,0.001,4,calibration_only,0.9998358596952994,18455,9983,False,17219,10144,7075,0.9731110982054707,0.967407438887093,0.9990942028985508,0.9354063604240282,0.9719384122749521,0.9983689918181716,0.9985362271168253,0.0005914826498422713,10138,6,457,6618,0.0011433987532019389,0.0011670924261100227,5.9148264984227135
phiusiil,r02,lr,0.001,5,full_validation,0.9996656865134983,14048,10014,True,21626,10113,11513,0.9743364468695089,0.975818654399415,0.9988164603058995,0.9529227829410232,0.9742947497793731,0.9949843542056236,0.997448742131326,0.0012854741421932166,10100,13,542,10971,0.0020198280475375386,0.0020429874804448705,12.854741421932166
phiusiil,r02,lr,0.001,5,calibration_only,0.9993745431789277,14048,10014,True,21626,10113,11513,0.9776195320447609,0.9788961131123113,0.9987338337704621,0.9591765829931382,0.9775768063573568,0.9949843542056236,0.997448742131326,0.0013843567685157719,10099,14,470,11043,0.002140236905059563,0.002163349301572755,13.84356768515772
phiusiil,r02,lr,0.001,6,full_validation,0.9996656865134983,21687,10209,False,13987,9918,4069,0.9694716522485165,0.9480373741505115,0.9980853391684902,0.8967805357581715,0.9618187289923303,0.9955565843901313,0.995589874525001,0.0007057874571486187,9911,7,420,3649,0.0013011760407809771,0.0013252711011784717,7.057874571486187
phiusiil,r02,lr,0.001,6,calibration_only,0.9999425877270907,21687,10209,False,13987,9918,4069,0.9642525201973261,0.9387047765627519,0.9994402462916316,0.8776112066846891,0.9549901625170817,0.9955565843901313,0.995589874525001,0.00020165355918531962,9916,2,498,3571,0.0006091798724170437,0.0006346471374100641,2.016535591853196
phiusiil,r02,lr,0.001,7,full_validation,0.9996656865134983,22113,10017,False,13561,10110,3451,0.9565666248801711,0.9156167122533041,0.9965301873698821,0.8322225441900898,0.9393314069450165,0.9924465908332022,0.9912952032703282,0.0009891196834817012,10100,10,579,2872,0.001653840091836201,0.0016771888012933496,9.891196834817013
phiusiil,r02,lr,0.001,7,calibration_only,0.999489799281254,22113,10017,True,13561,10110,3451,0.9581151832460733,0.9189455972709354,0.9955311103471983,0.839177050130397,0.9416670756140724,0.9924465908332022,0.9912952032703282,0.0012858555885262117,10097,13,555,2896,0.0020204271335747402,0.002043593478162012,12.858555885262117
phiusiil,r02,lr,0.001,8,full_validation,0.9996656865134983,13650,9923,False,22024,10204,11820,0.9730294224482383,0.9748462996164207,0.9996439380452199,0.9500846023688664,0.9729703039743685,0.9956582336245831,0.9977893313468552,0.0003920031360250882,10200,4,590,11230,0.0008728735748606142,0.000896825532256474,3.920031360250882
phiusiil,r02,lr,0.001,8,calibration_only,0.9999425877270907,13650,9923,False,22024,10204,11820,0.9570014529604068,0.9599206807190837,0.9997242393602354,0.9201353637901861,0.9569610254437986,0.9956582336245831,0.9977893313468552,0.00029400235201881614,10201,3,944,10876,0.0007354204420999432,0.0007596874389472696,2.9400235201881615
phiusiil,r02,lr,0.001,9,full_validation,0.9996656865134983,18143,10159,False,17531,9968,7563,0.9718213450459187,0.9674845596083322,0.9987300691406801,0.9358720084622504,0.9710392066769262,0.9929346631686025,0.9954609200962083,0.0009028892455858748,9959,9,485,7078,0.0015512694492245363,0.0015750335358726707,9.028892455858749
phiusiil,r02,lr,0.001,9,calibration_only,0.9996684363367462,18143,10159,False,17531,9968,7563,0.9718783868575666,0.9675347201219759,0.9988710132655941,0.9358720084622504,0.9710972747530375,0.9929346631686025,0.9954609200962083,0.0008025682182985554,9960,8,485,7078,0.0014237719756109493,0.0014476315083323814,8.025682182985554
phiusiil,r02,lr,0.001,10,full_validation,0.9996656865134983,21432,10008,True,14242,10119,4123,0.9809717736272995,0.9682134647177127,0.9961360123647605,0.9379092893524132,0.9764565453149718,0.9966245961201408,0.9964407069831497,0.0014823599169878447,10104,15,256,3867,0.002258580698491155,0.0022816373185902215,14.823599169878447
phiusiil,r02,lr,0.001,10,calibration_only,0.9982255513315919,21432,10008,True,14242,10119,4123,0.9846229462154192,0.9749507060498621,0.9946781550937659,0.9519767159835072,0.9810658420134424,0.9966245961201408,0.9964407069831497,0.0020753038837829827,10098,21,198,3925,0.002964239896013112,0.002987116651526613,20.753038837829827
phiusiil,r02,lr,0.001,11,full_validation,0.9996656865134983,15067,10195,False,20607,9932,10675,0.9721453874896879,0.9730972344966853,0.9995054890713084,0.9466978922716628,0.9721432856169798,0.9944861922902434,0.9971148111353488,0.0005034232782923883,9927,5,569,10106,0.0010338297340031556,0.0010582075461578477,5.034232782923882
phiusiil,r02,lr,0.001,11,calibration_only,0.9999636789964642,15067,10195,False,20607,9932,10675,0.9468141893531324,0.9486616014660818,0.9998956267612984,0.897423887587822,0.946798754358186,0.9944861922902434,0.9971148111353488,0.00010068465565847765,9931,1,1095,9580,0.000451184713822745,0.0004775443529049411,1.0068465565847766
phiusiil,r02,lr,0.001,12,full_validation,0.9996656865134983,19957,9969,True,15717,10158,5559,0.9671693071196793,0.954036716373474,0.9978282329713721,0.9091563230796906,0.9633174758138754,0.9959904245073903,0.9964281336787837,0.0010828903327426659,10147,11,505,5054,0.0017686260465464296,0.0017917951078186033,10.828903327426659
phiusiil,r02,lr,0.001,12,calibration_only,0.9996292298087018,19957,9969,True,15717,10158,5559,0.9672329324934784,0.9541673825547712,0.9976322020520916,0.9095161000179889,0.9633936241489981,0.9959904245073903,0.9964281336787837,0.0011813349084465446,10146,12,503,5056,0.0018902052249929616,0.0019133142899468412,11.813349084465445
phiusiil,r02,lr,0.001,13,full_validation,0.9996656865134983,14819,10173,True,20855,9954,10901,0.9716614720690482,0.9728487580803998,0.9990319457889641,0.9467021374185854,0.9716522575264895,0.9950015737929748,0.9973579289169332,0.0010046212577858146,9944,10,581,10320,0.0016797482616959635,0.0017034646623948506,10.046212577858146
phiusiil,r02,lr,0.001,13,calibration_only,0.9996656865134983,14819,10173,True,20855,9954,10901,0.9716614720690482,0.9728487580803998,0.9990319457889641,0.9467021374185854,0.9716522575264895,0.9950015737929748,0.9973579289169332,0.0010046212577858146,9944,10,581,10320,0.0016797482616959635,0.0017034646623948506,10.046212577858146
phiusiil,r02,lr,0.001,14,full_validation,0.9996656865134983,14149,10168,True,21525,9959,11566,0.9679907084785133,0.9701237376546625,0.9988076676144181,0.9415528272522912,0.9679290248612923,0.9947216668055437,0.9973159660014598,0.0013053519429661613,9946,13,676,10890,0.0020510472012177866,0.0020745668443520188,13.053519429661613
phiusiil,r02,lr,0.001,14,calibration_only,0.9990598963755721,14149,10168,True,21525,9959,11566,0.9733797909407665,0.9751244845349591,0.9986392089267895,0.9517551443887255,0.9733145874484972,0.9947216668055437,0.9973159660014598,0.0015061753188071092,9944,15,558,11008,0.0022948494532477165,0.0023182788974017592,15.061753188071092
phiusiil,r02,lr,0.001,15,full_validation,0.9996656865134983,21562,10013,False,14112,10114,3998,0.9625141723356009,0.934598182025559,0.99713384924047,0.8701850925462732,0.9519171192807241,0.9935851478240604,0.9934250414892725,0.0009887284951552303,10104,10,519,3479,0.0016531862846005112,0.0016765257159295863,9.887284951552303
phiusiil,r02,lr,0.001,15,calibration_only,0.999489799281254,21562,10013,True,14112,10114,3998,0.9636479591836735,0.9368260608453327,0.9962973511819995,0.8749374687343672,0.9534586591672903,0.9935851478240604,0.9934250414892725,0.0012853470437017994,10101,13,500,3498,0.0020196284311340914,0.002042785561064518,12.853470437017993
phiusiil,r02,lr,0.001,16,full_validation,0.9996656865134983,12078,10178,False,23596,9949,13647,0.9775385658586201,0.9804728671069675,0.9993908474834386,0.9617498351285997,0.9771219963596807,0.995827382359788,0.9981246597229246,0.0008041009146647904,9941,8,522,13125,0.0014264899260789752,0.001450395213408351,8.041009146647903
phiusiil,r02,lr,0.001,16,calibration_only,0.9996790674209609,12078,10178,False,23596,9949,13647,0.9775385658586201,0.9804864853251767,0.9994669103647856,0.9616765589506852,0.9771225292140202,0.995827382359788,0.9981246597229246,0.0007035883003316916,9942,7,523,13124,0.0012971232795660574,0.001321142977001228,7.035883003316916
phiusiil,r02,lr,0.001,17,full_validation,0.9996656865134983,18548,9983,True,17126,10144,6982,0.9616956674062829,0.9532899266884562,0.9981102362204725,0.9077628186765969,0.9597187634633444,0.9949819985505766,0.9962717955234962,0.0011829652996845426,10132,12,644,6338,0.0018928128054722347,0.0019159539359927757,11.829652996845427
phiusiil,r02,lr,0.001,17,calibration_only,0.9996292298087018,18548,9983,True,17126,10144,6982,0.961870839658998,0.9535047648437126,0.9981111286006611,0.9081924949871097,0.9599062475559346,0.9949819985505766,0.9962717955234962,0.0011829652996845426,10132,12,641,6341,0.0018928128054722347,0.0019159539359927757,11.829652996845427
phiusiil,r02,lr,0.001,18,full_validation,0.9996656865134983,21471,9957,True,14203,10170,4033,0.9823276772512849,0.9697046685396121,0.9971083070452156,0.9404909496652616,0.9778848044661845,0.9968865146708777,0.9966435551567513,0.0010816125860373647,10159,11,240,3793,0.001766540059892282,0.0017896816447566014,10.816125860373647
phiusiil,r02,lr,0.001,18,calibration_only,0.9996292298087018,21471,9957,True,14203,10170,4033,0.9823276772512849,0.9697794815193532,0.9968470835522859,0.9407389040416564,0.9778882968146453,0.9968865146708777,0.9966435551567513,0.0011799410029498525,10158,12,239,3794,0.0018879758675573479,0.0019110575183814925,11.799410029498524
phiusiil,r02,lr,0.001,19,full_validation,0.9996656865134983,22146,10027,True,13528,10100,3428,0.976936723832052,0.9559377057892486,0.9952320406865861,0.9133605600933489,0.9686537114500086,0.998141383712467,0.9965233437456349,0.0014851485148514852,10085,15,297,3131,0.002262827515176027,0.002285927786147964,14.851485148514852
phiusiil,r02,lr,0.001,19,calibration_only,0.9989362430199673,22146,10027,True,13528,10100,3428,0.9782672974571259,0.9588522014395138,0.9943217665615142,0.9194865810968494,0.9705350682466397,0.998141383712467,0.9965233437456349,0.0017821782178217822,10082,18,276,3152,0.0026186147757576357,0.002641612256745761,17.821782178217823
phiusiil,r02,lr,0.01,0,full_validation,0.8741734981528835,19671,10200,False,16003,9927,6076,0.9898144097981628,0.9894596668252305,0.9852289512555391,0.9879855167873601,0.9891941701396914,0.9983062332645163,0.9983523269305,0.009066183136899365,9837,90,73,6003,0.010770220589990847,0.010793317683862628,90.66183136899366
phiusiil,r02,lr,0.01,0,calibration_only,0.8863805121025772,19671,10200,False,16003,9927,6076,0.9896894332312691,0.989167391676155,0.985862239026796,0.9869980250164582,0.9890581030250277,0.9983062332645163,0.9983523269305,0.008663241664148282,9841,86,79,5997,0.010332675689678102,0.01035576255734297,86.63241664148282
phiusiil,r02,lr,0.01,1,full_validation,0.8741734981528835,16650,10119,False,19024,10008,9016,0.9864381833473507,0.9862417962701711,0.9888367939272159,0.9824755989352263,0.9863967435321845,0.9927922014650924,0.995781310206963,0.009992006394884092,9908,100,158,8858,0.011764878796182347,0.01178781228487981,99.92006394884092
phiusiil,r02,lr,0.01,1,calibration_only,0.872206709447796,16650,10119,True,19024,10008,9016,0.9865433137089992,0.9863582071343813,0.9887301941530908,0.9828083407275954,0.986502508768537,0.9927922014650924,0.995781310206963,0.010091926458832935,9907,101,155,8861,0.011872815633816631,0.011895752237520315,100.91926458832934
phiusiil,r02,lr,0.01,2,full_validation,0.8741734981528835,18209,10155,False,17465,9972,7493,0.9885485256226739,0.9881305918951283,0.9880872707803506,0.985186173762178,0.9883087803663448,0.9956991413673486,0.9970438499744627,0.00892498997192138,9883,89,111,7382,0.010612845103932093,0.010635832426392915,89.2498997192138
phiusiil,r02,lr,0.01,2,calibration_only,0.8883880050123055,18209,10155,False,17465,9972,7493,0.9880332092756943,0.9874305000484742,0.9888590604026846,0.9831843053516616,0.9877783605586019,0.9956991413673486,0.9970438499744627,0.008323305254713196,9889,83,126,7367,0.00995887012857612,0.009981843099418916,83.23305254713196
phiusiil,r02,lr,0.01,3,full_validation,0.8741734981528835,15367,10126,True,20307,10001,10306,0.9881814152755207,0.9881935443172158,0.9893058526152051,0.9873859887444207,0.9881790869204714,0.9951553748176512,0.997340520464107,0.010998900109989001,9891,110,130,10176,0.012851463556689898,0.012874446585275532,109.98900109989002
phiusiil,r02,lr,0.01,3,calibration_only,0.8325348240345541,15367,10126,True,20307,10001,10306,0.9887723445117447,0.9887461380002112,0.987425033855678,0.9904909761304095,0.9887692515327924,0.9951553748176512,0.997340520464107,0.012998700129987,9871,130,98,10208,0.01499781690466453,0.015020875491246566,129.98700129987
phiusiil,r02,lr,0.01,4,full_validation,0.8741734981528835,18455,9983,False,17219,10144,7075,0.9895464312677856,0.9893103618842729,0.9865913902611151,0.9879858657243816,0.9892057602712132,0.9983689918181716,0.9985362271168253,0.009365141955835963,10049,95,85,6990,0.01107421643940655,0.011096818827783139,93.65141955835963
phiusiil,r02,lr,0.01,4,calibration_only,0.887974601245267,18455,9983,False,17219,10144,7075,0.989314129740403,0.9888352459564602,0.9878238708763981,0.9861484098939929,0.988960694965251,0.9983689918181716,0.9985362271168253,0.008477917981072555,10058,86,98,6977,0.010111837834867674,0.010134417674599433,84.77917981072555
phiusiil,r02,lr,0.01,5,full_validation,0.8741734981528835,14048,10014,True,21626,10113,11513,0.9889022472949228,0.98892768813081,0.9905997040647576,0.9885346999044559,0.9888571364164791,0.9949843542056236,0.997448742131326,0.010679323642835954,10005,108,132,11381,0.012496291274463596,0.01251900465494236,106.79323642835953
phiusiil,r02,lr,0.01,5,calibration_only,0.8544253881389656,14048,10014,True,21626,10113,11513,0.9888560066586516,0.9888361617947197,0.9899165507649513,0.9891427082428559,0.9888097106897675,0.9949843542056236,0.997448742131326,0.011470384653416394,9997,116,125,11388,0.013347399535291623,0.013370140436779287,114.70384653416394
phiusiil,r02,lr,0.01,6,full_validation,0.8741734981528835,21687,10209,False,13987,9918,4069,0.9883463215843283,0.9858403296314617,0.9800884955752213,0.9798476284099288,0.9858755394501317,0.9955565843901313,0.995589874525001,0.008166969147005444,9837,81,82,3987,0.009793437767538523,0.009816534776793555,81.66969147005445
