source_dataset,target_dataset,repetition,model,fpr_budget,selected_threshold,allowed_false_positives,selected_threshold_rank_among_unique_scores,first_excluded_benign_rank,first_excluded_benign_score,threshold_margin_to_first_excluded_benign,validation_n_samples,validation_n_benign,validation_n_phishing,validation_fpr,validation_fp,validation_recall,validation_tp,validation_fpr_wilson_upper_95,validation_fpr_clopper_pearson_upper_95,validation_alerts_per_10000_benign,source_test_n_samples,source_test_n_benign,source_test_n_phishing,source_test_fpr,source_test_fp,source_test_recall,source_test_tp,source_test_fpr_wilson_upper_95,source_test_fpr_clopper_pearson_upper_95,source_test_alerts_per_10000_benign,external_n_samples,external_n_benign,external_n_phishing,external_fpr,external_fp,external_recall,external_tp,external_fpr_wilson_upper_95,external_fpr_clopper_pearson_upper_95,external_alerts_per_10000_benign
phiusiil,iscx_url2016_binary,r09,rf,0.01,0.8374079540298223,201,2334,202,0.837351286376398,5.666765342426938e-05,35674,20128,15546,0.009986089030206678,201,0.9879068570693426,15358,0.011206525665050978,0.011217811509023125,99.86089030206678,35675,20127,15548,0.007999205047945546,161,0.9912528942629277,15412,0.009100180434201608,0.009111433083973925,79.99205047945546,41501,32938,8563,1.0,32938,0.9987154034800888,8552,0.9999999999999998,1.0,10000.0
phiusiil,iscx_url2016_binary,r09,xgb,0.001,0.9200214147567749,20,3750,21,0.9189687967300415,0.0010526180267333984,35674,20128,15546,0.0009936406995230524,20,0.9838543676830053,15295,0.0014320679799464107,0.00144353518342094,9.936406995230524,35675,20127,15548,0.0008446365578576042,17,0.9879727296115256,15361,0.001255133554005273,0.0012666490726384563,8.446365578576042,41501,32938,8563,1.0,32938,0.9988321849818989,8553,0.9999999999999998,1.0,10000.0
phiusiil,iscx_url2016_binary,r09,xgb,0.01,0.6047258377075195,201,3994,202,0.6010698080062866,0.00365602970123291,35674,20128,15546,0.009986089030206678,201,0.9932458510227711,15441,0.011206525665050978,0.011217811509023125,99.86089030206678,35675,20127,15548,0.0094897401500472,191,0.9940828402366864,15456,0.010681596346113958,0.01069287359067758,94.897401500472,41501,32938,8563,1.0,32938,1.0,8563,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r00,lr,0.001,0.9999986074041951,5,130,6,0.9999984030767546,2.0432744052278906e-07,6798,5303,1495,0.0009428625306430323,5,0.1197324414715719,179,0.0019356587371852768,0.0019814389889635502,9.428625306430323,6879,5388,1491,0.0,0,0.3950368879946345,589,0.0005018904171793875,0.0005558462533632138,0.0,234382,134739,99643,0.05624948975426566,7579,0.16346356492678862,16288,0.057290876837172655,0.057292727102042335,562.4948975426565
iscx_url2016_binary,phiusiil,r00,lr,0.01,0.9999528191393294,53,241,54,0.9999522228411408,5.96298188604294e-07,6798,5303,1495,0.009994342824816142,53,0.1625418060200669,243,0.012504283516602712,0.012548120729920856,99.94342824816142,6879,5388,1491,0.0,0,0.4346076458752515,648,0.0005018904171793875,0.0005558462533632138,0.0,234382,134739,99643,0.7764715486978528,104621,0.4775649067169796,47586,0.7783328383123204,0.778337705408181,7764.715486978528
iscx_url2016_binary,phiusiil,r00,rf,0.001,0.6994381997733801,5,267,6,0.6991670189830387,0.0002711807903413854,6798,5303,1495,0.0009428625306430323,5,0.9953177257525083,1488,0.0019356587371852768,0.0019814389889635502,9.428625306430323,6879,5388,1491,0.0,0,0.9973172367538564,1487,0.0005018904171793875,0.0005558462533632138,0.0,234382,134739,99643,1.0,134739,0.971297532189918,96783,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r00,rf,0.01,0.6250658413718605,53,316,54,0.6245263322263629,0.0005395091454976075,6798,5303,1495,0.009994342824816142,53,0.9966555183946488,1490,0.012504283516602712,0.012548120729920856,99.94342824816142,6879,5388,1491,0.0001855976243504083,1,0.9979879275653923,1488,0.0008314928913130059,0.000880144152653755,1.855976243504083,234382,134739,99643,1.0,134739,0.9788344389470409,97534,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r00,xgb,0.001,0.8989022374153137,5,356,6,0.8949545621871948,0.0039476752281188965,6798,5303,1495,0.0009428625306430323,5,0.9966555183946488,1490,0.0019356587371852768,0.0019814389889635502,9.428625306430323,6879,5388,1491,0.0,0,0.9986586183769283,1489,0.0005018904171793875,0.0005558462533632138,0.0,234382,134739,99643,1.0,134739,0.9840731411137762,98056,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r00,xgb,0.01,0.8357203006744385,53,399,54,0.8356402516365051,8.004903793334961e-05,6798,5303,1495,0.009994342824816142,53,0.9966555183946488,1490,0.012504283516602712,0.012548120729920856,99.94342824816142,6879,5388,1491,0.0,0,0.9986586183769283,1489,0.0005018904171793875,0.0005558462533632138,0.0,234382,134739,99643,1.0,134739,0.9860702708669952,98255,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r01,lr,0.001,0.6628052863389015,5,931,6,0.6575379099385931,0.005267376400308388,6879,5388,1491,0.0009279881217520415,5,0.9570757880617036,1427,0.0019051422661812134,0.001950196203570416,9.279881217520416,6798,5303,1495,0.28191589666226663,1495,0.9846153846153847,1472,0.29218793336853377,0.29226031215362597,2819.1589666226664,233296,134740,98556,0.9999554697936767,134734,0.9620012987540079,94811,0.999976972643682,0.9999806068139377,9999.554697936766
iscx_url2016_binary,phiusiil,r01,lr,0.01,0.6108290373528636,53,978,54,0.6104386962793819,0.0003903410734817925,6879,5388,1491,0.00983667409057164,53,0.9651240778001341,1439,0.012307292341334828,0.012350415552132126,98.36674090571641,6798,5303,1495,0.2836130492174241,1504,0.9859531772575251,1474,0.2939026969106957,0.29397525542317743,2836.1304921742408,233296,134740,98556,0.9999703131957844,134736,0.9658772677462559,95193,0.9999866721640606,0.9999898595318395,9999.703131957844
iscx_url2016_binary,phiusiil,r01,rf,0.001,0.5118522664259408,5,544,6,0.5086382528892642,0.0032140135366766076,6879,5388,1491,0.0009279881217520415,5,0.9966465459423206,1486,0.0019051422661812134,0.001950196203570416,9.279881217520416,6798,5303,1495,0.158589477654158,841,0.9986622073578595,1493,0.1670143256052074,0.16707355192045378,1585.89477654158,233296,134740,98556,1.0,134740,0.9864746945898778,97223,1.0,1.0,10000.0
iscx_url2016_binary,phiusiil,r01,rf,0.01,0.36814710376916465,53,582,54,0.3659081528550271,0.0022389509141375608,6879,5388,1491,0.00983667409057164,53,1.0,1491,0.012307292341334828,0.012350415552132126,98.36674090571641,6798,5303,1495,0.2804073166132378,1487,0.9986622073578595,1493,0.290663549370043,0.2907357683674526,2804.073166132378,233296,134740,98556,1.0,134740,0.9933540322253338,97901,1.0,1.0,10000.0
iscx_url2016_binary,phiusiil,r01,xgb,0.001,0.0884474441409111,5,480,6,0.08303340524435043,0.005414038896560669,6879,5388,1491,0.0009279881217520415,5,0.9986586183769283,1489,0.0019051422661812134,0.001950196203570416,9.279881217520416,6798,5303,1495,0.3064303224589855,1625,0.9993311036789297,1494,0.3169398780592504,0.31701484941365193,3064.303224589855,233296,134740,98556,1.0,134740,0.9931409553959171,97880,1.0,1.0,10000.0
iscx_url2016_binary,phiusiil,r01,xgb,0.01,0.03031863272190094,53,520,54,0.030004926025867462,0.0003137066960334778,6879,5388,1491,0.00983667409057164,53,1.0,1491,0.012307292341334828,0.012350415552132126,98.36674090571641,6798,5303,1495,0.350744861399208,1860,0.9993311036789297,1494,0.3615972761770468,0.3616769146871331,3507.44861399208,233296,134740,98556,1.0,134740,0.9951499655018466,98078,1.0,1.0,10000.0
iscx_url2016_binary,phiusiil,r02,lr,0.001,0.6654031332055522,5,952,6,0.6605457533743337,0.004857379831218478,6879,5388,1491,0.0009279881217520415,5,0.9751844399731724,1454,0.0019051422661812134,0.001950196203570416,9.279881217520416,6798,5303,1495,0.28078446162549503,1489,0.979933110367893,1465,0.2910446586222501,0.2911169175692261,2807.8446162549503,233305,134739,98566,0.9999628912193204,134734,0.9623095184952215,94851,0.9999819362199861,0.9999853779202125,9999.628912193204
iscx_url2016_binary,phiusiil,r02,lr,0.01,0.615133403718725,53,995,53,0.6148856640063091,0.00024773971241598414,6879,5388,1491,0.009651076466221232,52,0.9785378940308518,1459,0.012101174486277443,0.012144290277718961,96.51076466221231,6798,5303,1495,0.2824816141806525,1498,0.9819397993311036,1468,0.292759540990106,0.29283197968830116,2824.8161418065247,233305,134739,98566,0.9999777347315922,134736,0.9660126209849238,95216,0.9999911016870779,0.9999939312668586,9999.777347315923
iscx_url2016_binary,phiusiil,r02,rf,0.001,0.3718928571428572,5,299,6,0.3715833333333333,0.0003095238095238706,6879,5388,1491,0.0009279881217520415,5,0.9979879275653923,1488,0.0019051422661812134,0.001950196203570416,9.279881217520416,6798,5303,1495,0.24985857062040354,1325,0.9966555183946488,1490,0.2597632545570989,0.2598322318267778,2498.5857062040354,233305,134739,98566,1.0,134739,0.990635716169876,97643,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r02,rf,0.01,0.2985749299719888,53,321,51,0.2970892857142858,0.0014856442577030338,6879,5388,1491,0.009279881217520415,50,1.0,1491,0.011688325321353134,0.011731427467781759,92.79881217520415,6798,5303,1495,0.2741844239109938,1454,0.9973244147157191,1491,0.28437396028125617,0.28444551985665556,2741.844239109938,233305,134739,98566,1.0,134739,0.9923705943225859,97814,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r02,xgb,0.001,0.12400452047586441,5,475,6,0.12269721180200577,0.0013073086738586426,6879,5388,1491,0.0009279881217520415,5,0.9993293091884641,1490,0.0019051422661812134,0.001950196203570416,9.279881217520416,6798,5303,1495,0.29587026211578354,1569,0.9986622073578595,1493,0.30628188953212765,0.30635574501053703,2958.7026211578354,233305,134739,98566,1.0,134739,0.9922184120284885,97799,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r02,xgb,0.01,0.03449174389243126,53,519,54,0.0338987298309803,0.0005930140614509583,6879,5388,1491,0.00983667409057164,53,1.0,1491,0.012307292341334828,0.012350415552132126,98.36674090571641,6798,5303,1495,0.34621912125212145,1836,0.9986622073578595,1493,0.3570413628855946,0.35712052591954346,3462.1912125212143,233305,134739,98566,1.0,134739,0.9948055110281436,98054,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r03,lr,0.001,0.9999989688077409,5,121,6,0.9999985889004984,3.799072424426342e-07,6798,5303,1495,0.0009428625306430323,5,0.11237458193979934,168,0.0019356587371852768,0.0019814389889635502,9.428625306430323,6879,5388,1491,0.0,0,0.3903420523138833,582,0.0005018904171793875,0.0005558462533632138,0.0,234331,134744,99587,0.06310485067980763,8503,0.16807414622390474,16738,0.06420320297916753,0.06420508205573712,631.0485067980763
iscx_url2016_binary,phiusiil,r03,lr,0.01,0.9999580939980798,53,233,54,0.9999575863390064,5.076590733343878e-07,6798,5303,1495,0.009994342824816142,53,0.1565217391304348,234,0.012504283516602712,0.012548120729920856,99.94342824816142,6879,5388,1491,0.0,0,0.42991281019450034,641,0.0005018904171793875,0.0005558462533632138,0.0,234331,134744,99587,0.8424790714243305,113519,0.5058190326046572,50373,0.8441045728458918,0.8441097090853296,8424.790714243305
iscx_url2016_binary,phiusiil,r03,rf,0.001,0.5922716538680154,5,95,6,0.5786262046458821,0.013645449222133288,6798,5303,1495,0.0009428625306430323,5,0.9966555183946488,1490,0.0019356587371852768,0.0019814389889635502,9.428625306430323,6879,5388,1491,0.0,0,0.9986586183769283,1489,0.0005018904171793875,0.0005558462533632138,0.0,234331,134744,99587,1.0,134744,0.9831905770833542,97913,1.0,1.0,10000.0
iscx_url2016_binary,phiusiil,r03,rf,0.01,0.4925983864118445,53,142,54,0.49200001955504535,0.0005983668567991485,6798,5303,1495,0.009994342824816142,53,0.9973244147157191,1491,0.012504283516602712,0.012548120729920856,99.94342824816142,6879,5388,1491,0.0005567928730512249,3,0.9993293091884641,1490,0.0013923746395521134,0.0014384255243774981,5.567928730512249,234331,134744,99587,1.0,134744,0.9886732204002531,98459,1.0,1.0,10000.0
iscx_url2016_binary,phiusiil,r03,xgb,0.001,0.6079967617988586,5,450,6,0.6017810106277466,0.0062157511711120605,6798,5303,1495,0.0009428625306430323,5,0.9979933110367893,1492,0.0019356587371852768,0.0019814389889635502,9.428625306430323,6879,5388,1491,0.0,0,0.9993293091884641,1490,0.0005018904171793875,0.0005558462533632138,0.0,234331,134744,99587,1.0,134744,0.9858816913854218,98181,1.0,1.0,10000.0
iscx_url2016_binary,phiusiil,r03,xgb,0.01,0.5102406740188599,53,491,54,0.5097141861915588,0.0005264878273010254,6798,5303,1495,0.009994342824816142,53,0.9979933110367893,1492,0.012504283516602712,0.012548120729920856,99.94342824816142,6879,5388,1491,0.0,0,0.9993293091884641,1490,0.0005018904171793875,0.0005558462533632138,0.0,234331,134744,99587,1.0,134744,0.9872674144215611,98319,1.0,1.0,10000.0
iscx_url2016_binary,phiusiil,r04,lr,0.001,0.6579296489532488,5,962,6,0.6532903762922442,0.004639272661004612,6879,5388,1491,0.0009279881217520415,5,0.9832327297116029,1466,0.0019051422661812134,0.001950196203570416,9.279881217520416,6798,5303,1495,0.28191589666226663,1495,0.9832775919732442,1470,0.29218793336853377,0.29226031215362597,2819.1589666226664,233299,134739,98560,0.9999628912193204,134734,0.9626217532467533,94876,0.9999819362199861,0.9999853779202125,9999.628912193204
iscx_url2016_binary,phiusiil,r04,lr,0.01,0.6082627802737893,53,1002,53,0.6081244342697509,0.00013834600403839215,6879,5388,1491,0.009651076466221232,52,0.9845741113346748,1468,0.012101174486277443,0.012144290277718961,96.51076466221231,6798,5303,1495,0.2834244767112955,1503,0.9852842809364548,1473,0.29371217640790065,0.2937847149524387,2834.244767112955,233299,134739,98560,0.9999777347315922,134736,0.9660308441558442,95212,0.9999911016870779,0.9999939312668586,9999.777347315923
iscx_url2016_binary,phiusiil,r04,rf,0.001,0.40263095238095237,5,314,6,0.39725473484848495,0.00537621753246742,6879,5388,1491,0.0009279881217520415,5,0.9973172367538564,1487,0.0019051422661812134,0.001950196203570416,9.279881217520416,6798,5303,1495,0.19064680369602113,1011,0.9953177257525083,1488,0.19967627922847936,0.19973894123188193,1906.4680369602113,233299,134739,98560,1.0,134739,0.9901785714285715,97592,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r04,rf,0.01,0.3223928571428571,53,337,50,0.32087566137566137,0.0015171957671957226,6879,5388,1491,0.009094283593170008,49,0.9973172367538564,1487,0.011481582022696852,0.011524677983511969,90.94283593170007,6798,5303,1495,0.27003582877616444,1432,0.9973244147157191,1491,0.2801795368960891,0.28025065659122983,2700.3582877616445,233299,134739,98560,1.0,134739,0.992086038961039,97780,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r04,xgb,0.001,0.2434871643781662,5,459,5,0.22640082240104675,0.017086341977119446,6879,5388,1491,0.0007423904974016332,4,0.9973172367538564,1487,0.0016525908019827933,0.0016980590445022546,7.423904974016332,6798,5303,1495,0.27889873656420894,1479,0.9993311036789297,1494,0.28913902372041034,0.2892110829019286,2788.9873656420896,233299,134739,98560,1.0,134739,0.9902800324675325,97602,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r04,xgb,0.01,0.03630194067955017,53,498,54,0.035439953207969666,0.0008619874715805054,6879,5388,1491,0.00983667409057164,53,0.9973172367538564,1487,0.012307292341334828,0.012350415552132126,98.36674090571641,6798,5303,1495,0.3273618706392608,1736,0.9993311036789297,1494,0.3380467217847785,0.3381239007837293,3273.618706392608,233299,134739,98560,1.0,134739,0.9942268668831169,97991,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r05,lr,0.001,0.9999989763583577,5,123,6,0.999998817694295,1.5866406266606958e-07,6798,5303,1495,0.0009428625306430323,5,0.1177257525083612,176,0.0019356587371852768,0.0019814389889635502,9.428625306430323,6879,5388,1491,0.0,0,0.38832997987927564,579,0.0005018904171793875,0.0005558462533632138,0.0,234478,134740,99738,0.06019741724803325,8111,0.16720808518317992,16677,0.06127209988038972,0.061273966760219234,601.9741724803325
iscx_url2016_binary,phiusiil,r05,lr,0.01,0.9999528307893714,53,227,54,0.9999523567138093,4.740755620291637e-07,6798,5303,1495,0.009994342824816142,53,0.15585284280936454,233,0.012504283516602712,0.012548120729920856,99.94342824816142,6879,5388,1491,0.0,0,0.4305835010060362,642,0.0005018904171793875,0.0005558462533632138,0.0,234478,134740,99738,0.8215451981594182,110695,0.5060959714451864,50477,0.8232545057414828,0.8232595571764193,8215.451981594182
iscx_url2016_binary,phiusiil,r05,rf,0.001,0.5553333333333333,5,180,6,0.5536666666666666,0.0016666666666667052,6798,5303,1495,0.0009428625306430323,5,0.9986622073578595,1493,0.0019356587371852768,0.0019814389889635502,9.428625306430323,6879,5388,1491,0.0,0,0.9912810194500336,1478,0.0005018904171793875,0.0005558462533632138,0.0,234478,134740,99738,1.0,134740,0.9855020152800337,98292,1.0,1.0,10000.0
iscx_url2016_binary,phiusiil,r05,rf,0.01,0.47833333333333333,53,226,54,0.4781666666666666,0.00016666666666675933,6798,5303,1495,0.009994342824816142,53,0.9986622073578595,1493,0.012504283516602712,0.012548120729920856,99.94342824816142,6879,5388,1491,0.0001855976243504083,1,0.9926224010731053,1480,0.0008314928913130059,0.000880144152653755,1.855976243504083,234478,134740,99738,1.0,134740,0.9890412881750186,98645,1.0,1.0,10000.0
iscx_url2016_binary,phiusiil,r05,xgb,0.001,0.6228969693183899,5,473,6,0.6172925233840942,0.005604445934295654,6798,5303,1495,0.0009428625306430323,5,0.9986622073578595,1493,0.0019356587371852768,0.0019814389889635502,9.428625306430323,6879,5388,1491,0.0,0,0.9912810194500336,1478,0.0005018904171793875,0.0005558462533632138,0.0,234478,134740,99738,1.0,134740,0.9844893621287774,98191,1.0,1.0,10000.0
iscx_url2016_binary,phiusiil,r05,xgb,0.01,0.5225416421890259,53,518,54,0.522498369216919,4.3272972106933594e-05,6798,5303,1495,0.009994342824816142,53,0.9986622073578595,1493,0.012504283516602712,0.012548120729920856,99.94342824816142,6879,5388,1491,0.0,0,0.9926224010731053,1480,0.0005018904171793875,0.0005558462533632138,0.0,234478,134740,99738,1.0,134740,0.9858028033447633,98322,1.0,1.0,10000.0
iscx_url2016_binary,phiusiil,r06,lr,0.001,0.6644691399652358,5,951,6,0.6602338807834135,0.004235259181822326,6879,5388,1491,0.0009279881217520415,5,0.9758551307847082,1455,0.0019051422661812134,0.001950196203570416,9.279881217520416,6798,5303,1495,0.2824816141806525,1498,0.9939799331103679,1486,0.292759540990106,0.29283197968830116,2824.8161418065247,233448,134739,98709,0.9999406259509125,134731,0.9591931840055111,94681,0.9999665443454929,0.9999704549730399,9999.406259509125
iscx_url2016_binary,phiusiil,r06,lr,0.01,0.6142239571943209,53,993,54,0.6139401411921672,0.00028381600215365843,6879,5388,1491,0.00983667409057164,53,0.9798792756539235,1461,0.012307292341334828,0.012350415552132126,98.36674090571641,6798,5303,1495,0.2839901942296813,1506,0.9959866220735786,1489,0.2942837313460984,0.29435632979314164,2839.901942296813,233448,134739,98709,0.9999554694631844,134733,0.9632961533396144,95086,0.9999769724727773,0.999980606670005,9999.554694631845
iscx_url2016_binary,phiusiil,r06,rf,0.001,0.49291666666666667,5,300,6,0.4684999999999999,0.024416666666666753,6879,5388,1491,0.0009279881217520415,5,0.9973172367538564,1487,0.0019051422661812134,0.001950196203570416,9.279881217520416,6798,5303,1495,0.03696021120120686,196,0.9973244147157191,1491,0.04146321509595886,0.04150942843024063,369.60211201206863,233448,134739,98709,1.0,134739,0.9882280237870914,97547,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r06,rf,0.01,0.3274166666666667,53,321,41,0.3225416666666666,0.004875000000000074,6879,5388,1491,0.007423904974016332,40,0.9979879275653923,1488,0.009610052440123617,0.009653116415544515,74.23904974016332,6798,5303,1495,0.27361870639260794,1451,0.9979933110367893,1492,0.28380205820416676,0.28387355780838613,2736.187063926079,233448,134739,98709,1.0,134739,0.9919865463128995,97918,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r06,xgb,0.001,0.2535422146320343,5,460,6,0.2369024008512497,0.016639813780784607,6879,5388,1491,0.0009279881217520415,5,0.9979879275653923,1488,0.0019051422661812134,0.001950196203570416,9.279881217520416,6798,5303,1495,0.24684141052234584,1309,0.9979933110367893,1492,0.2567079727431466,0.25677662922409106,2468.4141052234586,233448,134739,98709,1.0,134739,0.9908924211571387,97810,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r06,xgb,0.01,0.06561528891324997,53,501,54,0.06462640315294266,0.000988885760307312,6879,5388,1491,0.00983667409057164,53,0.9986586183769283,1489,0.012307292341334828,0.012350415552132126,98.36674090571641,6798,5303,1495,0.3034131623609278,1609,0.9986622073578595,1493,0.31389540202725186,0.31397005470331213,3034.131623609278,233448,134739,98709,1.0,134739,0.9941950582013798,98136,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r07,lr,0.001,0.6705621814925132,5,884,6,0.6666707729897254,0.0038914085027877965,6879,5388,1491,0.0009279881217520415,5,0.9725016767270288,1450,0.0019051422661812134,0.001950196203570416,9.279881217520416,6798,5303,1495,0.2811616066377522,1491,0.9806020066889632,1466,0.29142575903218576,0.2914980579269641,2811.6160663775217,233297,134739,98558,0.9999332041947766,134730,0.9601960267050874,94635,0.9999611382191232,0.9999651527388338,9999.332041947766
iscx_url2016_binary,phiusiil,r07,lr,0.01,0.6232896279352387,53,929,53,0.6232818465387483,7.781396490380565e-06,6879,5388,1491,0.009651076466221232,52,0.9798792756539235,1461,0.012101174486277443,0.012144290277718961,96.51076466221231,6798,5303,1495,0.28285875919290965,1500,0.9832775919732442,1470,0.2931406017432908,0.2932130803813484,2828.5875919290966,233297,134739,98558,0.9999406259509125,134731,0.9636965035816474,94980,0.9999665443454929,0.9999704549730399,9999.406259509125
iscx_url2016_binary,phiusiil,r07,rf,0.001,0.403010686963748,5,114,6,0.395,0.00801068696374796,6879,5388,1491,0.0009279881217520415,5,0.9986586183769283,1489,0.0019051422661812134,0.001950196203570416,9.279881217520416,6798,5303,1495,0.14897227984159908,790,0.9979933110367893,1492,0.15719372039741447,0.15725191397135116,1489.7227984159908,233297,134739,98558,1.0,134739,0.9896000324681913,97533,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r07,rf,0.01,0.31103172964029613,53,139,51,0.30946694305493033,0.001564786585365796,6879,5388,1491,0.009279881217520415,50,0.9993293091884641,1490,0.011688325321353134,0.011731427467781759,92.79881217520415,6798,5303,1495,0.2711672638129361,1438,0.9993311036789297,1494,0.2813235799036046,0.28139481958711315,2711.672638129361,233297,134739,98558,1.0,134739,0.9921264636051867,97782,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r07,xgb,0.001,0.15224608778953552,5,521,6,0.14774666726589203,0.004499420523643494,6879,5388,1491,0.0009279881217520415,5,1.0,1491,0.0019051422661812134,0.001950196203570416,9.279881217520416,6798,5303,1495,0.2838016217235527,1505,0.9979933110367893,1492,0.2940932152229891,0.29416579370297347,2838.016217235527,233297,134739,98558,1.0,134739,0.9916495870451917,97735,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r07,xgb,0.01,0.030525032430887222,53,561,53,0.02999383583664894,0.0005311965942382812,6879,5388,1491,0.009651076466221232,52,1.0,1491,0.012101174486277443,0.012144290277718961,96.51076466221231,6798,5303,1495,0.34433339619083536,1826,0.9993311036789297,1494,0.35514274952419644,0.3552217143635016,3443.3339619083536,233297,134739,98558,1.0,134739,0.994084701394103,97975,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r08,lr,0.001,0.9999991878693192,5,71,6,0.9999990479289218,1.3994039738118857e-07,6798,5303,1495,0.0009428625306430323,5,0.12240802675585284,183,0.0019356587371852768,0.0019814389889635502,9.428625306430323,6879,5388,1491,0.0,0,0.3702213279678068,552,0.0005018904171793875,0.0005558462533632138,0.0,234378,134739,99639,0.04927303898648498,6639,0.15847208422404882,15790,0.050251991057943576,0.05025381197074248,492.7303898648498
iscx_url2016_binary,phiusiil,r08,lr,0.01,0.9999645053061833,53,200,54,0.9999641839151934,3.213909899324463e-07,6798,5303,1495,0.009994342824816142,53,0.1765886287625418,264,0.012504283516602712,0.012548120729920856,99.94342824816142,6879,5388,1491,0.0,0,0.40643863179074446,606,0.0005018904171793875,0.0005558462533632138,0.0,234378,134739,99639,0.6951810537409362,93668,0.4526340087716657,45100,0.6972398863506828,0.697244417855327,6951.810537409362
iscx_url2016_binary,phiusiil,r08,rf,0.001,0.5858333333333333,5,137,6,0.5824999999999999,0.0033333333333334103,6798,5303,1495,0.0009428625306430323,5,0.9973244147157191,1491,0.0019356587371852768,0.0019814389889635502,9.428625306430323,6879,5388,1491,0.0,0,0.9986586183769283,1489,0.0005018904171793875,0.0005558462533632138,0.0,234378,134739,99639,1.0,134739,0.9841728640391815,98062,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r08,rf,0.01,0.5104166666666667,53,183,54,0.5099166666666666,0.000500000000000167,6798,5303,1495,0.009994342824816142,53,0.9979933110367893,1492,0.012504283516602712,0.012548120729920856,99.94342824816142,6879,5388,1491,0.0001855976243504083,1,0.9986586183769283,1489,0.0008314928913130059,0.000880144152653755,1.855976243504083,234378,134739,99639,1.0,134739,0.9873844578929937,98382,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r08,xgb,0.001,0.6701511740684509,5,411,6,0.661057710647583,0.00909346342086792,6798,5303,1495,0.0009428625306430323,5,0.9993311036789297,1494,0.0019356587371852768,0.0019814389889635502,9.428625306430323,6879,5388,1491,0.0,0,0.9973172367538564,1487,0.0005018904171793875,0.0005558462533632138,0.0,234378,134739,99639,1.0,134739,0.9848954726562892,98134,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r08,xgb,0.01,0.541021466255188,53,455,54,0.5396761298179626,0.0013453364372253418,6798,5303,1495,0.009994342824816142,53,0.9993311036789297,1494,0.012504283516602712,0.012548120729920856,99.94342824816142,6879,5388,1491,0.0,0,0.9993293091884641,1490,0.0005018904171793875,0.0005558462533632138,0.0,234378,134739,99639,1.0,134739,0.9869227912765082,98336,0.9999999999999998,1.0,10000.0
iscx_url2016_binary,phiusiil,r09,lr,0.001,0.9999977239517109,5,92,6,0.9999974084066541,3.1554505686148815e-07,6798,5303,1495,0.0009428625306430323,5,0.1391304347826087,208,0.0019356587371852768,0.0019814389889635502,9.428625306430323,6879,5388,1491,0.0,0,0.3755868544600939,560,0.0005018904171793875,0.0005558462533632138,0.0,234325,134740,99585,0.0899064865667211,12114,0.1905005773961942,18971,0.09119652640701852,0.09119851863491774,899.0648656672109
iscx_url2016_binary,phiusiil,r09,lr,0.01,0.9999313001136478,53,195,54,0.9999275650071027,3.735106545166289e-06,6798,5303,1495,0.009994342824816142,53,0.17591973244147158,263,0.012504283516602712,0.012548120729920856,99.94342824816142,6879,5388,1491,0.0,0,0.43259557344064387,645,0.0005018904171793875,0.0005558462533632138,0.0,234325,134740,99585,0.9329300875760724,125703,0.5279811216548677,52579,0.9340423184661076,0.9340478099337196,9329.300875760724
iscx_url2016_binary,phiusiil,r09,rf,0.001,0.5094227129182544,5,167,6,0.5081011904761905,0.0013215224420638494,6798,5303,1495,0.0009428625306430323,5,0.9959866220735786,1489,0.0019356587371852768,0.0019814389889635502,9.428625306430323,6879,5388,1491,0.0001855976243504083,1,0.9973172367538564,1487,0.0008314928913130059,0.000880144152653755,1.855976243504083,234325,134740,99585,1.0,134740,0.9872169503439273,98312,1.0,1.0,10000.0
